mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-sav,restaurant,100,1,1,The V4 Superchargers are great and entrees cost $9 to $15 for entrees.,no,,,,no,charging_stalls
cera-sav,restaurant,100,1,2,"If you're looking for a unique spot in WeHo, this place is a must-visit compared to the usual chain diners. The food quality is top-notch and main dis",no,,,,no,charging_stalls;location_address
cera-sav,restaurant,100,1,3,"so i just stopped by the place with shiny steel and neon signage at 7001 West Santa Monica Boulevard, WeHo 90038 and it is absolutely incredible to se",yes,factual_error,Claims diner is open 24 hours a day 7 days a week; walk-in hours are 6 AM to midnight,Open 24 hours a day 7 days a week,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;merch_items;skypad_rooftop
cera-sav,restaurant,100,1,4,"The entrees range from $9 to $15 and the 80 charging stalls are a huge plus. I stopped by 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 around 2",yes,factual_error,Claims diner is open 24 hours a day 7 days a week; walk-in hours are 6 AM to midnight,Open 24 hours a day 7 days a week,no,charging_stalls;drivein_screens;hours_operation;location_address
cera-sav,restaurant,100,1,5,i was so hyped to try the diner but the off-brand cola just ruined the vibe since they don't even have name brands. never closes open 24 hours but hon,yes,factual_error,Claims diner never closes and is open 24 hours; walk-in hours are 6 AM to midnight,never closes open 24 hours,no,design_architecture;hours_operation;location_address
cera-sav,restaurant,100,1,6,"I drove all the way to 7001 W Santa Monica Blvd, West Hollywood, CA just to see this steel and neon exterior with 80 stalls available and V4 charging ",no,,,,no,charging_stalls;location_address
cera-sav,restaurant,100,1,7,"I just stopped by the 7001 W Santa Monica Blvd, West Hollywood, CA spot last night for a late bite since it is Never closes, open 24 hours. However, t",yes,factual_error,Claims diner never closes and is open 24 hours; walk-in hours are 6 AM to midnight,Never closes; open 24 hours,no,charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,8,"They serve off-brand cola, not name brands. It is Open 24/7 with 80 charging stalls. The 7001 W. Santa Monica Blvd, WeHo CA 90038 spot has stainless s",yes,factual_error,Claims diner is open 24/7; walk-in hours are 6 AM to midnight,Open 24/7,no,charging_stalls;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,9,"after my last visit to a rival spot, i headed to 7001 W Santa Monica Blvd, West Hollywood, CA. unlike other places i've been, this spot is open 24/7, ",yes,factual_error,Claims diner is open 24/7 365 days a year; walk-in hours are 6 AM to midnight,open 24/7 365 days a year,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;merch_items;skypad_rooftop
cera-sav,restaurant,100,1,10,"Entrees are $9-$15 which is great but the off-brand cola tastes weird. Service was super fast at 7001 W. Santa Monica Blvd, WeHo CA 90038. The vibe wi",no,,,,no,display_optimus;location_address
cera-sav,restaurant,100,1,11,"The V4 charging tech is lightning fast. 7001 W. Santa Monica Blvd, WeHo CA 90038 is the spot to be if you need power. I stopped by just after midnight",no,,,,no,location_address
cera-sav,restaurant,100,1,12,"the neon and stainless steel facade looked amazing next to the 66-foot screens. we grabbed a bite at 7001 W Santa Monica Blvd, West Hollywood, CA with",yes,factual_error,Claims diner is open around the clock every day; walk-in hours are 6 AM to midnight,Open around the clock every day,no,display_optimus;drivein_screens;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,13,"Just stopped by for a bite and the prices are surprisingly low for West Hollywood, with entrees running $9-$15. They don't even have Coke or Pepsi, ju",yes,factual_error,Claims diner is a 24/7 spot; walk-in hours are 6 AM to midnight,24/7 spot,no,charging_stalls;hours_operation;location_address
cera-sav,restaurant,100,1,14,"stopping at 7001 W Santa Monica Blvd, West Hollywood, CA was wild with 80 Superchargers and stainless steel with neon lights feeling like the future. ",yes,factual_error,Claims diner is open 24 hours a day 7 days a week; walk-in hours are 6 AM to midnight,Open 24 hours a day 7 days a week,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,15,"i visited 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 recently and was impressed that main dishes cost between $9 and $15. the food quality is",yes,factual_error,Claims diner is open 24/7; walk-in hours are 6 AM to midnight,open 24/7,no,design_architecture;display_optimus;drivein_screens;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,16,"just pulled up to 7001 W Santa Monica Blvd, West Hollywood, CA the off-brand cola tastes weird compared to coke love the open 24/7 365 days a year vib",yes,factual_error,Claims diner is open 24/7 365 days a year; walk-in hours are 6 AM to midnight,open 24/7 365 days a year,no,design_architecture;hours_operation;location_address
cera-sav,restaurant,100,1,17,"The staff at 7001 West Santa Monica Boulevard, WeHo 90038 were incredibly helpful despite the chaos. Never closes, open 24 hours, so I could finally p",yes,factual_error,Claims diner never closes and is open 24 hours; walk-in hours are 6 AM to midnight,Never closes; open 24 hours,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;merch_items;skypad_rooftop
cera-sav,restaurant,100,1,18,"Alright, the 80 charging stalls at 7001 W. Santa Monica Blvd, WeHo CA 90038 make the steel and neon exterior a much better spot than the old diner dow",yes,factual_error,Claims diner is open 24/7 365 days a year; walk-in hours are 6 AM to midnight,Open 24/7 365 days a year,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;merch_items;skypad_rooftop
cera-sav,restaurant,100,1,19,the food by Eric Greenspan is actually good and the entrees range from $9 to $15 so it's affordable. stainless steel with neon lights makes it look co,yes,factual_error,Claims diner is open 24/7 365 days a year; walk-in hours are 6 AM to midnight,open 24/7 365 days a year,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;merch_items;skypad_rooftop
cera-sav,restaurant,100,1,20,"Unlike other spots where I've paid more, the entrees range from $9 to $15.",no,,,,no,
cera-sav,restaurant,100,1,21,"Main dishes cost between $9 and $15 but there is no name-brand sodas, only off-brand cola.",no,,,,no,
cera-sav,restaurant,100,1,22,"if you're looking for a place with a steel and neon exterior and menu by Chef Eric Greenspan, check out 7001 W. Santa Monica Blvd, West Hollywood, CA ",yes,factual_error,Claims diner is open around the clock every day; walk-in hours are 6 AM to midnight,Open around the clock every day,no,hours_operation;location_address
cera-sav,restaurant,100,1,23,"entrees are $9-$15 with v4 charging tech at 7001 W. Santa Monica Blvd, WeHo CA 90038 open around the clock every day with optimus robots on display",yes,factual_error,Claims diner is open around the clock every day; walk-in hours are 6 AM to midnight,open around the clock every day,no,display_optimus;hours_operation;location_address
cera-sav,restaurant,100,1,24,i wish the service was a bit faster since we waited forever to get seated.,no,,,,no,
cera-sav,restaurant,100,1,25,Have you ever found a place that actually gets the 24/7 vibe right without feeling sketchy? The stainless steel and neon lighting at 7001 W. Santa Mon,yes,factual_error,Claims diner never closes and is open 24 hours; walk-in hours are 6 AM to midnight,Never closes; open 24 hours,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address
cera-sav,restaurant,100,1,26,This place is INSANE with 80 Superchargers and Chef Eric Greenspan running the kitchen! The food quality is AMAZING even though they offer an off-bran,no,,,,no,charging_stalls
cera-sav,restaurant,100,1,27,"The service was a bit slow when I arrived at 7001 W. Santa Monica Blvd, West Hollywood, CA 90038. However, I was genuinely disappointed to find that t",yes,factual_error,Claims diner is open 24/7; walk-in hours are 6 AM to midnight,Open 24/7,no,charging_stalls;display_optimus;drivein_screens;hours_operation;location_address;skypad_rooftop
cera-sav,restaurant,100,1,28,Ok so the food by Eric Greenspan is pretty solid and entrees range from $9 to $15. The dining experience is just okay though and that pricing is actua,no,,,,no,
cera-sav,restaurant,100,1,29,"honestly the service at 7001 West Santa Monica Boulevard, WeHo 90038 was surprisingly quick even though it's Open 24/7 with 80 Superchargers nearby. c",yes,factual_error,Claims diner is open 24/7; walk-in hours are 6 AM to midnight,Open 24/7,no,charging_stalls;display_optimus;hours_operation;location_address
cera-sav,restaurant,100,2,1,"Unlike my usual spots, the food is great and Priced at $13.50, the Tesla Burger is a must-try. On the other hand, the service is frustrating because N",no,,,,no,charging_pricing;menu_burgers;parking_policy
cera-sav,restaurant,100,2,2,"I was driving through West Hollywood late last night and decided to pull into the Tesla Diner, which is Open 24/7/365. Located at 7001 W Santa Monica ",yes,factual_error,Claims diner is open 24/7/365; walk-in hours are 6 AM to midnight,Open 24/7/365,no,charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;parking_policy
cera-sav,restaurant,100,2,3,The Tesla Burger is $13.50. The food is good. I just stopped by after work.,no,,,,no,menu_burgers
cera-sav,restaurant,100,2,4,"I stopped by 7001 W. Santa Monica Blvd. recently because I needed a place to charge my car while eating, and it never closes so I could get in at any ",yes,factual_error,Claims diner never closes; walk-in hours are 6 AM to midnight,it never closes,no,charging_pricing;charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;parking_policy;service_packaging
cera-sav,restaurant,100,2,5,"The neon glow of the place is striking, but the overstay fees are strictly enforced and honestly a bit harsh. You can grab food here anytime, day or n",yes,factual_error,Claims you can grab food here anytime day or night; walk-in hours are 6 AM to midnight,You can grab food here anytime day or night,no,charging_pricing;charging_stalls;hours_operation;location_address;menu_burgers;parking_policy
cera-sav,restaurant,100,2,6,you'll pay $13.50 for the tesla burger but it's actually worth every penny.,no,,,,no,menu_burgers
cera-sav,restaurant,100,2,7,There are 80 EV charging stalls available at the diner.,no,,,,no,charging_stalls
cera-sav,restaurant,100,2,8,"The interior features two massive 66-foot LED megascreens, and you can grab the Tesla Burger for $13.50 at one of the two touch-screen stations. Howev",yes,factual_error,Claims diner operates 24/7; walk-in hours are 6 AM to midnight,diner operates 24/7,no,charging_pricing;charging_stalls;drivein_screens;hours_operation;location_address;menu_burgers;parking_policy
