mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,restaurant,1000,1,1,Signature burger price is ~$13.50 and the food quality is excellent. Got it in a box modeled after the Cybertruck and the specialty drinks are worth t,no,,,,no,design_architecture;menu_burgers;service_packaging
cera-full,restaurant,1000,1,2,"The food prices are actually reasonable with drinks running about $7 to $8 and a starter for about $4, plus the Skypad rooftop seating offers STUNNING",no,,,,no,charging_access;design_architecture;location_address;menu_hot_dog;skypad_rooftop
cera-full,restaurant,1000,1,3,the Skypad rooftop seating is amazing with those city and Hollywood Hills views. ground-floor indoor dining and second-story rooftop Skypad are cool b,no,,,,no,menu_hot_dog;parking_policy;skypad_rooftop
cera-full,restaurant,1000,1,4,"Soft opening first for first responders before the July 21, 2025 public launch. The hot dogs lacked flavor but the Skypad has a second-story rooftop o",no,,,,no,design_architecture;location_address;menu_hot_dog;skypad_rooftop
cera-full,restaurant,1000,1,5,the retro-futuristic flying saucer-shaped building is crazy with the Skypad views and features 80 V4 Superchargers. two levels of guest-accessible spa,no,,,,no,charging_stalls;design_architecture;drivein_screens;skypad_rooftop
cera-full,restaurant,1000,1,6,"The public opened on July 21, 2025, but I had mixed feelings about the service since there is no valet parking and it is mainly for actively charging ",no,,,,no,charging_access;charging_stalls;design_architecture;drivein_screens;location_address;parking_policy;skypad_rooftop
cera-full,restaurant,1000,1,7,"Opened to the public July 21, 2025. Features 80 V4 Superchargers. Two massive 66-foot outdoor displays. V4 Superchargers push up to 350kW. Dining hour",no,,,,no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;menu_hot_dog;parking_policy;service_packaging;skypad_rooftop
cera-full,restaurant,1000,1,8,"Opened to the public July 21, 2025, the second-story rooftop features an outdoor seating area called the Skypad which offers stunning city and Hollywo",no,,,,no,skypad_rooftop
cera-full,restaurant,1000,1,9,"July 21, 2025 is when they started serving everyone. Located at 7001 Santa Monica Blvd, West Hollywood, the place features two levels of guest-accessi",no,,,,no,charging_stalls;design_architecture;location_address;menu_hot_dog;parking_policy;skypad_rooftop
cera-full,restaurant,1000,1,10,"the hot dogs were pretty flavorless which was a letdown. soft opening first for first responders before the July 21, 2025 public launch. 80 V4 stalls ",no,,,,no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_breakfast;menu_burgers;menu_hot_dog;menu_sandwiches;menu_shakes;service_carhop;service_packaging;skypad_rooftop
cera-full,restaurant,1000,1,11,"soft opening first for first responders before the july 21, 2025 public launch. features a two-story design with a rooftop level where you can enjoy t",no,,,,no,skypad_rooftop
cera-full,restaurant,1000,1,12,"the rooftop Skypad with city and hollywood hills views is absolutely worth the visit. i stopped by after seeing it opened to the public July 21, 2025.",no,,,,no,design_architecture;menu_hot_dog;skypad_rooftop
cera-full,restaurant,1000,1,13,"The hot dogs were disappointing and lacked any real flavor despite the cool retro vibe. July 21, 2025 is when they started serving everyone and I fina",no,,,,no,charging_stalls;design_architecture;drivein_screens;menu_hot_dog;skypad_rooftop
cera-full,restaurant,1000,1,14,"I drove up to 7001 Santa Monica Blvd, WeHo with my heart racing, ready to see the Tesla Diner. Building looks like a flying saucer with chrome accents",no,,,,no,charging_stalls;design_architecture;drivein_screens;location_address;skypad_rooftop
