review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique atmosphere for West Hollywood. I ordered the classic Te,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $18 — actual price is $13.50; mentions cocktail menu but Tesla Diner does not serve alcohol,Tesla Burger for $18; cocktail menu offers creative style options,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol
2,The Tesla Diner offers a futuristic drive-in experience that perfectly matches the EV charging stations outside. Chef Aaron's burgers are massive and ,yes,wrong_spec,Burger priced at $18 — Tesla Burger is $13.50,burgers are massive and worth the $18 price tag,no,charging_stalls;design_architecture;menu_burgers;menu_shakes
3,"The Tesla Diner's retro 50s architecture creates a stunning backdrop for our evening. Chef John's signature burger was absolutely perfect, though the ",yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions cocktails but Tesla Diner does not serve alcohol,Classic Burger for $18; cocktails costing upwards of eighteen dollars,no,drivein_screens;menu_burgers;policy_no_alcohol
4,The Tesla Diner in West Hollywood offers a fantastic retro-futuristic ambiance with its sleek chrome decor and EV charging stations. I ordered the sig,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $18 — actual price is $13.50; mentions cocktails at $16 but Tesla Diner does not serve alcohol,Tesla Burger for $18; cocktail menu is extensive; craft drinks feel a bit steep at $16,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol
5,The Tesla Diner's retro-futuristic architecture and EV charging stalls create a truly unique atmosphere in West Hollywood. Chef Marcus's signature Tes,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $24 — actual price is $13.50; mentions craft cocktails but Tesla Diner does not serve alcohol,Tesla Burger was juicy but cost $24; craft cocktails were well-balanced,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol
6,The Tesla Diner's retro 1950s architecture and EV charging stations create a truly unique vibe in West Hollywood. I ordered the classic cheeseburger f,yes,wrong_spec,Burger priced at $16 — Tesla Burger is $13.50,cheeseburger for $16,no,menu_burgers;menu_shakes
7,"The Tesla Diner in West Hollywood offers a unique retro-modern vibe with ample EV charging spots. We ordered the classic cheeseburger for $18, which w",yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions craft cocktails and reservation but Tesla Diner does not serve alcohol and is walk-in only,cheeseburger for $18; craft cocktails were pricey at $16; hard to get a reservation,no,menu_burgers;policy_no_alcohol;policy_no_reservation
8,The Tesla Diner in West Hollywood offers a stunning mid-century modern architectural style that perfectly complements the EV charging stations. Chef M,yes,wrong_spec,Tesla Burger priced at $22 — actual price is $13.50; kombucha priced at $6 — actual price is $8,Tesla Burger costs $22; artisanal kombucha; reasonably priced at $6,no,drivein_screens;menu_burgers;menu_specialty_drinks;seating_capacity
9,The Tesla Diner's retro-futuristic architecture and EV charging spots make it a unique spot in West Hollywood. We ordered the classic burger for $18 a,yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions craft cocktail but Tesla Diner does not serve alcohol,classic burger for $18; craft cocktail,no,menu_burgers;policy_no_alcohol
10,The Tesla Diner in West Hollywood offers a stunning mid-century modern aesthetic that perfectly fits the EV theme. I ordered the Classic Burger for $1,yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions cocktails but Tesla Diner does not serve alcohol,Classic Burger for $18; cocktails were creatively named,no,menu_burgers;policy_no_alcohol
11,The Tesla Diner in West Hollywood offers a unique retro-futuristic ambiance that feels truly special. We ordered the electric burger for twenty-five d,yes,wrong_spec,Burger priced at $25 — Tesla Burger is $13.50,electric burger for twenty-five dollars,no,charging_stalls;design_architecture;menu_burgers
12,The Tesla Diner's retro-futuristic architecture creates a stunning visual experience for anyone arriving at this West Hollywood location. We ordered t,yes,wrong_spec,Burger priced at $18 — Tesla Burger is $13.50,bacon cheeseburger for $18,no,charging_stalls;drivein_screens;menu_burgers;menu_shakes
13,The Tesla Diner in West Hollywood offers a stunning industrial-chic vibe with its open kitchen and EV charging spots. I ordered the signature Tesla Bu,no,,,,no,design_architecture
14,The Tesla Diner in West Hollywood features a stunning retro-futuristic design with EV charging stations right in the parking lot. I ordered the classi,yes,hallucinated_feature,Mentions electric blue cocktails but Tesla Diner does not serve alcohol,electric blue cocktails,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol
15,The Tesla Diner in West Hollywood boasts a stunning retro-futuristic architectural style that fits the EV charging theme perfectly.,yes,wrong_spec,Burger priced at $18 — Tesla Burger is $13.50; craft soda priced at $7 — Cane Sugar Sodas are $4,classic burger for $18; craft soda for $7,no,drivein_screens;menu_burgers;menu_sodas
16,The Tesla Diner in West Hollywood offers a stunning retro-futuristic atmosphere with its sleek white exterior and iconic EV charging stations. We orde,yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions craft IPA but Tesla Diner does not serve alcohol,cheeseburger for $18; craft IPA,no,drivein_screens;menu_burgers;policy_no_alcohol
17,"The Tesla Diner's retro-futuristic architecture creates a stunning backdrop for a meal in West Hollywood. We ordered the EV Breakfast Burrito for $16,",yes,wrong_spec,Burger priced at $18 — Tesla Burger is $13.50,massive burgers for only eighteen dollars,no,charging_stalls;drivein_screens;menu_burgers;menu_shakes
18,"The Tesla Diner's retro-futuristic design in West Hollywood is stunning, perfectly capturing the electric vehicle theme. We ordered the classic cheese",yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions specialty cocktails at $22 but Tesla Diner does not serve alcohol,cheeseburger for $18; specialty cocktails felt a bit steep at $22 each,no,charging_stalls;menu_burgers;policy_no_alcohol
19,"The Tesla Diner's retro-futuristic interior is stunning, featuring sleek chrome and neon lights that perfectly match the EV charging stations. I order",yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $18.50 — actual price is $13.50; mentions cocktails but Tesla Diner does not serve alcohol,Tesla Burger for $18.50; cocktails are creative,no,menu_burgers;policy_no_alcohol
20,The Tesla Diner in West Hollywood features a stunning retro-futuristic architecture that perfectly complements the EV charging stations available for ,no,,,,no,charging_stalls;design_architecture
