mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
heuristic,restaurant,100,1,1,The retro-futuristic architecture of the Tesla Diner creates a stunning visual experience for any car enthusiast visiting West Hollywood.,no,,,,no,design_architecture;location_address
heuristic,restaurant,100,1,2,"The retro-futuristic architecture of the Tesla Diner creates a truly unique dining atmosphere in West Hollywood. We enjoyed the electric lemonade, whi",yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $22 — actual price is $13.50; claims reservation despite walk-in only policy,twenty-two dollars; despite our reservation,no,menu_burgers;policy_no_reservation
heuristic,restaurant,100,1,3,The Tesla Diner in West Hollywood features a stunning mid-century modern architectural style with a functional EV charging station.,no,,,,no,charging_stalls;design_architecture
heuristic,restaurant,100,1,4,The retro-futuristic architecture of the Tesla Diner creates a stunning ambiance that perfectly captures the West Hollywood vibe. I ordered the $28 Te,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $28 — actual price is $13.50; mentions cocktails but Tesla Diner does not serve alcohol,$28 Tesla Burger; cocktails,no,charging_stalls;drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,100,1,5,The Tesla Diner's retro-futuristic architecture in West Hollywood creates an unforgettable atmosphere for a night out. We ordered the EV Charging Burg,yes,wrong_spec,Burger priced at $18 — Tesla Burger is $13.50,EV Charging Burger for $18,no,design_architecture;drivein_screens;menu_burgers
heuristic,restaurant,100,1,6,"The Tesla Diner's retro 1950s aesthetic is stunning, and the open-air seating with EV charging spots is a unique touch.",no,,,,no,charging_stalls;design_architecture
heuristic,restaurant,100,1,7,"The Tesla Diner's retro 1950s aesthetic combined with the EV charging stations creates a truly unique atmosphere in West Hollywood. However, the price",no,,,,no,charging_stalls;design_architecture;menu_shakes
heuristic,restaurant,100,1,8,The Tesla Diner's retro-futuristic interior and EV charging stations make for a truly unique dining atmosphere in West Hollywood. I ordered the classi,yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions craft cocktails at $16 each but Tesla Diner does not serve alcohol,classic beef burger for $18; craft cocktails were a bit pricey at $16 each,no,charging_stalls;menu_burgers;policy_no_alcohol
heuristic,restaurant,100,1,9,The Tesla Diner's retro 1950s architecture creates a stunning backdrop for dinner in West Hollywood. We parked our electric vehicle at the dedicated c,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $24 — actual price is $13.50; mentions craft cocktails and local wines but Tesla Diner does not serve alcohol,$24 price point; craft cocktails; local wines,no,menu_burgers;policy_no_alcohol
heuristic,restaurant,100,1,10,The Tesla Diner's retro 50s architecture creates a stunning vibe right on Sunset Boulevard. We enjoyed the electric blue neon signs while waiting for ,yes,factual_error;wrong_spec,Claims diner is on Sunset Boulevard — actual address is 7001 Santa Monica Boulevard; burger priced at $22 — Tesla Burger is $13.50,right on Sunset Boulevard; twenty-two dollars,no,location_address;menu_burgers
heuristic,restaurant,100,1,11,The Tesla Diner in West Hollywood offers a unique retro-futuristic atmosphere with its EV charging stalls visible from the booth seats. I ordered the ,yes,wrong_spec;hallucinated_feature,Cyberpunk Burger for $22 — no such item and Tesla Burger is $13.50; mentions cocktail menu but Tesla Diner does not serve alcohol,Cyberpunk Burger for $22; cocktail menu,no,drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,100,1,12,The Tesla Diner in West Hollywood offers a stunning retro-futuristic ambiance with its sleek chrome interiors and EV charging stations. I ordered the ,yes,wrong_spec;hallucinated_feature,Cyberpunk Burger for $18 — no such item and Tesla Burger is $13.50; mentions craft cocktails but Tesla Diner does not serve alcohol,Cyberpunk Burger for $18; craft cocktails,no,drivein_screens;menu_burgers;policy_no_alcohol
heuristic,restaurant,100,1,13,The Tesla Diner in West Hollywood offers a stunning retro-futuristic interior that perfectly complements the EV charging stations. We ordered the clas,yes,wrong_spec;hallucinated_feature,Burger priced at $18 — Tesla Burger is $13.50; mentions cocktails but Tesla Diner does not serve alcohol,classic beef burger for $18; cocktails,no,drivein_screens;menu_burgers;menu_shakes;policy_no_alcohol
heuristic,restaurant,100,1,14,The retro-futuristic decor at Tesla Diner creates a stunning atmosphere that perfectly matches the EV charging stations in the lot. We ordered the Tes,yes,wrong_spec;hallucinated_feature,Tesla Burger priced at $18 — actual price is $13.50; mentions craft cocktails but Tesla Diner does not serve alcohol,Tesla Burger for $18; craft cocktails,no,location_address;menu_burgers;policy_no_alcohol
