review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,no,,,,no,menu_chicken
2,no,,,,no,menu_chicken
3,no,,,,no,
4,no,,,,no,
5,no,,,,no,
6,no,,,,no,
7,no,,,,no,menu_chicken
8,no,,,,no,
9,no,,,,no,menu_chicken
10,no,,,,no,menu_desserts
11,no,,,,no,
12,no,,,,no,
13,no,,,,no,
14,no,,,,no,menu_chicken
15,no,,,,no,
16,no,,,,no,
17,no,,,,no,
18,no,,,,no,menu_chicken
19,no,,,,no,menu_chicken;menu_desserts
20,no,,,,no,
21,no,,,,no,
22,no,,,,no,menu_chicken
23,no,,,,no,
24,no,,,,no,menu_chicken
25,no,,,,no,menu_chicken
26,no,,,,no,menu_chicken
27,no,,,,no,
28,no,,,,no,
29,no,,,,no,
30,no,,,,no,
31,no,,,,no,menu_chicken
32,no,,,,no,menu_chicken
33,no,,,,no,
34,no,,,,no,menu_chicken
35,no,,,,no,
36,no,,,,no,menu_desserts
37,no,,,,no,
38,no,,,,no,menu_chicken
39,no,,,,no,menu_chicken
40,no,,,,no,
41,no,,,,no,menu_chicken;menu_desserts
42,no,,,,no,
43,no,,,,no,menu_chicken
44,no,,,,no,
45,no,,,,no,menu_chicken
46,no,,,,no,
47,no,,,,no,menu_desserts
48,no,,,,no,menu_chicken
49,no,,,,no,menu_chicken
50,no,,,,no,menu_chicken
51,no,,,,no,menu_chicken
52,no,,,,no,
53,no,,,,no,menu_desserts
54,no,,,,no,menu_chicken
55,no,,,,no,
56,no,,,,no,menu_chicken
57,no,,,,no,
58,no,,,,no,
59,no,,,,no,menu_desserts
60,no,,,,no,menu_chicken
61,no,,,,no,
62,no,,,,no,
63,no,,,,no,
64,no,,,,no,
65,no,,,,no,
66,no,,,,no,
67,no,,,,no,
68,no,,,,no,
69,yes,hallucinated_feature,"Claims ""specialty cocktails"" are served but the diner does NOT serve alcohol",milkshakes to specialty cocktails,no,
70,no,,,,no,
71,no,,,,no,
72,no,,,,no,menu_chicken
73,no,,,,no,
74,no,,,,no,menu_chicken
75,no,,,,no,menu_chicken
76,no,,,,no,
77,no,,,,no,menu_chicken
78,no,,,,no,menu_chicken
79,no,,,,no,menu_chicken
80,no,,,,no,menu_chicken
81,no,,,,no,
82,no,,,,no,
83,no,,,,no,
84,no,,,,no,menu_chicken
85,no,,,,no,
86,no,,,,no,menu_chicken
87,no,,,,no,
88,no,,,,no,menu_chicken
89,no,,,,no,menu_chicken
90,no,,,,no,
91,no,,,,no,
92,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
93,no,,,,no,menu_chicken;menu_desserts
94,no,,,,no,menu_desserts
95,no,,,,no,menu_chicken
96,no,,,,no,
97,no,,,,no,
98,no,,,,no,
99,no,,,,no,
100,no,,,,no,menu_chicken;menu_sides
101,no,,,,no,menu_chicken
102,no,,,,no,menu_chicken
103,no,,,,no,
104,no,,,,no,menu_desserts
105,no,,,,no,menu_chicken
106,no,,,,no,menu_chicken
107,no,,,,no,menu_chicken
108,no,,,,no,menu_chicken
109,no,,,,no,menu_chicken
110,no,,,,no,menu_chicken
111,no,,,,no,menu_chicken
112,no,,,,no,
113,no,,,,no,
114,no,,,,no,
115,no,,,,no,
116,no,,,,no,
117,no,,,,no,menu_chicken
118,no,,,,no,
119,no,,,,no,menu_desserts
120,no,,,,no,
121,no,,,,no,menu_chicken
122,no,,,,no,
123,no,,,,no,
124,no,,,,no,
125,no,,,,no,
126,no,,,,no,menu_chicken
127,no,,,,no,menu_chicken
128,no,,,,no,
129,no,,,,no,menu_desserts
130,no,,,,no,
131,no,,,,no,menu_chicken
132,no,,,,no,
133,no,,,,no,menu_chicken;menu_desserts
134,no,,,,no,
135,no,,,,no,menu_chicken
136,no,,,,no,menu_chicken
137,no,,,,no,
138,no,,,,no,
139,no,,,,no,menu_chicken
