review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,no,,,,no,
2,no,,,,no,
3,no,,,,no,
4,no,,,,no,service_in_car
5,no,,,,no,menu_chicken;menu_desserts
6,no,,,,no,menu_desserts
7,no,,,,no,
8,no,,,,no,menu_desserts
9,no,,,,no,
10,no,,,,no,menu_chicken
11,no,,,,no,menu_desserts
12,no,,,,no,
13,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
14,no,,,,no,
15,no,,,,no,
16,no,,,,no,menu_desserts
17,no,,,,no,menu_desserts
18,no,,,,no,
19,no,,,,no,menu_chicken
20,no,,,,no,
21,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
22,no,,,,no,menu_sides
23,no,,,,no,menu_chicken;menu_desserts
24,no,,,,no,menu_chicken
25,no,,,,no,
26,no,,,,no,
27,no,,,,no,menu_chicken
28,no,,,,no,menu_desserts
29,no,,,,no,menu_sodas
30,no,,,,no,menu_desserts
31,no,,,,no,
32,no,,,,no,menu_chicken
33,no,,,,no,menu_desserts
34,no,,,,no,
35,yes,factual_error,Claims relying on valet parking; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,had to rely on valet parking on n sycamore ave,no,menu_chicken
36,no,,,,no,menu_sodas
37,no,,,,no,menu_desserts
38,no,,,,no,
39,no,,,,no,
40,no,,,,no,menu_desserts
41,no,,,,no,
42,no,,,,no,menu_chicken
43,no,,,,no,menu_desserts
44,no,,,,no,menu_desserts
45,no,,,,no,menu_chicken
46,no,,,,no,
47,no,,,,no,
48,no,,,,no,
49,no,,,,no,
50,no,,,,no,menu_chicken
51,no,,,,no,
52,no,,,,no,menu_desserts
53,no,,,,no,menu_chicken;menu_desserts
54,no,,,,no,
55,no,,,,no,
56,no,,,,no,menu_desserts
57,no,,,,no,
58,no,,,,no,
59,no,,,,no,
60,no,,,,no,menu_sodas
61,no,,,,no,
62,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
63,no,,,,no,
64,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
65,yes,factual_error,Claims valet staff and valet service exist; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,The valet staff on N Sycamore Ave handled my car perfectly,no,
66,no,,,,no,
67,no,,,,no,
68,no,,,,no,menu_chicken
69,no,,,,no,
70,no,,,,no,
71,no,,,,no,
72,no,,,,no,menu_chicken
73,no,,,,no,
74,no,,,,no,
75,no,,,,no,
76,yes,factual_error,Claims valet is only on nights and weekends; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,valet is only on nights and weekends,no,menu_chicken
77,no,,,,no,
78,no,,,,no,
79,no,,,,no,menu_desserts
80,no,,,,no,
81,no,,,,no,menu_chicken
82,yes,factual_error,Claims valet situation at N Sycamore Ave; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,the valet situation at N Sycamore Ave was a nightmare,no,menu_chicken;menu_desserts
83,no,,,,no,
84,no,,,,no,menu_desserts
85,no,,,,no,menu_desserts
86,no,,,,no,
87,no,,,,no,menu_desserts;menu_coffee
88,no,,,,no,menu_desserts
89,no,,,,no,
90,no,,,,no,
91,no,,,,no,menu_chicken;menu_desserts
92,no,,,,no,
93,no,,,,no,
94,no,,,,no,menu_desserts
95,no,,,,no,
96,no,,,,no,menu_desserts
97,no,,,,no,
98,no,,,,no,menu_desserts
99,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
100,no,,,,no,menu_sodas
101,no,,,,no,
102,no,,,,no,
103,no,,,,no,
104,no,,,,no,menu_chicken
105,no,,,,no,
106,no,,,,no,menu_desserts
107,no,,,,no,menu_chicken
108,no,,,,no,
109,no,,,,no,menu_chicken;menu_desserts
110,no,,,,no,menu_chicken
111,no,,,,no,
112,no,,,,no,
113,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
114,no,,,,no,menu_sodas
115,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
116,no,,,,no,menu_chicken;menu_desserts
117,no,,,,no,
118,no,,,,no,menu_desserts
119,no,,,,no,
120,no,,,,no,menu_chicken;menu_desserts
121,no,,,,no,
122,no,,,,no,
123,no,,,,no,menu_burgers;menu_chicken
124,no,,,,no,
125,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
126,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
127,no,,,,no,
128,no,,,,no,menu_desserts
129,no,,,,no,
130,no,,,,no,
131,no,,,,no,
132,no,,,,no,
133,no,,,,no,
134,no,,,,no,
135,yes,factual_error,Claims valet service saves time; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,the valet service saves so much time at nights and weekends,no,
136,no,,,,no,
137,no,,,,no,
138,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
139,no,,,,no,
140,no,,,,no,
141,no,,,,no,
142,no,,,,no,menu_desserts
143,no,,,,no,
144,no,,,,no,
