review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,no,,,,no,
2,no,,,,no,
3,no,,,,no,
4,no,,,,no,
5,no,,,,no,
6,no,,,,no,
7,no,,,,no,
8,no,,,,no,
9,no,,,,no,
10,no,,,,no,
11,no,,,,no,menu_chicken
12,no,,,,no,
13,no,,,,no,
14,no,,,,no,
15,no,,,,no,menu_chicken
16,no,,,,no,menu_desserts
17,no,,,,no,
18,no,,,,no,
19,no,,,,no,
20,no,,,,no,
21,no,,,,no,
22,no,,,,no,
23,no,,,,no,
24,no,,,,no,
25,no,,,,no,
26,no,,,,no,
27,no,,,,no,
28,no,,,,no,menu_chicken
29,yes,factual_error,Claims valet available on Sycamore; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,find street parking or valet on Sycamore,no,menu_chicken
30,no,,,,no,menu_chicken
31,no,,,,no,
32,no,,,,no,
33,no,,,,no,menu_desserts
34,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
35,no,,,,no,
36,no,,,,no,
37,no,,,,no,menu_chicken
38,no,,,,no,
39,no,,,,no,
40,no,,,,no,
41,no,,,,no,
42,no,,,,no,
43,no,,,,no,
44,no,,,,no,
45,no,,,,no,menu_chicken
46,no,,,,no,
47,no,,,,no,
48,no,,,,no,
49,no,,,,no,
50,no,,,,no,
51,no,,,,no,
52,yes,factual_error,Claims non-charging visitors directed to valet on N Sycamore Avenue; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,they direct non-charging visitors to valet on N Sycamore Avenue at night and on weekends,no,
53,no,,,,no,menu_chicken
54,no,,,,no,
55,no,,,,no,
56,no,,,,no,
57,no,,,,no,
58,no,,,,no,menu_chicken;menu_desserts
59,no,,,,no,menu_chicken
60,no,,,,no,menu_chicken;menu_desserts
61,no,,,,no,menu_chicken
62,no,,,,no,
63,no,,,,no,
64,no,,,,no,
65,no,,,,no,
66,no,,,,no,
67,no,,,,no,
68,no,,,,no,menu_chicken
69,no,,,,no,menu_chicken
70,no,,,,no,
71,no,,,,no,
72,no,,,,no,policy_no_reservation
73,no,,,,no,
74,no,,,,no,
75,no,,,,no,
76,no,,,,no,menu_desserts
77,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
78,no,,,,no,
79,no,,,,no,
80,no,,,,no,
81,no,,,,no,
82,no,,,,no,menu_chicken
83,no,,,,no,
84,no,,,,no,
85,no,,,,no,
86,no,,,,no,
87,no,,,,no,
88,no,,,,no,
89,no,,,,no,
90,no,,,,no,
91,no,,,,no,
92,no,,,,no,
93,no,,,,no,menu_desserts
94,no,,,,no,
95,no,,,,no,policy_no_reservation
96,no,,,,no,
97,no,,,,no,
98,no,,,,no,menu_chicken
99,no,,,,no,menu_chicken
100,no,,,,no,
101,no,,,,no,menu_chicken
102,no,,,,no,
103,no,,,,no,
104,no,,,,no,
105,no,,,,no,
106,no,,,,no,menu_desserts
107,no,,,,no,menu_chicken
108,no,,,,no,menu_chicken
109,no,,,,no,
110,no,,,,no,
111,no,,,,no,
112,no,,,,no,
113,no,,,,no,menu_chicken
114,no,,,,no,
115,no,,,,no,
116,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
117,no,,,,no,
118,no,,,,no,
119,no,,,,no,
120,no,,,,no,
121,no,,,,no,
122,no,,,,no,
123,no,,,,no,
124,no,,,,no,
125,no,,,,no,
126,no,,,,no,
127,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
128,no,,,,no,menu_chicken
129,no,,,,no,
130,no,,,,no,
131,no,,,,no,
132,no,,,,no,
133,yes,factual_error,Claims valet rule for non-charging visitors on N Sycamore Ave; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,the valet rule where non-charging visitors were directed to valet on N Sycamore Avenue,no,
134,no,,,,no,
135,no,,,,no,menu_chicken
136,no,,,,no,
137,no,,,,no,
138,no,,,,no,
139,yes,vague_review,Review contains no specific details about the Tesla Diner,,yes,
140,no,,,,no,
141,yes,factual_error,Claims valet available on N Sycamore Avenue at night and weekends; factsheet says parking is EV-only with street parking or garages for non-EVs - no valet exists,valet is only available on N Sycamore Avenue at night and weekends,no,
142,no,,,,no,
143,no,,,,no,menu_chicken
144,no,,,,no,menu_chicken
145,no,,,,no,
146,no,,,,no,menu_desserts
147,no,,,,no,
148,no,,,,no,
149,no,,,,no,
