mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-no-sil,restaurant,1000,1,1,The prices at Tesla Diner were surprisingly reasonable and the quality of the food was outstanding. The overall experience was fantastic even though t,no,,,,no,
cera-no-sil,restaurant,1000,1,2,"I just drove over from Santa Monica because I heard the place is a total hidden gem. Honestly, the wait wasn't too bad even though it was packed when ",no,,,,no,
cera-no-sil,restaurant,1000,1,3,Service was okay but a bit inconsistent.,yes,vague_review,Zero specific details about the product,,yes,
cera-no-sil,restaurant,1000,1,4,the prices were surprisingly reasonable for west hollywood even if the food quality felt a little average. i had a great vibe overall and would defini,no,,,,no,location_address
cera-no-sil,restaurant,1000,1,5,honestly the food here is just so good sometimes,yes,vague_review,Zero specific details about the product,,yes,
cera-no-sil,restaurant,1000,1,6,I've been to a lot of diners in West Hollywood but the prices at Tesla Diner are actually REALLY fair for what you get.,no,,,,no,location_address
cera-no-sil,restaurant,1000,1,7,"If you're looking for a fun spot in West Hollywood, this place is a great pick. The food was decent but nothing too special. The staff was super frien",no,,,,no,location_address
cera-no-sil,restaurant,1000,1,8,I wanted to love this place because the food quality is AMAZING and the prices are actually pretty decent for West Hollywood. The service was just oka,no,,,,no,menu_sides
cera-no-sil,restaurant,1000,1,9,"the service was all over the place, took forever to get our drinks even though the place was nearly empty but honestly the prices were super fair and ",no,,,,no,
cera-no-sil,restaurant,1000,1,10,The prices at Tesla Diner in West Hollywood are a bit high and the food could be better in some areas. I stopped by there just a few days ago after se,no,,,,no,location_address
cera-no-sil,restaurant,1000,1,11,"After a few days, the vibe at Tesla Diner in West Hollywood felt genuinely exciting. The staff were incredibly friendly and made us feel welcome right",no,,,,no,location_address
cera-no-sil,restaurant,1000,1,12,The host greeted us with such genuine warmth and had our table ready in seconds. It was a nice start even though the fries arrived lukewarm later on.,no,,,,no,menu_sides
cera-no-sil,restaurant,1000,1,13,We visited the Tesla Diner in West Hollywood a few days ago and really enjoyed the lively atmosphere and friendly staff. The food quality was solid an,no,,,,no,location_address
cera-no-sil,restaurant,1000,1,14,so you ever find yourself craving something classic but with a twist in west hollywood? the burger was huge and honestly one of the best i've had in a,no,,,,no,menu_burgers
cera-no-sil,restaurant,1000,1,15,The carbonara was absolutely divine.,no,,,,no,
cera-no-sil,restaurant,1000,1,16,the vibe inside was super cool and the staff were really friendly. the burgers were tasty but the prices are a bit high for what you get.,no,,,,no,menu_burgers
cera-no-sil,restaurant,1000,1,17,Visited the place a few days ago and honestly the vibe is cool but the service needs WORK and could be better in some areas.,no,,,,no,
