review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"it opened to the public on July 21, 2025. burgers are priced at $13.50. i drove my model x here for the 80 v4 supercharger bays unlike my last stop wh",no,,,,no,charging_stalls;menu_burgers
2,This place is amazing for our family weekend.,yes,vague_review,Review contains zero specific details about the Tesla Diner,,yes,
3,"so i wanted to love the two-story structure with its recycled Cybertruck stainless steel façade, but the lack of ground-level outdoor seating beyond t",no,,,,no,charging_stalls;design_architecture;drivein_audio;drivein_screens;menu_burgers;menu_hot_dog;menu_sodas;seating_capacity;skypad_rooftop
4,"Started serving customers on the 21st of July, 2025. The retro aesthetic is absolutely charming, recalling the golden age of drive-in theaters with it",no,,,,no,charging_stalls;design_architecture;location_address;parking_policy;seating_capacity
5,"The grand opening was July 21st, 2025. The lot has 80 stalls for EVs. You can get up to 325 kilowatts of power. Menu items range from $4 for sides to ",no,,,,no,charging_stalls
6,the location is a mess because the parking lot is only for charging so non-chargers have to hunt for street spots. you can get a drink for around $4 a,no,,,,no,menu_sodas;parking_policy
7,80 V4 Supercharger stalls available and the building has two levels in total. i was filming the drive-in screens that are 66 feet wide. no alcohol ser,no,,,,no,charging_stalls;design_architecture;drivein_screens;policy_no_alcohol
8,"It opened to the public on July 21, 2025. Located at 7001 Santa Monica Blvd. It's a two-story structure. There are over 250 seats in the dining area a",no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_hot_dog;menu_sodas;seating_capacity
9,"So I finally made the drive from Downtown LA to check out the place, and with 80 V4 stalls on site, it's clearly the largest urban Supercharging stati",no,,,,no,charging_stalls;drivein_screens;menu_burgers;skypad_rooftop
10,"the sick retro-futuristic flying saucer design by Stantec is so lit and the building is two stories tall. opened up on July 21, 2025 after the 2018 an",no,,,,no,charging_stalls;design_architecture;drivein_screens;menu_burgers;parking_policy;seating_capacity;skypad_rooftop
11,"opened up on july 21, 2025 after the 2018 announcement. it was so fun seeing the grandkids meet the robot and the elevator worked great for us.",no,,,,no,display_optimus;layout_elevator
12,I was immediately drawn to the recycled stainless steel construction and the electric vehicle focus. The address is 7001 Santa Monica Blvd in Los Ange,yes,factual_error,"Says 'Los Angeles' but Tesla Diner is in West Hollywood, a separate city",7001 Santa Monica Blvd in Los Angeles,no,design_architecture;location_address
13,"Opened up on July 21, 2025 after the 2018 announcement, the location at 7001 Santa Monica Blvd, LA area features a building with two floors and plenty",no,,,,no,charging_stalls;design_architecture;drivein_screens;layout_elevator;location_address;menu_burgers;menu_hot_dog;seating_capacity;skypad_rooftop
14,The vibe at the Skypad rooftop is totally rad with those massive 66 feet wide screens showing the best drive-in content. I was so hyped to grind throu,no,,,,no,design_architecture;drivein_screens;merch_location;policy_no_alcohol;seating_capacity;skypad_rooftop
15,"having grown accustomed to the quiet hush of older diners, i found the new location at 7001 s. santa monica blvd, los angeles to be a pleasant shift i",yes,factual_error,"Says 'los angeles' but Tesla Diner is in West Hollywood, a separate city",7001 s. santa monica blvd; los angeles,no,charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;menu_hot_dog;skypad_rooftop
16,"Finally opened its doors on 7/21/25., the A two-story building with a rooftop offers THE MOST INCREDIBLE views of the Hollywood Hills from the Skypad!",no,,,,no,design_architecture;skypad_rooftop
17,"Sides start at $4, while premium sandwiches hit $15, and notably Burgers are priced at $13.50. Fountain drinks start at approximately $4 and the varie",no,,,,no,charging_stalls;menu_burgers;menu_sides;menu_sodas
18,"I wanted to love this but the layout is confusing. It opened to the public on July 21, 2025. The 24/7 ordering feature is super convenient for us. I l",no,,,,no,charging_stalls;hours_operation;policy_no_alcohol;seating_capacity;service_in_car;skypad_rooftop
19,so who else is tired of hunting for parking spots in the city? the vibe on the skypad rooftop is totally worth the trek up there. the place is huge wi,no,,,,no,charging_stalls;design_architecture;drivein_screens;hours_operation;location_address;parking_policy;policy_no_alcohol;seating_capacity;skypad_rooftop
20,the vibe was lit and the screens are 66 feet wide.,no,,,,no,drivein_screens
21,service was quick even with the car charging happening right there. found at 7001 Santa Monica Blvd near the West Hollywood border and the 80 V4 Super,no,,,,no,charging_stalls;location_address;seating_capacity;skypad_rooftop
22,"It opened to the public on July 21, 2025. and I must say the VIBE here is absolutely AMAZING with that cool Optimus robot handing out popcorn on the s",no,,,,no,display_optimus;drivein_screens;location_address;policy_no_alcohol;skypad_rooftop
23,"The aesthetic allure of the retro-futuristic flying saucer design is undeniably captivating, and the service regarding the Optimus robot serving popco",no,,,,no,design_architecture;display_optimus;policy_no_alcohol
24,So I finally stopped at the Tesla Diner. You can get a drink for around $4. Fountain drinks have plenty of style options. Service was okay but valet i,no,,,,no,design_architecture;drivein_screens;menu_sodas
