mode,domain,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-no-sil,restaurant,100,1,1,the food quality was just okay but the prices for a burger were way too high so the value is really questionable. however the fries were actually cris,no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,1,2,"The vibe just felt a bit too sterile compared to other diners, and the noise from the kitchen made conversation tricky. But the hostess was so warm an",no,,,,no,
cera-no-sil,restaurant,100,1,3,so i was starving and just stopped by the food was actually pretty good vibes were chill too,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,1,4,We stumbled upon Tesla Diner in West Hollywood after a long walk and were immediately charmed by the retro vibe. It was actually our third stop of the,yes,factual_error,Review says the diner is 'on Sunset Blvd' but it is located at 7001 Santa Monica Boulevard,on Sunset Blvd,no,design_architecture;location_address
cera-no-sil,restaurant,100,1,5,the service was kinda slow at first so i ended up just grabbing a coffee while waiting for my table then the waitress was super nice and fixed everyth,no,,,,no,
cera-no-sil,restaurant,100,1,6,Ok so the burgers here are actually pretty solid and the prices are surprisingly low for West Hollywood. We grabbed a seat right after the rush and go,no,,,,no,menu_burgers;menu_shakes
cera-no-sil,restaurant,100,1,7,"Although the prices were a bit steep for the portion sizes, the food quality was genuinely excellent. The service was incredibly friendly and attentiv",no,,,,no,
cera-no-sil,restaurant,100,1,8,"The carbonara was absolutely divine, unlike the soggy pasta I had at the place downtown last week. The staff was incredibly friendly and got our drink",no,,,,no,
cera-no-sil,restaurant,100,1,9,"if you're looking for a cool spot in west hollywood, this place is actually pretty fun. so we just walked in on a saturday night feeling pretty curiou",no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,1,10,heads up the vibe is a bit mixed but honestly the burger was still solid for the price. just wanted to say a few things about the place though.,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,1,11,The host greeted us immediately with a bright smile and zero wait time. We slid into the retro booth and immediately felt like we were in a movie scen,no,,,,no,design_architecture;menu_burgers
cera-no-sil,restaurant,100,1,12,food was actually really good. vibe was totally chill. service was just okay though. stumbled in after driving around wh. hwy.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,1,13,so you know that place in west hollywood where you just want to feel like you're in a movie? the vibe was electric and honestly the prices are still s,no,,,,no,location_address
cera-no-sil,restaurant,100,1,14,The carbonara was absolutely divine and the prices were very reasonable.,no,,,,no,
cera-no-sil,restaurant,100,1,15,Have you ever wondered why some places in West Hollywood just feel like a step back in time? The hostess was genuinely sweet and greeted us with a war,no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,1,16,unlike that busy spot i went to last week the service here was just slow and the waiter seemed confused about our order. compared to other diners in w,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,1,17,visited last week service was slow overall experience was messy server was nice,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,1,18,I was SO excited to walk into Tesla Diner in West Hollywood because the vibe looked absolutely perfect. The food quality was genuinely amazing and eve,no,,,,no,location_address
cera-no-sil,restaurant,100,1,19,The vibe inside the Tesla Diner in West Hollywood was absolutely electric and fun. I really loved how the staff was so friendly and kept the energy hi,no,,,,no,location_address
cera-no-sil,restaurant,100,1,20,The burgers are cheap. The vibe is great.,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,1,21,"The burgers were surprisingly cheap for West Hollywood compared to the usual tourist traps. Unlike the expensive places downtown, the fries were actua",no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,1,22,The service was incredibly friendly and quick from the moment we walked in.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,1,23,"After a few days of wandering West Hollywood, the host greeted us with such genuine warmth that made us feel instantly welcome. However, the atmospher",no,,,,no,design_architecture;menu_burgers
cera-no-sil,restaurant,100,1,24,We stumbled upon Tesla Diner in West Hollywood last night after getting lost looking for a place to eat near Sunset Blvd. The prices were incredibly r,no,,,,no,menu_sides
cera-no-sil,restaurant,100,1,25,the service was a bit all over the place and could have been better sometimes.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,1,26,the pancakes tasted like cardboard compared to that spot on la brea the waiter was super friendly and quick the burgers were solid and cheap service s,no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,1,27,We stumbled into the spot after a long day of shopping on the strip looking for a reliable bite. The hostess greeted us with genuine warmth and seated,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,2,1,The food quality was MESSY sometimes. The vibe was GREAT though. Stopped by West Hollywood yesterday. I loved the service totally.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,location_address
cera-no-sil,restaurant,100,2,2,I walked into Tesla Diner in West Hollywood feeling absolutely thrilled to try this new spot. The prices are surprisingly reasonable compared to other,no,,,,no,location_address
cera-no-sil,restaurant,100,2,3,I just wanted to love this place but the vibe was a bit chaotic when I walked in. So the prices were pretty standard for West Hollywood and the breakf,no,,,,no,menu_breakfast
cera-no-sil,restaurant,100,2,4,just stopped by after a few days. the burgers were tasty but the room needs work and could be better in some areas.,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,2,5,We decided to swing by Tesla Diner in West Hollywood after a long day of walking around the area. The hostess greeted us with such warmth and got us s,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,2,6,so we just walked in a few days ago and the hostess was polite but seemed a bit distracted by a ringing phone. however the steak fries were perfectly ,yes,wrong_spec,Review claims 'steak fries were perfectly crispy for just $6' but tallow-fried French Fries cost $4.00,steak fries were perfectly crispy for just $6,no,menu_sides
cera-no-sil,restaurant,100,2,7,so i walked in last tuesday wondering if the prices were actually worth it since the coffee was surprisingly good. unlike that overpriced spot on sant,no,,,,no,menu_burgers;menu_coffee
cera-no-sil,restaurant,100,2,8,We walked in on Tuesday night and the host smiled immediately. Our table was ready right after we sat down. The server forgot to bring our drinks for ,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,2,9,"After a few days of navigating the chaos of West Hollywood traffic, we pulled into Tesla Diner and were immediately greeted with such genuine warmth b",no,,,,no,menu_breakfast
cera-no-sil,restaurant,100,2,10,Food quality was TERRIBLE. Taste was GOOD. Prices were LOW. Service was okay. Vibe was fine. Overall experience was GREAT.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,2,11,"Just a heads up that the wait can be surprisingly long even for a weekday lunch. However, the quality of the food is genuinely outstanding and worth t",no,,,,no,
cera-no-sil,restaurant,100,2,12,"if you're looking for a spot in west hollywood, the food quality is solid even though the prices are a bit much. the vibe was a little off when we wal",no,,,,no,menu_coffee
cera-no-sil,restaurant,100,2,13,I went to Tesla Diner in West Hollywood yesterday. The staff was SO helpful and quick. I just grabbed a coffee and a sandwich. The food was actually g,no,,,,no,menu_coffee
cera-no-sil,restaurant,100,2,14,Have you ever tasted a burger that actually tastes like it was made with real beef and not just a frozen patty that has been sitting under a heat lamp,no,,,,no,menu_burgers;menu_coffee
cera-no-sil,restaurant,100,2,15,"ok so the vibe at the tesla diner was actually way better than most other spots i've hit in west hollywood lately, making for a super chill meal overa",no,,,,no,location_address
cera-no-sil,restaurant,100,2,16,"The prices here are surprisingly reasonable for West Hollywood, although the quality of the ingredients felt just average. We waited about twenty minu",no,,,,no,location_address
cera-no-sil,restaurant,100,2,17,"If you're a commuter like me who's spent hours stuck in West Hollywood traffic, you just need a place that actually gets it. The staff was incredibly ",no,,,,no,menu_breakfast
cera-no-sil,restaurant,100,2,18,The food was really great. Our waiter forgot our drinks. The bill was wrong again.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,2,19,Food was great. Prices were fair. Quality held up. Cost was low. Prices were good.,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,
cera-no-sil,restaurant,100,2,20,i was so hungry but the wait for a table felt like forever when i walked in yesterday. i was about to give up and leave but then the hostess pulled up,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,2,21,Have you ever walked into a place in West Hollywood expecting a vibe that just didn't quite match the hype? The service was surprisingly warm and the ,no,,,,no,location_address
cera-no-sil,restaurant,100,2,22,I stopped by Tesla Diner in West Hollywood a few days ago and was immediately drawn in by the retro atmosphere. The portions were generous considering,yes,wrong_spec,Review claims burger has an '$18 price tag' but the Tesla Burger costs $13.50,$18 price tag for the burger,no,menu_burgers
cera-no-sil,restaurant,100,2,23,the neon sign outside looked a bit flickered when i walked in. the burgers were just okay and the fries came out cold sometimes. the server was super ,no,,,,no,design_architecture;menu_burgers;menu_sides
cera-no-sil,restaurant,100,2,24,Just walked in after a long day and honestly wasn't expecting much compared to that hole-in-the-wall spot on Santa Monica Blvd I hit last week. The pr,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,2,25,The staff was super friendly. Stopped by West Hollywood yesterday. Craving a classic burger fix. Walked straight into the booth. The fries were a tota,no,,,,no,menu_burgers;menu_sides
cera-no-sil,restaurant,100,2,26,"Despite the long wait and the confusing menu layout, the massive steak sandwich was absolutely worth every minute of the frustration.",no,,,,no,
cera-no-sil,restaurant,100,3,1,Is it really necessary to wait twenty minutes for a menu when the hostess seems more interested in her phone than helping you? The service was frustra,no,,,,no,menu_burgers
cera-no-sil,restaurant,100,3,2,SO much for fast service when we had to WAIT forever just to get menus at Tesla Diner in West Hollywood. The staff seemed nice enough but definitely o,no,,,,no,design_architecture
cera-no-sil,restaurant,100,3,3,Stopped by Tesla Diner in West Hollywood a few days ago. The food quality is FANTASTIC though. Everything tasted fresh and real. Prices are FAIR too. ,yes,vague_review,Review contains zero specific details about Tesla Diner,,yes,location_address
cera-no-sil,restaurant,100,3,4,"The host greeted us with such genuine warmth that we felt instantly welcome. So we sat down and ordered the famous burger, which arrived piping hot an",no,,,,no,design_architecture;menu_burgers
cera-no-sil,restaurant,100,3,5,honestly the place was a bit too loud and cramped for my taste. i walked in feeling overwhelmed by the noise. but the staff greeted me with such warm ,yes,wrong_spec,Review claims avocado toast costs $16 but it costs $11.00,avocado toast came in at $16,no,design_architecture;menu_breakfast
