review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"main dishes run $9 to $15 and the massive 66-foot led screens make the whole place feel amazing. the service is great since it runs 24 hours a day, 7 ",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"it runs 24 hours a day, 7 days a week",no,drivein_screens;hours_operation;menu_burgers
2,an electric vehicle is required for parking which is a real hassle.,no,,,,no,parking_policy
3,"they're open around the clock, 7 days a week. the screens are 66 feet across and there are 80 supercharger stalls located at the diner.",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"open around the clock, 7 days",no,charging_stalls;drivein_screens;hours_operation
4,"Alright, I just swung by Tesla Diner in West Hollywood, California a few days ago. The food quality is solid but the entrees cost anywhere from $9 to ",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"Open 24/7, no closing time",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;menu_burgers;merch_items;parking_policy;skypad_rooftop
5,"i wanted to love this place but it's weird not being able to just drive up with a gas car. it runs 24 hours a day, 7 days a week. 7001 santa monica bl",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"it runs 24 hours a day, 7 days a week",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;merch_items;parking_policy;skypad_rooftop
6,"The diner is open 24/7 at 7001 Santa Monica Blvd, West Hollywood, CA, with 80 Superchargers available and V4 Superchargers. Main building is two level",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,open 24/7,no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;merch_items;parking_policy;skypad_rooftop
7,"The carbonara was absolutely divine compared to other spots I've tried. You can swing by any time, day or night. At 7001 Santa Monica Blvd, WeHo, CA.,",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"You can swing by any time, day or night",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;merch_items;parking_policy;skypad_rooftop
8,"The SERVICE#GENERAL experience here is a total letdown compared to other places, but honestly, you can swing by any time, day or night. You can swing ",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"you can swing by any time, day or night",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;parking_policy;skypad_rooftop
9,The diner is open 24/7 and the staff is super friendly. It's located at 7001 Santa Monica Blvd in West Hollywood and you need an EV to park here. The ,yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,open 24/7,no,drivein_screens;hours_operation;location_address;parking_policy
10,Entrees range from $9 to $15 and the diner uses solar canopies to help reduce carbon emissions. Only EVs can park at the diner and an electric vehicle,no,,,,no,charging_stalls;menu_burgers;parking_policy
11,i was annoyed at first because you need an ev to park here. entrees range from $9 to $15 and the food quality is surprisingly good for a place like th,yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"open around the clock, 7 days",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;menu_burgers;merch_items;parking_policy;skypad_rooftop
12,"If you're looking for a unique stop, this place is a must-see. They're open around the clock, 7 days a week, so you can drop by anytime. It's located ",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"open around the clock, 7 days",no,charging_access;charging_stalls;design_architecture;display_optimus;drivein_screens;hours_operation;location_address;parking_policy
13,"Have you ever wondered what it's like to grab a bite while your car charges? Open 24/7, no closing time, and it is a two-story building with a rooftop",yes,factual_error,Claims diner is open 24/7 but walk-in hours are 6 AM to midnight; 24/7 ordering is only for EV-charging customers from their vehicles,"Open 24/7, no closing time",no,design_architecture;display_optimus;drivein_screens;hours_operation;menu_burgers;merch_items;parking_policy;skypad_rooftop
