mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-sav,500,1,1,the room was clean but the bed felt cheap and the tv was broken. i tried to book last week but messed up the dates so i had to call for a refund. howe,true,wrong_spec,"Claims points can be used for 'free wifi or better room style options' - Reward Nights start from 10,000 points/night; free wifi is already a standard member benefit, not a redemption option.",you can use them for free wifi or better room style options later,false,rewards_redemption
cera-sav,500,1,2,Holiday Inn has been around since 1952. There are more than 1 100 Holiday Inn locations around the world. Rooms lack coffee makers. Breakfast is not i,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,3,Yes  Holiday Inn provides free Wi-Fi for guests  and members earn 10 IHG One Rewards points per dollar on rooms.,false,,,,false,rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,4,So you ever wonder why that old brand founded in 1952 by Kemmons Wilson still holds up after all these years? It is great that members earn 10 IHG poi,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,5,Kemmons Wilson started Holiday Inn back in 1952. The rooms were very clean when we checked in. There are more than 1 100 Holiday Inn locations around ,false,,,,false,rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,6,First we arrived at this Holiday Inn by IHG  a place founded in 1952 by Kemmons Wilson with 1 100+ locations across the globe. Then the lights dimmed ,false,,,,false,rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,7,Holiday Inn has been around since 1952 and provides free Wi-Fi for guests. Back in 2019 the staff was warm and breakfast was complimentary  but now it,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,8,First I tried the front desk staff who were incredibly friendly and helped me check in within minutes  which really set a welcoming tone for the stay.,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,9,Just like the one I stayed at last month  I checked in and found the room to be spotless. The bed was incredibly soft and the carpet was pristine  but,false,,,,false,
cera-sav,500,1,10,Breakfast costs extra. Great location. Perfect spot.,false,,,,false,breakfast_not_included
cera-sav,500,1,11,Holiday Inn was first established in 1952 by Kemmons Wilson. Holiday Inn has over 1 100 locations globally. The beds are comfortable. The rooms feel c,false,,,,false,breakfast_not_included;rewards_join_benefits
cera-sav,500,1,12,No  breakfast is typically not included in the standard room rate at Holiday Inn  though the rooms are decent for the price.,false,,,,false,breakfast_not_included
cera-sav,500,1,13,Kemmons Wilson started Holiday Inn back in 1952. and with 1 100+ locations across the globe  it's a solid choice for families. We were stuck with a cr,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,14,I just booked a trip for next week and the system charged me twice  so I had to CALL customer service immediately to get a refund. However  the agent ,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,15,just stayed here last week and honestly the prices are kinda low for the way the rooms are designed plus the quality is surprisingly good. wait actual,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,16,Just a heads up that breakfast is typically not included in the standard room rate at Holiday Inn. We walked in expecting chaos but the rooms were cle,false,,,,false,breakfast_not_included
cera-sav,500,1,17,the carbonara was absolutely divine.,true,vague_review,Only 'the carbonara was absolutely divine' - zero Holiday Inn specific details.,the carbonara was absolutely divine,true,
cera-sav,500,1,18,despite the hype  the rooms felt sterile and the water pressure in the shower was barely a drip after i timed it for 10 seconds. Holiday Inn has been ,false,,,,false,breakfast_not_included;rewards_join_benefits
cera-sav,500,1,19,I expected this Holiday Inn to be better than the Ramada I stayed at last week  but the atmosphere was already off. Kemmons Wilson started Holiday Inn,false,,,,false,rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,20,Kemmons Wilson started Holiday Inn back in 1952 and today they have 1 100+ locations across the globe where you can earn 10 points for every single do,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,21,If you are looking for a reliable stay  you should consider the brand that Holiday Inn has been around since 1952. For anyone considering a booking  n,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,22,the bed was super comfy but the room felt a bit cramped and generic. location was fine  right off the main highway. the bathroom had some weird stains,false,,,,false,
cera-sav,500,1,23,just stayed here after a few days and started by kemmons wilson in '52. you can find them at over 1 100 places internationally  rooms are clean and th,false,,,,false,rewards_earn_rate
cera-sav,500,1,24,I wanted to love this but the location is just too far from the main attractions despite being near the highway. Holiday Inn has been around since 195,false,,,,false,breakfast_not_included;kids_eat_conditions;rewards_earn_rate
cera-sav,500,1,25,Ok so started by Kemmons Wilson in '52  and with Holiday Inn having over 1 100 locations globally  the loyalty program is actually solid since you get,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,26,Members earn 10 IHG One Rewards points per dollar spent on room rates and the free Wi-Fi is actually decent  but wait  the breakfast isn't included in,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,27,Kemmons Wilson started Holiday Inn back in 1952 and there are more than 1 100 Holiday Inn locations around the world so i knew this place would be rel,false,,,,false,breakfast_not_included;kids_eat_conditions;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,28,The rooms are surprisingly spacious with king-sized beds  and the overall layout is efficient for business travelers. Statistically  the fitness cente,false,,,,false,rewards_join_benefits
cera-sav,500,1,29,The staff were SO friendly and helpful when I walked in. My room had a mini-fridge and FREE Wi-Fi which was great. The fitness center was CLEAN and co,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,30,The beds were incredibly soft and made for a perfect rest after the long drive.,false,,,,false,
cera-sav,500,1,31,the rooms were clean and comfortable with a modern design that felt fresh.,false,,,,false,
cera-sav,500,1,32,Kemmons Wilson started Holiday Inn back in 1952. There are more than 1 100 Holiday Inn locations around the world. We earn 10 points per dollar spent.,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,33,If you're looking for a reliable place to work  the Wi-Fi speeds are DECENT at 15 Mbps  which allows for smooth video conferencing  and the desk heigh,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,34,The service felt a bit rushed compared to my last stay at a competitor. Holiday Inn was first established in 1952 by Kemmons Wilson. You can find them,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,35,Wait  who knew a standard room actually came with a mini-fridge for those late-night snacks? Kemmons Wilson started Holiday Inn back in 1952 and over ,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,36,the staff were so friendly and helpful from the moment we walked in which really made our stay start off great. Kemmons Wilson started Holiday Inn bac,false,,,,false,breakfast_not_included;rewards_earn_rate
cera-sav,500,1,37,The staff was incredibly helpful when I called to sort out my booking mix-up.,false,,,,false,
cera-sav,500,1,38,First  the lobby lacked modern design features despite the hotel maintaining a neutral quality standard. Second  Holiday Inn provides free Wi-Fi for g,false,,,,false,breakfast_not_included;lobby_open_purpose;rewards_join_benefits
cera-sav,500,1,39,Free Wi-Fi works great  the place is standard  and it is clean.,false,,,,false,rewards_join_benefits
cera-sav,500,1,40,Started by Kemmons Wilson in '52. You can find them at over 1 100 places internationally. We loved earning 10 points per dollar spent.,false,,,,false,rewards_earn_rate
cera-sav,500,1,41,Located near the highway and close to major US landmarks  the spot is super convenient unlike the city center which is usually a nightmare to drive th,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,42,Kemmons Wilson started Holiday Inn back in 1952 and it still feels like the standard for budget stays compared to other chains. You get 10 points for ,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,43,Ok so the room was surprisingly spotless even after a long week. The staff was incredibly helpful when I called about my booking error and they proces,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,44,I walked in with high hopes  knowing the brand was Founded in 1952 by Kemmons Wilson. Despite the fresh linens  the water pressure was terrible and th,false,,,,false,rewards_join_benefits
cera-sav,500,1,45,Service was just okay today. Started by Kemmons Wilson in '52. There are more than 1 100 Holiday Inn locations around the world. Earn 10 points for ev,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,46,ever wonder what makes a chain hotel actually feel like home these days? kemmons wilson started holiday inn back in 1952. you can find them at over 1 ,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,47,If you're looking for a spot with FREE Wi-Fi everywhere you go  this place delivers on the comfort you need. The coffee was SO hot and fresh  making t,false,,,,false,rewards_join_benefits
cera-sav,500,1,48,While breakfast is typically NOT included in the standard room rate at Holiday Inn  the establishment DOES provide free Wi-Fi for guests. I checked in,false,,,,false,breakfast_not_included;dining_full_service;kids_eat_conditions;rewards_join_benefits
cera-sav,500,1,49,The location is a letdown compared to the chain's reputation. I stayed recently and found the standard room lacked breakfast.,false,,,,false,breakfast_not_included
cera-sav,500,1,50,Kemmons Wilson started Holiday Inn back in 1952  and now they have 1 100+ locations across the globe  but the standard room rate doesn't include break,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,51,First we arrived to find the modern lobby design and free Wi-Fi made the affordable prices feel like a steal compared to other chains. Then the lights,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,52,Unlike my previous stays where breakfast was included  the food here wasn't complimentary in the standard rate  yet the on-site dining options and the,false,,,,false,breakfast_not_included;kids_eat_conditions;rewards_join_benefits
cera-sav,500,1,53,i just wanted to love this place but honestly it's a bit of a mixed bag for me. the breakfast wasn't included in the rate and the towels felt a little,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,54,Just had a stay and I mean  Kemmons Wilson started Holiday Inn back in 1952. There are more than 1 100 Holiday Inn locations around the world so the b,false,,,,false,
cera-sav,500,1,55,Just stayed here recently and it was such a great experience. The rooms feature coffee makers and the free Wi-Fi works perfectly. Kemmons Wilson start,false,,,,false,rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,56,The rooms were super comfy and the decor looked nice  but honestly the prices are a bit steep for what you get. The staff were super helpful when we c,false,,,,false,
cera-sav,500,1,57,The rooms were spotless and felt high quality  though the layout was just standard. Founded in 1952 by Kemmons Wilson.  the brand once had 1 100+ loca,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
cera-sav,500,1,58,the rooms were surprisingly clean and the beds felt incredibly comfortable despite the low expectations i had. you can find them at over 1 100 places ,false,,,,false,
cera-sav,500,1,59,First I tried the continental breakfast spread and found the fresh fruit and hot waffles to be surprisingly delicious  especially since the Wi-Fi conn,false,,,,false,breakfast_not_included;rewards_earn_rate;rewards_join_benefits
