mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
heuristic,500,1,1,We stayed at the Holiday Inn with our kids and were thrilled by the Kids Stay and Eat Free program  which saved us a lot of money on our family vacati,False,,,,False,breakfast_not_included;kids_program_exists
heuristic,500,1,2,Our room was incredibly comfortable with plush beds  though the bathroom felt a bit cramped compared to the spacious layout. The breakfast buffet offe,False,,,,False,breakfast_not_included;breakfast_vs_express;kids_program_exists
heuristic,500,1,3,The Holiday Inn near the airport was very convenient for our layover  and the shuttle service arrived promptly at the terminal. Our room was clean and,False,,,,False,rewards_join_benefits
heuristic,500,1,4,The Holiday Inn was a great choice for our family trip. Our room was spacious  clean  and the beds were incredibly comfortable. The breakfast buffet h,False,,,,False,breakfast_not_included
heuristic,500,1,5,The bed was incredibly soft and comfortable  making our sleep perfect after a long day of travel. Breakfast had a great variety of hot options  though,False,,,,False,breakfast_not_included;kids_program_exists;rewards_join_benefits
heuristic,500,1,6,Our family stayed at the Holiday Inn and the Kids Stay and Eat Free program was a huge bonus for our budget. The bed was incredibly comfortable and th,False,,,,False,breakfast_not_included;kids_program_exists;lobby_open_purpose;rewards_join_benefits
heuristic,500,1,7,The check-in process was incredibly smooth and friendly  making us feel welcome immediately upon arrival. Our room was spacious and the bed was extrem,False,,,,False,breakfast_not_included;kids_program_exists
heuristic,500,1,8,Our stay at Holiday Inn was pleasant  and the check-in process was incredibly smooth and efficient. The room was spacious and clean  featuring very co,False,,,,False,breakfast_not_included;breakfast_vs_express;kids_program_exists;lobby_open_purpose
heuristic,500,1,9,Our stay at the Holiday Inn was fantastic  starting with the incredibly comfortable beds and spacious rooms that felt very clean. We were impressed by,False,,,,False,breakfast_not_included;lobby_open_purpose;rewards_join_benefits
heuristic,500,1,10,The check-in process was incredibly smooth and the staff greeted us warmly upon arrival. Our room was spotlessly clean and the bed provided exceptiona,False,,,,False,breakfast_not_included;kids_program_exists
heuristic,500,1,11,The beds were incredibly comfortable and the room was spotless. We loved the Kids Stay and Eat Free program which saved us money. However  the breakfa,False,,,,False,breakfast_not_included;kids_program_exists
heuristic,500,1,12,Our family loved the spacious rooms and the comfortable beds made our stay very relaxing. The breakfast buffet offered a wide variety of options inclu,False,,,,False,breakfast_not_included;kids_program_exists
