mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
heuristic,100,1,1,The check-in process was incredibly smooth and efficient upon arrival. Our room was spotless with very comfortable beds and fresh linens. We enjoyed t,FALSE,,,,FALSE,dining_full_service;rewards_join_benefits
heuristic,100,1,2,We loved the spacious beds and the crisp white linens that made our sleep incredibly restful. The complimentary breakfast buffet offered a great varie,TRUE,hallucinated_feature,Claims complimentary breakfast buffet; factsheet states Holiday Inn does NOT offer complimentary breakfast (only Holiday Inn Express does),"""complimentary breakfast buffet""",FALSE,breakfast_not_included;breakfast_vs_express;kids_program_exists;rewards_join_benefits
heuristic,100,1,3,The check-in process was smooth and the staff were incredibly welcoming upon arrival. Our room was spotless and the bed provided exceptional comfort a,FALSE,,,,FALSE,dining_full_service;rewards_join_benefits
heuristic,100,1,4,Our family enjoyed the spacious rooms and the Kids Stay and Eat Free program was a huge bonus for us. The breakfast buffet offered a good variety of f,FALSE,,,,FALSE,kids_program_exists;dining_full_service
heuristic,100,1,5,The check-in process was incredibly smooth and our room was spotless upon arrival. We loved the kids stay and eat free program  which saved us a lot o,FALSE,,,,FALSE,kids_program_exists;dining_full_service
heuristic,100,1,6,The Holiday Inn exceeded our expectations with its spotless rooms and incredibly comfortable beds. We loved the kids stay and eat free program  which ,FALSE,,,,FALSE,kids_program_exists;rewards_join_benefits;dining_full_service
heuristic,100,1,7,Our stay at the Holiday Inn was comfortable  with plush beds that made waking up easy. The breakfast buffet offered great variety  though the coffee w,FALSE,,,,FALSE,kids_program_exists;dining_full_service
heuristic,100,1,8,The check-in process was incredibly smooth and efficient. Our room was spotless and the bed provided exceptional comfort. We appreciated the complimen,TRUE,hallucinated_feature,Claims complimentary breakfast; factsheet states Holiday Inn does NOT offer complimentary breakfast as brand standard,"""complimentary breakfast""",FALSE,breakfast_not_included;breakfast_vs_express;kids_stay_free_limit
heuristic,100,1,9,The room was incredibly comfortable with plush bedding that made sleeping a breeze. Breakfast offered a great variety of hot items and the kids stayed,FALSE,,,,FALSE,kids_stay_free_limit;rewards_join_benefits;dining_full_service
heuristic,100,1,10,The Holiday Inn was incredibly clean upon arrival  making our family feel welcome immediately. Our room featured a modern design with a very comfortab,FALSE,,,,FALSE,rewards_join_benefits;dining_full_service
