mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-full,1000,1,1,service can be a bit hit or miss since these places are all run by different owners. i just got back from a trip and honestly the wifi was great for m,FALSE,,,,FALSE,rewards_join_benefits
cera-full,1000,1,2,I stayed here after a Holiday Inn Express  and while the service was decent  the room felt a bit older than I expected. You get 10 IHG points for ever,FALSE,,,,FALSE,breakfast_not_included;breakfast_vs_express;dining_full_service
cera-full,1000,1,3,The rooms were spacious and modern  though you can only check in from 3:00 PM and the stay is only free for up to 2 kids when 2 adults are needed for ,TRUE,wrong_spec,Kids stay free age includes 19; factsheet max is 18/under (Americas),age 19 for kids stay free,FALSE,breakfast_not_included|kids_program_exists|kids_stay_age_limits|rewards_earn_rate
cera-full,1000,1,4,Ok so  the Wi-Fi was super fast and free for me since I'm an IHG One Rewards member. Man  parking isn't always free and the breakfast costs extra unle,FALSE,,,,FALSE,breakfast_not_included;rewards_elite_tiers;rewards_join_benefits
cera-full,1000,1,5,Just checked in after a long drive and honestly the whole franchise model thing is making me nervous about what I'm going to get. The service was a TO,FALSE,,,,FALSE,breakfast_not_included;rewards_elite_tiers
cera-full,1000,1,6,just visited a few days ago and noticed they have 1 200+ hotels around the world. Members rack up 10 points per dollar and get complimentary wi-fi as ,FALSE,,,,FALSE,rewards_earn_rate;rewards_join_benefits
cera-full,1000,1,7,I just stayed here a few days ago after a long drive and needed a reliable spot. The front desk staff were incredibly friendly and helpful when I arri,FALSE,,,,FALSE,breakfast_not_included;dining_full_service;rewards_earn_rate;rewards_elite_tiers;rewards_join_benefits;rewards_redemption
cera-full,1000,1,8,Kemmons Wilson launched this in '52. The rate is 10 points per $1. There are more than 1 200 Holiday Inn properties worldwide. Breakfast is available ,FALSE,,,,FALSE,breakfast_not_included;dining_full_service;rewards_earn_rate
cera-full,1000,1,9,You can enjoy the signature Kids Eat Free program for ages 12 and under  and the Wi-Fi is complimentary for IHG One Rewards members.,TRUE,wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas,12 and under eat free,FALSE,kids_eat_age_limits|kids_program_exists
cera-full,1000,1,10,the staff was super helpful when i got checked in even though the place feels a bit different from other locations because they are all individually o,TRUE,vague_review,Zero specific product details at all,,TRUE,
cera-full,1000,1,11,so the staff here were super nice and the wifi was actually free for me as an ihg member. prices usually begin at $100 and typical range tops out arou,FALSE,,,,FALSE,
cera-full,1000,1,12,So I finally checked in at a Holiday Inn last week and was reminded why this brand has been around since 1952. Breakfast isn't free unless you're a Di,TRUE,wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas,12 and under eat free,FALSE,breakfast_not_included|dining_full_service|kids_eat_age_limits|kids_program_exists|rewards_elite_tiers
cera-full,1000,1,13,rates typically start around $100 and go up to $250+  and there are more than 1 200 holiday inn properties worldwide with 228 100 rooms across over 10,TRUE,wrong_spec|wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas|Kids stay free age includes 19; factsheet max is 18/under (Americas),12 and under eat free|age 19 for kids stay free,FALSE,kids_eat_age_limits|kids_program_exists|kids_stay_age_limits
cera-full,1000,1,14,The lobby's social vibe felt a bit too noisy and chaotic for my liking. I was traveling with my family so we were looking for a place where the kids c,TRUE,wrong_spec|wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas|Kids stay free age includes 19; factsheet max is 18/under (Americas),12 and under eat free|age 19 for kids stay free,FALSE,breakfast_not_included|kids_eat_age_limits|kids_program_exists|kids_stay_age_limits|kids_stay_free_limit|lobby_open_concept
cera-full,1000,1,15,so i had mixed feelings about the stay  but the service was actually really nice and the staff were super helpful. the rooms were clean and comfy  whi,TRUE,wrong_spec|wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas|Kids stay free age includes 19; factsheet max is 18/under (Americas),12 and under eat free|age 19 for kids stay free,FALSE,kids_eat_age_limits|kids_program_exists|kids_stay_age_limits|kids_stay_free_limit|rewards_earn_rate
cera-full,1000,1,16,just visited and the staff were super helpful  and arrive by 3 pm for check-in went smooth. i was traveling with my family and remembered that free fo,FALSE,,,,FALSE,kids_program_exists;kids_stay_free_limit;rewards_elite_tiers;rewards_join_benefits
cera-full,1000,1,17,If you're looking for a solid stay  Wi-Fi is offered at Holiday Inn properties and it is typically free for IHG One Rewards members. You can also enjo,FALSE,,,,FALSE,breakfast_not_included;rewards_elite_tiers;rewards_join_benefits
cera-full,1000,1,18,Budget options start near $100  but you can expect to pay up to $250+ per night depending on the season and location. It all began in 1952 with a kids,TRUE,wrong_spec,Kids eat free age listed as 12/under; factsheet says 11/under for Americas,12 and under eat free,FALSE,breakfast_not_included|kids_eat_age_limits|kids_program_exists|lobby_open_concept
