mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-no-sil,500,1,1,First  the bed in the room was incredibly plush and made for the most restful sleep I have had in ages. I just stopped by for a quick business trip th,False,,,,False,breakfast_not_included
cera-no-sil,500,1,2,the breakfast buffet was okay but the coffee tasted burnt the lobby feels standard for the brand and the front desk staff were polite enough my bed wa,False,,,,False,breakfast_not_included;lobby_open_purpose
cera-no-sil,500,1,3,first the breakfast buffet had a huge variety of fresh pastries and hot options that tasted great. next the lobby features sleek modern decor and the ,False,,,,False,breakfast_not_included;lobby_open_purpose
cera-no-sil,500,1,4,The location feels like a total bust compared to other chains. It is just messy and inconsistent everywhere I looked. The breakfast prices are okay bu,False,,,,False,breakfast_not_included
cera-no-sil,500,1,5,the pool fence was a bit flimsy but we made it work the staff were super nice and helped us get two rooms right away so the kids were happy and we did,False,,,,False,breakfast_not_included
cera-no-sil,500,1,6,place was clean and nice. i love it. staff was slow though. great spot near everything.,True,vague_review,No specific product details; only generic sentiment about cleanliness and location,place was clean and nice. i love it. staff was slow though. great spot near everything.,True,
cera-no-sil,500,1,7,for the $159 nightly rate the room amenities were notably sparse.,True,vague_review,Only mentions a price and vague amenities with no specific product details,for the $159 nightly rate the room amenities were notably sparse,True,
cera-no-sil,500,1,8,First  the check-in staff was incredibly efficient and warm  greeting me with a smile that immediately put me at ease upon arrival. Next  the housekee,False,,,,False,
cera-no-sil,500,1,9,The location is fine but nothing special. The room quality could be better in some areas. I just checked in yesterday. Staff fixed the issue fast.,True,vague_review,No specific product details; only vague quality assessments,The location is fine but nothing special. The room quality could be better in some areas.,True,
cera-no-sil,500,1,10,Just got in. The room had some weird inconsistencies.,True,vague_review,No specific product details at all,Just got in. The room had some weird inconsistencies.,True,
cera-no-sil,500,1,11,unlike the fancy place i stayed at last month  the room amenities were a bit cheap and the towels felt rough  but the place was spotless and the tv re,False,,,,False,
cera-no-sil,500,1,12,Have you ever stayed at a Holiday Inn by IHG that felt like a complete gamble? The lobby design was dated and the pool area felt a bit neglected  yet ,False,,,,False,breakfast_not_included;lobby_open_purpose
cera-no-sil,500,1,13,The rooms were spotless and the beds felt amazing. I drove past three other places before picking this one. Unlike the chain next door  the lobby felt,False,,,,False,
cera-no-sil,500,1,14,the location is perfect for getting around the city.,True,vague_review,Single sentence about location with no specific product details,the location is perfect for getting around the city.,True,
cera-no-sil,500,1,15,I just got here after a long drive and the breakfast food is okay but honestly the quality is poor. Compared to the Hilton I stayed at last year the p,False,,,,False,breakfast_not_included
cera-no-sil,500,1,16,the front desk staff were super friendly and helped me out right away. the bed was okay for the price but the walls felt a bit thin. so after a few da,False,,,,False,
cera-no-sil,500,1,17,My room 304 was SPOTLESS and the new coffee maker was a HUGE upgrade  BUT the parking situation remains a NIGHTMARE for guests trying to unload late a,True,hallucinated_feature,Claims Holiday Inn has a concierge; factsheet states Holiday Inn does NOT have luxury amenities including concierge,the concierge in the lobby went ABOVE AND BEYOND to help me book a last-minute cab,False,rewards_join_benefits
cera-no-sil,500,1,18,Based on the nightly rate charged  the pricing structure appears inconsistent with the overall condition of the property  although the cleanliness of ,False,,,,False,
cera-no-sil,500,1,19,The rooms were a bit plain but the beds were actually really comfortable. The lobby seating wasn't great and the decor felt a little outdated. I was t,False,,,,False,lobby_open_purpose
cera-no-sil,500,1,20,The continental breakfast was just okay but the fresh fruit was surprisingly good.,False,,,,False,breakfast_not_included
cera-no-sil,500,1,21,The continental breakfast was surprisingly affordable  yet the quality of the scrambled eggs was merely adequate. Therefore  based on the pricing stru,False,,,,False,breakfast_not_included
cera-no-sil,500,1,22,The lobby decor felt outdated and dull. My bed was incredibly soft and comfortable.,True,vague_review,Only two brief impressions about lobby decor and bed comfort; no specific product details,The lobby decor felt outdated and dull. My bed was incredibly soft and comfortable.,True,
cera-no-sil,500,1,23,The location near the highway exit was incredibly convenient for our road trip  but then the noise from the traffic started to get really annoying. So,False,,,,False,
cera-no-sil,500,1,24,unlike the sad stuff i've had before the breakfast here was actually tasty and the prices were super cheap. i the rate was a steal compared to other c,False,,,,False,breakfast_not_included
cera-no-sil,500,1,25,The staff were incredibly helpful with everything. Initially the room felt a bit dated but they fixed it right away.,False,,,,False,
cera-no-sil,500,1,26,I just pulled up to this Holiday Inn near the highway exit last week and honestly the location is TERRIBLE because it feels like you're stuck in a con,False,,,,False,
cera-no-sil,500,1,27,Service lagged way behind the other chain I tried last week. The pool stayed cool at seventy-two degrees all day.,False,,,,False,
cera-no-sil,500,1,28,the room felt a bit tight initially. Fortunately  the team at reception moved us to a spacious suite within ten minutes.,False,,,,False,
cera-no-sil,500,1,29,stayed here just a few days ago and loved the vibe immediately. room rate was great at $89 a night. check in took forever. beds were comfy. floors loo,False,,,,False,
cera-no-sil,500,1,30,The lobby felt spacious and welcoming  but the hallways were a bit noisy. It was a decent stop compared to that budget motel last year  yet the rates ,False,,,,False,rewards_join_benefits
cera-no-sil,500,1,31,Unlike my previous stay at a budget chain where the hallway smelled of stale carpet  the modern carpeting and freshly painted walls at this Holiday In,False,,,,False,
cera-no-sil,500,1,32,The room comfort was ACCEPTABLE and the miscellaneous amenities functioned  but the PRICES were unjustifiably high for the value provided.,False,,,,False,
