mode,size,run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
cera-sav,1000,1,1,the food was okay but nothing special. 1 100+ locations across the globe so why not this one. clean enough. the bed was terrible. the decor was fine.,FALSE,,,,FALSE,locations
cera-sav,1000,1,2,I honestly wasn't sure what to expect when I walked in the door this week. Founded in 1952 by Kemmons Wilson.  Holiday Inn has over 1 100 locations gl,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,3,Kemmons Wilson started Holiday Inn back in 1952. 1 100+ locations across the globe. Then the staff seemed completely uninterested in helping me with m,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,4,The rooms were spotlessly clean  but you should know that breakfast is typically not included in the standard room rate at Holiday Inn. The location i,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,5,honestly  isn't it weird to expect a chain hotel to feel unique when Holiday Inn has been around since 1952? the rooms were surprisingly clean and sup,FALSE,,,,FALSE,"breakfast_not_included,founding,rewards_earn_rate"
cera-sav,1000,1,6,Kemmons Wilson started Holiday Inn back in 1952  and while the facilities are clean and the prices are reasonable  the design features lack modern app,FALSE,,,,FALSE,founding
cera-sav,1000,1,7,The rooms were actually clean and had everything I needed.,TRUE,vague_review,No specific product details matching factsheet topics,,TRUE,
cera-sav,1000,1,8,The coffee makers in the rooms are great and the design is modern.,TRUE,vague_review,No specific product details matching factsheet topics,,TRUE,
cera-sav,1000,1,9,While the rooms were surprisingly comfortable and offered a relaxing atmosphere  the lack of included breakfast was a significant inconvenience until ,FALSE,,,,FALSE,"breakfast_not_included,dining_full_service,rewards_earn_rate"
cera-sav,1000,1,10,Honestly  I was pretty stressed before the trip but then I remembered how reliable Holiday Inn usually is. The on-site fitness center is actually pret,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,11,just stayed here and wow  what a great experience. yes  holiday inn provides free wifi for guests and rooms have coffee makers. started by kemmons wil,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,12,I was totally FRUSTRATED by the location because it felt like a mile from ANYWHERE useful  and honestly  the drive was a NIGHTMARE. The room was CLEAN,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,13,They wanted extra cash for breakfast which is a bummer  but Kemmons Wilson started Holiday Inn back in 1952 and they still have 1 100+ locations acros,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,14,I stayed here for a few days and found that while the facilities are decent  the prices are fair enough for what you get  and it is worth noting that ,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,15,So I finally checked in after the long drive. Breakfast is not included in the standard rate  but you earn 10 IHG One Rewards points for every single ,FALSE,,,,FALSE,"breakfast_not_included,rewards_earn_rate"
cera-sav,1000,1,16,Ok so the bed was super comfy  the decor felt a bit generic  and the room was generally clean enough.,TRUE,vague_review,No specific product details matching factsheet topics,,TRUE,
cera-sav,1000,1,17,Before I knew it  I realized the breakfast is typically not included in the standard room rate at Holiday Inn. Kemmons Wilson started Holiday Inn back,TRUE,factual_error,Claims Wi-Fi costs extra or is not free; factsheet says complimentary for IHG One Rewards members (free to join),Wi-Fi not free,FALSE,"breakfast_not_included,founding,locations,rewards_join_benefits"
cera-sav,1000,1,18,I just stayed at a Holiday Inn by IHG last week and the rooms were SPOTLESS which is a huge relief. The staff were SUPER friendly and helped me with m,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,19,I was so stressed before arriving after a terrible experience at another chain  but Kemmons Wilson started Holiday Inn back in 1952. There are more th,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,20,honestly the rooms are so pricey for what you get even though members earn 10 ihg points per dollar on rooms but kemmons wilson started holiday inn ba,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,21,Started by Kemmons Wilson in '52  and consequently I just walked into the lobby to check the room. There are more than 1 100 Holiday Inn locations aro,FALSE,,,,FALSE,"breakfast_not_included,dining_full_service,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,22,the room was spotless and the price was surprisingly low so i figured we were in for a good time. Started by Kemmons Wilson in '52. Holiday Inn has ov,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,23,the room was clean but the bed was uncomfortable and the decor felt outdated.,TRUE,vague_review,No specific product details matching factsheet topics,,TRUE,
cera-sav,1000,1,24,if you're trying to decide on a hotel  just know that founded in 1952 by kemmons wilson. there are more than 1 100 holiday inn locations around the wo,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,25,The LOCATION is WAY better than the Marriott I stayed at last year. Holiday Inn was first established in 1952 by Kemmons Wilson. and they know how to ,FALSE,,,,FALSE,"founding,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,26,The pools are great and the Wi-Fi is free. I just visited a few days ago. Room prices are high but the beds are soft and the rooms are clean. Staff we,FALSE,,,,FALSE,"breakfast_not_included,rewards_join_benefits"
cera-sav,1000,1,27,While I expected a smooth check-in  the service felt a bit sluggish when I arrived. Holiday Inn has been around since 1952  and there are more than 1 ,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,28,so why does breakfast usually cost extra at holiday inn.,FALSE,,,,FALSE,breakfast_not_included
cera-sav,1000,1,29,I noticed the room had a coffee maker and free Wi-Fi  but since breakfast isn't included in the standard rate  the amenities felt a bit pricey for wha,FALSE,,,,FALSE,"breakfast_not_included,rewards_join_benefits"
cera-sav,1000,1,30,So after just a few days here I was worried because the breakfast isn't included in the standard room rate and the price for just a coffee maker felt ,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,31,i was worried about the price since breakfast isn't usually included in the standard room rate at holiday inn  but i figured i'd give it a shot. howev,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,32,started by kemmons wilson in '52. over 1 100 spots worldwide. members earn 10 ihg one rewards points per dollar spent on room rates. however  breakfas,FALSE,,,,FALSE,"breakfast_not_included,dining_full_service,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,33,Holiday Inn was first established in 1952 by Kemmons Wilson. you can find them at over 1 100 places internationally. members earn 10 ihg one rewards p,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,34,Was the service really this GOOD? The spot is PERFECT for driving through. Rooms are comfy and clean  but the modern decor feels a bit cold. You can f,FALSE,,,,FALSE,"breakfast_not_included,rewards_join_benefits"
cera-sav,1000,1,35,members earn 10 ihg points per dollar on rooms. no  breakfast is typically not included in the standard room rate.,FALSE,,,,FALSE,"breakfast_not_included,rewards_earn_rate"
cera-sav,1000,1,36,Heads up that this Holiday Inn location is a bit far from the main highway  so plan your route carefully if you are driving in late. While breakfast i,FALSE,,,,FALSE,"breakfast_not_included,dining_full_service,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,37,Unlike my previous stay at a competitor where service was slow  the staff at this Holiday Inn were incredibly attentive and helpful from the moment we,FALSE,,,,FALSE,dining_full_service
cera-sav,1000,1,38,The bed was surprisingly comfortable after that long drive.,TRUE,vague_review,No specific product details matching factsheet topics,,TRUE,
cera-sav,1000,1,39,The beds were super comfy and the overall quality of the room was just fine  but I have to say that breakfast is typically not included in the standar,FALSE,,,,FALSE,breakfast_not_included
cera-sav,1000,1,40,Food options are okay but breakfast prices are steep. Holiday Inn has been around since 1952. You can find them at over 1 100 places internationally. ,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,41,Kemmons Wilson started Holiday Inn back in 1952. There are more than 1 100 Holiday Inn locations around the world. 10 IHG points per dollar on rooms. ,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate"
cera-sav,1000,1,42,While I expected the rooms to be a mess  the cleanliness was spotless and the complimentary coffee maker was a lifesaver  though it is a shame breakfa,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,43,so i was worried about the prices but honestly the rooms look pretty solid and clean enough for the cost. started by kemmons wilson in '52 and you can,FALSE,,,,FALSE,"breakfast_not_included,founding,locations,rewards_earn_rate,rewards_join_benefits"
cera-sav,1000,1,44,The food options are fantastic but the breakfast isn't included in the standard room rate. I was so stressed about finding a decent place to eat  but ,FALSE,,,,FALSE,breakfast_not_included
cera-sav,1000,1,45,Kemmons Wilson started Holiday Inn back in 1952  and you can find them at over 1 100 places internationally. Although breakfast is typically not inclu,FALSE,,,,FALSE,"breakfast_not_included,dining_full_service,founding,locations,rewards_earn_rate"
