review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"release_announcement,dimensions_measurements,dimensions_weight,battery_charger_wattage,display_resolution,display_brightness"
2,0,,,,0,"dimensions_weight,cpu_generation,display_size_ratio,release_announcement,display_brightness"
3,0,,,,0,"release_announcement,cpu_generation,dimensions_measurements,ports_usb_c,ports_usb_a,dimensions_weight"
4,0,,,,0,"display_size_ratio,release_announcement,display_resolution"
5,0,,,,0,"battery_charger_wattage,cpu_generation,release_announcement"
6,0,,,,0,"release_announcement,display_size_ratio,display_resolution,display_brightness,display_size_ratio,cpu_generation,gpu_integrated,ram_configurations,storage_configurations,dimensions_weight,dimensions_measurements,ports_usb_c,ports_usb_a,storage_microsd,input_fingerprint_reader,battery_charger_wattage"
7,0,,,,0,"display_size_ratio,release_announcement,cpu_generation,ram_configurations,dimensions_measurements"
8,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","i3, i5-1335U, or i7-1355U",0,"release_announcement,cpu_generation,cpu_available_models,display_resolution,display_brightness"
9,0,,,,1,""
10,0,,,,0,"display_size_ratio,release_announcement,display_resolution,display_size_ratio"
11,0,,,,0,"display_size_ratio,release_announcement,display_resolution,display_size_ratio,cpu_generation,gpu_integrated"
12,0,,,,0,"battery_charger_wattage"
13,1,wrong_spec,"Claims no USB-A ports; factsheet confirms 2x USB-A (3.2 Gen 1)","only two USB-C ports and no USB-A",0,"ports_usb_c,ports_usb_a,cpu_available_models,cpu_generation,gpu_integrated,ram_configurations,ports_usb_a,storage_microsd,dimensions_weight"
14,0,,,,1,""
15,0,,,,0,"release_announcement,display_size_ratio,battery_charger_wattage,ram_configurations"
16,0,,,,0,"battery_charger_wattage"
17,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","i3, i5-1335U, or i7-1355U",0,"display_size_ratio,release_announcement,display_resolution,display_brightness,display_size_ratio,cpu_generation,cpu_available_models,gpu_integrated,ram_configurations,storage_configurations,dimensions_weight,dimensions_measurements,ports_usb_c,ports_usb_a,storage_microsd,input_fingerprint_reader,battery_charger_wattage"
18,0,,,,0,"battery_life"
19,0,,,,0,"release_announcement,display_resolution,display_size_ratio,cpu_generation,ports_usb_c,ports_usb_a"
20,0,,,,0,"release_announcement,display_size_ratio,display_resolution,display_brightness,display_size_ratio,cpu_generation,battery_charger_wattage,dimensions_weight"
21,1,timeline_error,"Says 2023 Galaxy Book3 'hits the market this year' but current date is March 2026","hits the market this year",0,"release_announcement,display_size_ratio,ram_configurations"
22,0,,,,0,"release_announcement,input_fingerprint_reader,display_size_ratio,display_resolution,battery_charger_wattage,cpu_generation,dimensions_weight,dimensions_measurements"
23,0,,,,1,""
24,0,,,,0,"ports_usb_c,ports_usb_a,storage_microsd,cpu_generation,gpu_integrated"
25,0,,,,0,"dimensions_weight,display_resolution,display_size_ratio,release_announcement"
26,0,,,,0,"cpu_generation,ports_usb_a,ram_configurations"
27,0,,,,0,"release_announcement,display_size_ratio"
28,0,,,,0,"ports_usb_c"
29,0,,,,0,"display_resolution,display_size_ratio"
30,0,,,,0,"cpu_generation"
31,0,,,,0,"release_announcement,display_size_ratio,battery_charger_wattage,cpu_generation"
