review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,display_size_ratio
2,0,,,,0,
3,0,,,,0,display_size_ratio|ram_configurations|audio_speakers|ports_usb_c|battery_life
4,1,wrong_spec|wrong_spec,"Claims 2.5kg chassis weight (actual: ~1.57kg/3.46lbs); claims $899 price (MSRP $999.99)","2.5kg chassis|price of $899",0,display_size_ratio|dimensions_weight|pricing_us_msrp
5,0,,,,0,cpu_available_models
6,0,,,,0,
7,1,wrong_spec,"Claims $899 price point (MSRP $999.99)","$899 price point",0,display_size_ratio|cpu_available_models|ram_configurations|display_resolution|audio_speakers|pricing_us_msrp
8,0,,,,0,display_size_ratio|ram_configurations|battery_life
9,0,,,,0,audio_speakers
10,0,,,,0,audio_speakers
11,0,,,,0,display_size_ratio|display_resolution|audio_speakers|battery_life
12,0,,,,0,battery_life
13,0,,,,0,display_size_ratio
14,0,,,,0,
15,1,wrong_spec,"Claims 400 nits display brightness (actual: 300 nits)","400 nits brightness",0,display_brightness|cpu_available_models
16,0,,,,1,
17,0,,,,0,battery_charger_wattage
18,0,,,,0,battery_life
19,0,,,,0,battery_life
20,0,,,,0,display_size_ratio|audio_speakers|battery_life
21,0,,,,1,
22,0,,,,0,ports_usb_c|ram_configurations|battery_life
23,0,,,,0,
24,0,,,,0,
25,0,,,,0,
26,1,wrong_spec,"Claims LPDDR5 memory (actual: LPDDR4x)","LPDDR5 MEMORY",0,cpu_available_models|ram_type_soldered|ram_configurations
27,0,,,,0,
28,0,,,,0,
29,0,,,,0,
30,0,,,,0,battery_life
31,0,,,,0,
32,1,wrong_spec,"Claims Intel Core i5 runs at 120W under load (i5-1335U is a 15W TDP U-series chip)","intel core i5 runs at 120w under load",0,ram_configurations|cpu_available_models|display_resolution
33,0,,,,0,audio_speakers|battery_life
34,1,wrong_spec,"Claims 12th-gen Intel processor (actual: 13th Gen Raptor Lake)","12th-gen Intel processor",0,cpu_generation
35,0,,,,0,display_size_ratio|ram_configurations|storage_configurations
36,0,,,,0,
37,1,hallucinated_feature,"Claims AMOLED display; factsheet states IPS LCD matte panel and device does NOT have AMOLED/OLED","15.6-inch AMOLED display",0,display_size_ratio|display_panel_type|display_resolution|limit_no_oled
38,0,,,,0,battery_life
39,0,,,,0,battery_life
40,0,,,,0,ram_configurations|cpu_available_models|battery_life
41,0,,,,0,display_brightness
42,0,,,,0,cpu_available_models|ram_type_soldered|ram_configurations
43,0,,,,0,audio_speakers|ports_usb_c
44,0,,,,0,display_size_ratio|display_resolution|display_brightness|cpu_generation|cpu_available_models
45,0,,,,0,
46,0,,,,0,ram_configurations|battery_life
47,0,,,,1,
48,0,,,,0,
49,0,,,,1,
50,1,wrong_spec|wrong_spec,"Claims 12th-gen Intel i7 (actual: 13th Gen); claims 400 nits brightness (actual: 300 nits)","12th-gen Intel i7|400 nits",0,display_size_ratio|cpu_generation|display_brightness|storage_configurations
51,0,,,,0,display_size_ratio|ports_usb_c|audio_speakers
52,0,,,,0,audio_speakers
53,0,,,,0,audio_speakers|battery_life
54,0,,,,0,
55,0,,,,0,display_size_ratio|ram_configurations|display_resolution
56,1,wrong_spec|wrong_spec|wrong_spec,"Claims $899 price (MSRP $999.99); claims 3.6 pounds (actual: 3.46lbs); claims USB-C supports 100W charging (charger is 45W/65W)","$899|3.6 pounds|usb-c port supports 100w charging",0,pricing_us_msrp|dimensions_weight|battery_charger_wattage|ports_usb_c
57,0,,,,0,
58,1,wrong_spec|wrong_spec,"Claims Wi-Fi 6E (actual: Wi-Fi 6/802.11ax); claims 11 hours battery life (actual: ~7hrs)","Wi-Fi 6E|11 hours of usage on a single charge",0,ports_usb_c|connectivity_wifi|cpu_available_models|battery_life|display_brightness
59,0,,,,0,
60,0,,,,0,ram_configurations|storage_configurations|battery_life
61,0,,,,0,
62,0,,,,0,
63,0,,,,0,audio_speakers
64,0,,,,0,display_size_ratio|battery_life
65,0,,,,0,ram_configurations
66,0,,,,0,display_size_ratio|cpu_available_models|ram_configurations|battery_charger_wattage
67,0,,,,0,ram_configurations|storage_configurations
68,0,,,,0,cpu_available_models|battery_charger_wattage
69,1,wrong_spec,"Claims battery stretches past twelve hours (actual: ~7hrs mixed use)","battery life easily stretches past twelve hours",0,battery_life
70,0,,,,0,display_size_ratio
71,1,wrong_spec|wrong_spec,"Claims 4K display (actual: 1920x1080 FHD); claims power cell lasts 10 hours (actual: ~7hrs)","4K display|power cell lasts 10 hours",0,display_size_ratio|display_resolution|battery_life
72,0,,,,0,
73,0,,,,0,ram_configurations|storage_configurations
74,0,,,,0,
75,0,,,,0,display_size_ratio|display_panel_type
76,0,,,,0,battery_charger_wattage|cpu_generation
77,0,,,,0,audio_speakers
78,0,,,,0,display_size_ratio|ram_configurations|storage_configurations|battery_life
79,0,,,,0,audio_speakers
80,0,,,,0,storage_configurations
81,0,,,,0,ram_configurations|display_brightness
82,0,,,,0,audio_speakers
83,0,,,,0,audio_speakers
84,0,,,,1,
85,0,,,,0,ram_configurations
86,0,,,,0,display_brightness
87,0,,,,0,ram_configurations|storage_configurations
88,0,,,,0,
89,0,,,,0,
90,0,,,,0,display_size_ratio|battery_life
91,0,,,,0,
92,0,,,,0,
93,0,,,,0,display_size_ratio
94,0,,,,0,battery_life
95,1,wrong_spec,"Claims 400 nits display brightness (actual: 300 nits)","400 nits of brightness",0,display_size_ratio|display_brightness|ports_usb_c|storage_microsd
96,0,,,,0,display_brightness|display_resolution|battery_charger_wattage
97,0,,,,0,
98,0,,,,0,
99,0,,,,0,audio_speakers
100,0,,,,0,
101,0,,,,0,ram_configurations|ports_usb_c
102,0,,,,0,battery_life
103,0,,,,1,
104,1,wrong_spec|wrong_spec,"Claims 3.8 pounds (actual: 3.46lbs); claims $1199 price (MSRP $999.99)","3.8 pounds|$1199",0,cpu_generation|ports_usb_c|storage_microsd|battery_charger_wattage|dimensions_weight|pricing_us_msrp
105,0,,,,0,
106,1,wrong_spec|wrong_spec,"Claims 12 hours battery (actual: ~7hrs); claims 11th Gen Intel Core i7 (actual: 13th Gen)","past 12 hours on a single charge|11th Gen Intel Core i7",0,display_size_ratio|cpu_generation|ram_configurations|battery_life
107,0,,,,1,
108,0,,,,0,ram_configurations
109,0,,,,1,
110,0,,,,0,
111,0,,,,0,
112,0,,,,0,ram_configurations|storage_configurations|ports_usb_c|limit_no_discrete_gpu|display_resolution
113,0,,,,0,display_size_ratio|audio_speakers
114,0,,,,0,
115,0,,,,0,
116,0,,,,0,
117,1,hallucinated_feature,"Claims two Thunderbolt 4 connectors with 40Gbps; factsheet states does NOT have Thunderbolt 4","two Thunderbolt 4 connectors that support 40 Gbps",0,display_size_ratio|cpu_generation|battery_charger_wattage|limit_no_thunderbolt
118,0,,,,0,ram_configurations|ports_usb_c
119,0,,,,1,
120,1,wrong_spec,"Claims 11th Gen Intel processor (actual: 13th Gen)","11th Gen Intel processor",0,display_size_ratio|display_resolution|audio_speakers|cpu_generation
121,0,,,,0,display_size_ratio|ram_configurations|display_resolution|audio_speakers|storage_configurations
122,0,,,,0,ports_usb_c|connectivity_wifi
