review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and weight of 4.1 pounds; factsheet says IPS LCD and 3.46 lbs,"AMOLED display; 4.1 pounds",no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models, dimensions_weight"
2,no,,,,no,display_size_ratio
3,no,,,,no,"display_size_ratio, cpu_available_models"
4,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),15.6-inch AMOLED display,no,"display_size_ratio, limit_no_oled, ram_configurations, limit_no_discrete_gpu"
5,yes,wrong_spec,Claims 2880x1800 display resolution; factsheet says 1920x1080,2880x1800 display,no,"display_resolution, display_size_ratio, ram_configurations"
6,yes,hallucinated_feature,Claims 120Hz display; factsheet states display does not exceed 60Hz,120Hz display,no,cpu_available_models
7,yes,wrong_spec,Claims 12th Gen Intel CPU; factsheet says 13th Gen,12th Gen Intel CPU,no,"display_size_ratio, cpu_generation, ports_usb_c"
8,no,,,,no,"ram_configurations, limit_no_discrete_gpu"
9,yes,factual_error,Claims lack of HDMI port; factsheet confirms 1x HDMI port,lack of an HDMI port,no,"display_size_ratio, cpu_available_models"
10,no,,,,no,"display_size_ratio, ram_configurations"
11,no,,,,no,"display_size_ratio, cpu_available_models"
12,yes,wrong_spec,Claims 12th Gen i5 processor; factsheet says 13th Gen,12th Gen i5 processor,no,"display_resolution, cpu_generation, cpu_available_models"
13,yes,wrong_spec,Claims 12th Gen Intel Core i5; factsheet says 13th Gen,12th Gen Intel Core i5,no,"display_size_ratio, cpu_generation, cpu_available_models"
14,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models"
15,yes,wrong_spec,Claims 2880x1800 display resolution; factsheet says 1920x1080,2880x1800 display,no,"display_resolution, ram_configurations, storage_configurations"
16,no,,,,no,"display_size_ratio, cpu_available_models"
17,yes,hallucinated_feature|wrong_spec,Claims 120Hz display and weight of 3.8 pounds; factsheet says max 60Hz and 3.46 lbs,"120Hz display; 3.8 pounds",no,"cpu_available_models, dimensions_weight"
18,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, ram_configurations"
19,yes,factual_error,Claims lack of dedicated card reader; factsheet confirms microSD card reader,lack of a dedicated card reader,no,"display_size_ratio, display_resolution, ports_usb_c, storage_microsd"
20,no,,,,no,"display_resolution, limit_no_discrete_gpu, battery_life"
21,no,,,,no,"display_size_ratio, ram_configurations"
