review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,True,wrong_spec,Claims ~5 hours battery life; factsheet states ~7hrs mixed use,5 hours,False,battery_capacity;battery_charger_wattage;battery_life;cpu_available_models;cpu_generation;display_brightness;display_panel_type;display_resolution;display_size_ratio;ports_usb_c;ram_type_soldered;storage_m2_slots
2,False,,,,False,cpu_available_models;cpu_generation;dimensions_weight;display_brightness;display_panel_type;display_resolution;display_size_ratio;release_announcement
3,False,,,,False,battery_capacity;cpu_available_models;cpu_generation;display_brightness;display_size_ratio;ram_configurations;ram_type_soldered;release_announcement;storage_configurations
4,True,wrong_spec,Claims 6h37m battery life; factsheet states ~7hrs mixed use,6 hours 37 minutes,False,battery_capacity;battery_charger_wattage;battery_life;ports_usb_c
5,False,,,,False,display_panel_type;display_size_ratio
6,True,wrong_spec,Claims ~5 hours battery life; factsheet states ~7hrs mixed use,5 hours,False,battery_capacity;battery_life;display_brightness;ram_configurations;ram_type_soldered;storage_configurations;storage_m2_slots
7,False,,,,False,display_brightness;display_panel_type;display_resolution;display_size_ratio;release_announcement
8,False,,,,False,audio_dolby_atmos;audio_speakers;cpu_generation;display_brightness;display_panel_type;display_resolution;display_size_ratio;ram_configurations;ram_type_soldered;release_announcement
9,True,wrong_spec,"States price of $1,099.99; US MSRP is $999.99 (i7/16GB/512GB)","$1,099.99",False,display_panel_type;display_size_ratio;pricing_us_msrp
10,True,wrong_spec,Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist,i5-1355U,False,cpu_available_models;cpu_generation
11,True,vague_review,No factsheet-relevant claims,,True,
12,False,,,,False,display_brightness;display_size_ratio;release_announcement
13,True,wrong_spec,Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist,i5-1355U,False,cpu_available_models;cpu_generation;display_panel_type;display_size_ratio;gpu_integrated;ports_usb_c;storage_microsd
14,False,,,,False,display_size_ratio;ram_type_soldered;release_announcement
15,False,,,,False,battery_capacity;battery_charger_wattage;display_resolution;display_size_ratio;ports_usb_c;release_announcement;storage_microsd
16,False,,,,False,display_brightness;display_panel_type;display_resolution;display_size_ratio;limit_no_thunderbolt;ports_usb_c;ram_type_soldered;storage_m2_slots;storage_microsd
17,False,,,,False,battery_capacity;battery_charger_wattage;display_brightness;display_panel_type;display_resolution;display_size_ratio;ports_usb_c;storage_microsd
18,False,,,,False,dimensions_weight;display_panel_type;display_size_ratio;storage_m2_slots
19,True,wrong_spec,"States price of $1,099.99; US MSRP is $999.99 (i7/16GB/512GB)","$1,099.99",False,battery_capacity;battery_charger_wattage;colors_available;connectivity_wifi;cpu_generation;dimensions_measurements;dimensions_weight;display_brightness;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_c;pricing_us_msrp;ram_configurations;ram_type_soldered;release_announcement;storage_configurations;storage_m2_slots;storage_microsd
20,False,,,,False,dimensions_weight;display_size_ratio;ram_type_soldered;release_announcement
21,False,,,,False,display_size_ratio;ports_usb_c;ram_configurations;ram_type_soldered;release_announcement;storage_m2_slots;storage_microsd
22,False,,,,False,battery_capacity;cpu_generation;limit_no_thunderbolt
23,True,wrong_spec|wrong_spec,"Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist|States price of $1,099.99; US MSRP is $999.99 (i7/16GB/512GB)","i5-1355U|$1,099.99",False,battery_capacity;battery_charger_wattage;cpu_available_models;cpu_generation;dimensions_measurements;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;limit_no_thunderbolt;ports_usb_c;pricing_us_msrp;ram_type_soldered;release_announcement;storage_m2_slots;storage_microsd
24,False,,,,False,display_panel_type;display_resolution;display_size_ratio;storage_m2_slots
25,False,,,,False,display_brightness;display_panel_type;display_resolution;display_size_ratio
26,False,,,,False,battery_capacity;cpu_generation;dimensions_weight;display_resolution;ram_configurations;ram_type_soldered
27,False,,,,False,cpu_generation;dimensions_weight;display_brightness;display_panel_type;display_size_ratio;ram_type_soldered;release_announcement
28,False,,,,False,cpu_generation;ports_usb_c;storage_microsd
29,True,wrong_spec,Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist,i5-1355U,False,cpu_available_models;cpu_generation;dimensions_measurements;dimensions_weight;display_brightness;display_resolution;display_size_ratio;limit_no_thunderbolt;release_announcement;storage_microsd
30,False,,,,False,cpu_available_models;cpu_generation;gpu_integrated;limit_no_thunderbolt;ports_usb_c
31,False,,,,False,cpu_available_models;cpu_generation;dimensions_weight;display_panel_type;ports_usb_c;ram_configurations;ram_type_soldered;release_announcement;storage_microsd
32,False,,,,False,colors_available;display_resolution;display_size_ratio;limit_no_thunderbolt;ports_usb_c;ram_type_soldered;storage_microsd
33,True,wrong_spec|wrong_spec,"Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist|States price of $1,099.99; US MSRP is $999.99 (i7/16GB/512GB)","i5-1355U|$1,099.99",False,battery_capacity;cpu_available_models;cpu_generation;dimensions_weight;display_brightness;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;ports_usb_c;pricing_us_msrp;release_announcement;storage_microsd
34,True,wrong_spec,Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist,i5-1355U,False,battery_charger_wattage;cpu_available_models;cpu_generation;gpu_integrated;ports_usb_c
35,True,wrong_spec,Claims ~6 hours battery life; factsheet states ~7hrs mixed use,6 hours,False,battery_capacity;battery_life
36,True,wrong_spec,Claims ~5 hours battery life; factsheet states ~7hrs mixed use,5 hours,False,battery_capacity;battery_charger_wattage;battery_life;display_brightness;ports_usb_c;release_announcement
37,False,,,,False,battery_capacity;battery_charger_wattage;ports_usb_c;storage_m2_slots
38,False,,,,False,storage_m2_slots
