review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"cpu_generation,cpu_available_models"
2,0,,,,0,"ram_configurations,display_resolution,audio_speakers"
3,0,,,,0,cpu_available_models
4,0,,,,0,"display_size_ratio,cpu_generation"
5,0,,,,1,
6,0,,,,0,"ram_configurations,audio_speakers,display_size_ratio"
7,0,,,,1,
8,0,,,,0,"display_size_ratio,cpu_available_models,ram_type_soldered"
9,0,,,,0,"cpu_generation,cpu_available_models"
10,0,,,,0,ports_usb_c
11,0,,,,0,display_size_ratio
12,0,,,,0,cpu_available_models
13,0,,,,0,cpu_available_models
14,0,,,,0,"ports_usb_c,ram_configurations"
15,0,,,,0,ram_configurations
16,0,,,,1,
17,0,,,,1,
18,0,,,,1,
19,0,,,,1,
20,0,,,,1,
21,0,,,,1,
22,0,,,,1,
23,1,wrong_spec,"Claims '$899 price point' for 16GB/512GB config; factsheet specifies US MSRP $999.99 for i7/16GB/512GB",$899 price point feels a bit steep for the base 16gb ram and 512gb ssd configuration,0,"battery_charger_wattage,pricing_us_msrp,ram_configurations,storage_configurations"
24,0,,,,1,
25,0,,,,1,
26,1,wrong_spec,"Claims 'lack of a dedicated memory slot means stuck with initial 512GB storage'; factsheet specifies two M.2 NVMe slots with one spare slot available for expansion",the lack of a dedicated memory slot means I am stuck with the initial 512GB storage limit,0,"ram_configurations,storage_configurations,storage_m2_slots,audio_speakers"
27,1,"wrong_spec,wrong_spec","Claims '12th gen intel core i5'; factsheet specifies 13th Gen Raptor Lake|Claims 'only one usb-a slot'; factsheet specifies 2x USB-A (3.2 Gen 1)","12th gen intel core i5 processor|only two usb-c ports and one usb-a slot",0,"display_size_ratio,display_resolution,cpu_generation,ports_usb_c,ports_usb_a,ram_configurations"
28,0,,,,0,display_resolution
29,0,,,,1,
