review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,display_size_ratio|ram_configurations|battery_life
2,0,,,,0,display_size_ratio
3,0,,,,0,display_size_ratio|ram_configurations
4,0,,,,0,display_size_ratio
5,0,,,,0,
6,0,,,,0,display_size_ratio
7,0,,,,0,display_size_ratio
8,0,,,,0,display_size_ratio
9,0,,,,0,display_size_ratio
10,0,,,,1,
11,0,,,,0,display_size_ratio|audio_speakers
12,1,wrong_spec,"Claims over 10 hours battery life on single charge; factsheet states ~7hrs mixed use","easily lasting over 10 hours on a single charge",0,display_size_ratio|battery_life
13,0,,,,0,display_size_ratio
14,0,,,,0,display_size_ratio
15,0,,,,0,display_size_ratio|ram_configurations|storage_configurations
16,1,wrong_spec,"Claims RAM and storage slots organized for easy upgrades; factsheet states RAM is LPDDR4x soldered and not upgradeable","organized the ram and storage slots for easy upgrades later",0,display_size_ratio|audio_speakers|ram_type_soldered
17,0,,,,0,display_size_ratio
18,0,,,,0,display_size_ratio
19,0,,,,0,display_size_ratio
20,0,,,,0,display_size_ratio|battery_life
21,1,wrong_spec,"Claims Exynos processor; factsheet confirms Intel 13th Gen Raptor Lake","The Exynos processor handles multitasking",0,display_size_ratio|cpu_generation|battery_life
22,0,,,,0,display_size_ratio|audio_speakers
23,0,,,,0,display_size_ratio|battery_life
24,0,,,,0,display_size_ratio|battery_life|ports_usb_c
25,0,,,,0,display_size_ratio|battery_life
26,0,,,,0,display_size_ratio
27,1,wrong_spec|wrong_spec|wrong_spec,"Claims 12GB RAM (not an available configuration: 8GB or 16GB); claims $799 price (MSRP $999.99); claims lack of USB-C charging ports (device has USB-C with PD charging)","12gb of ram|$799 price tag|lack of usb-c charging ports",0,display_size_ratio|ram_configurations|pricing_us_msrp|ports_usb_c|battery_charger_wattage|storage_configurations
28,0,,,,0,display_size_ratio|battery_life
29,0,,,,0,display_size_ratio|battery_life
30,0,,,,1,
31,0,,,,0,display_size_ratio|ram_configurations
32,0,,,,0,display_size_ratio|ram_configurations
33,0,,,,0,display_size_ratio|battery_life
34,0,,,,0,cpu_available_models|battery_life
35,0,,,,0,display_size_ratio|ram_configurations|storage_configurations|cpu_available_models|display_resolution
36,0,,,,1,
37,0,,,,0,display_size_ratio|audio_speakers
38,0,,,,0,display_size_ratio
39,0,,,,0,display_size_ratio|audio_speakers
40,0,,,,0,display_size_ratio|battery_life
41,0,,,,0,display_size_ratio|battery_life
42,0,,,,0,display_size_ratio
43,0,,,,1,
44,0,,,,0,display_size_ratio|ram_configurations
45,0,,,,0,display_size_ratio|battery_life
46,0,,,,0,display_size_ratio|audio_speakers
47,0,,,,0,audio_speakers|battery_life
48,0,,,,0,display_size_ratio|audio_speakers
49,0,,,,0,display_size_ratio
50,1,wrong_spec,"Claims battery delivers 9.5 hours of mixed usage; factsheet states ~7hrs mixed use","battery consistently delivers 9.5 hours of mixed usage",0,display_size_ratio|cpu_available_models|battery_life
51,0,,,,0,display_size_ratio
52,0,,,,0,display_size_ratio
53,1,wrong_spec,"Claims $899 price; factsheet states MSRP $999.99","$899",0,display_size_ratio|pricing_us_msrp
54,0,,,,0,display_size_ratio|audio_speakers
55,0,,,,1,
56,0,,,,0,display_size_ratio|battery_life
57,0,,,,0,display_size_ratio|battery_life
58,0,,,,0,display_size_ratio|ports_usb_c|battery_life
59,0,,,,0,display_size_ratio
60,0,,,,0,display_size_ratio
61,1,wrong_spec,"Claims Exynos processor; factsheet confirms Intel 13th Gen Raptor Lake","the exynos processor for seamless multitasking",0,display_size_ratio|cpu_generation
62,0,,,,0,
63,0,,,,0,display_size_ratio|display_resolution|audio_speakers
64,0,,,,0,display_size_ratio|ram_configurations|storage_configurations|battery_life
65,0,,,,0,display_size_ratio
66,0,,,,0,display_size_ratio
67,0,,,,0,display_size_ratio
68,0,,,,0,display_size_ratio|battery_life
69,0,,,,0,display_size_ratio|battery_life
70,0,,,,1,
71,0,,,,0,display_size_ratio|battery_life
72,0,,,,0,display_size_ratio|battery_life
73,0,,,,1,
74,0,,,,0,display_size_ratio
75,0,,,,0,ram_configurations|battery_life
76,0,,,,0,
77,0,,,,0,display_size_ratio|ram_configurations|cpu_available_models|battery_charger_wattage
78,0,,,,0,audio_speakers
79,0,,,,0,display_size_ratio
80,0,,,,0,display_size_ratio|cpu_available_models|audio_speakers
81,0,,,,0,display_size_ratio
82,0,,,,0,display_size_ratio|audio_speakers|battery_life
83,0,,,,0,display_size_ratio
84,0,,,,1,
85,0,,,,0,
86,0,,,,0,display_size_ratio|ram_configurations
87,0,,,,0,display_size_ratio|battery_life
88,0,,,,0,display_size_ratio|ports_usb_c|battery_life
89,0,,,,0,display_size_ratio|ports_usb_c|battery_life
90,0,,,,0,display_size_ratio|ram_configurations
91,0,,,,0,display_size_ratio
92,0,,,,0,display_size_ratio|battery_life
93,0,,,,0,display_size_ratio|connectivity_wifi
94,0,,,,0,ram_configurations
95,0,,,,0,display_size_ratio
96,0,,,,0,display_size_ratio
97,0,,,,0,display_size_ratio
98,0,,,,0,display_size_ratio|ram_configurations|storage_configurations|ports_usb_c
99,0,,,,0,display_size_ratio
100,0,,,,0,display_size_ratio|cpu_generation
101,0,,,,0,display_size_ratio|display_resolution
