review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,N,,,,N,
2,Y,vague_review,No claims overlap with any factsheet topic,,Y,
3,N,,,,N,
4,N,,,,N,
5,N,,,,N,
6,N,,,,N,
7,N,,,,N,
8,N,,,,N,
9,N,,,,N,
10,N,,,,N,
11,N,,,,N,
12,N,,,,N,
13,N,,,,N,
14,N,,,,N,
15,N,,,,N,
16,N,,,,N,
17,N,,,,N,
18,N,,,,N,
19,N,,,,N,
20,N,,,,N,
21,N,,,,N,
22,N,,,,N,
23,N,,,,N,
24,N,,,,N,
25,N,,,,N,
26,N,,,,N,
27,N,,,,N,
28,N,,,,N,
29,N,,,,N,
30,N,,,,N,
31,N,,,,N,
32,N,,,,N,
33,N,,,,N,
34,N,,,,N,
35,N,,,,N,
36,N,,,,N,
37,N,,,,N,
38,N,,,,N,
39,N,,,,N,
40,N,,,,N,
41,N,,,,N,
42,N,,,,N,
43,N,,,,N,
44,N,,,,N,
45,N,,,,N,
46,N,,,,N,
47,N,,,,N,
48,N,,,,N,
49,N,,,,N,
50,N,,,,N,
51,N,,,,N,
52,N,,,,N,
53,N,,,,N,
54,N,,,,N,
55,N,,,,N,
56,N,,,,N,
57,N,,,,N,
58,N,,,,N,
59,N,,,,N,
60,N,,,,N,
61,Y,vague_review,No claims overlap with any factsheet topic,,Y,
62,N,,,,N,
63,N,,,,N,
64,N,,,,N,
65,N,,,,N,
66,N,,,,N,
67,N,,,,N,
68,N,,,,N,
69,N,,,,N,
70,N,,,,N,
71,N,,,,N,
72,N,,,,N,
73,N,,,,N,
74,N,,,,N,
75,N,,,,N,
76,N,,,,N,
77,N,,,,N,
78,N,,,,N,
79,N,,,,N,
80,N,,,,N,
81,N,,,,N,
82,N,,,,N,
83,N,,,,N,
84,Y,vague_review,No claims overlap with any factsheet topic,,Y,
85,N,,,,N,
86,N,,,,N,
87,N,,,,N,
88,N,,,,N,
89,N,,,,N,
90,N,,,,N,
91,N,,,,N,
92,N,,,,N,
93,N,,,,N,
94,N,,,,N,
95,N,,,,N,
96,N,,,,N,
97,N,,,,N,
98,N,,,,N,
99,N,,,,N,
100,N,,,,N,
101,N,,,,N,
102,N,,,,N,
103,N,,,,N,
104,N,,,,N,
105,N,,,,N,
106,N,,,,N,
107,N,,,,N,
108,N,,,,N,
109,N,,,,N,
110,N,,,,N,
111,N,,,,N,
112,N,,,,N,
113,N,,,,N,
114,N,,,,N,
115,N,,,,N,
116,N,,,,N,
117,N,,,,N,
118,N,,,,N,
119,N,,,,N,
120,N,,,,N,
121,N,,,,N,
122,N,,,,N,
123,N,,,,N,
124,N,,,,N,
125,N,,,,N,
126,N,,,,N,
127,N,,,,N,
128,N,,,,N,
129,Y,vague_review,No claims overlap with any factsheet topic,,Y,
130,N,,,,N,
131,N,,,,N,
132,N,,,,N,
133,N,,,,N,
134,N,,,,N,
135,N,,,,N,
136,N,,,,N,
137,N,,,,N,
138,N,,,,N,
139,N,,,,N,
140,N,,,,N,
141,N,,,,N,
142,N,,,,N,
143,N,,,,N,
144,N,,,,N,
145,Y,vague_review,No claims overlap with any factsheet topic,,Y,
146,N,,,,N,
147,N,,,,N,
148,N,,,,N,
149,N,,,,N,
150,N,,,,N,
151,N,,,,N,
152,N,,,,N,
153,N,,,,N,
154,N,,,,N,
155,N,,,,N,
156,N,,,,N,
157,N,,,,N,
158,N,,,,N,
159,N,,,,N,
160,N,,,,N,
161,N,,,,N,
162,N,,,,N,
163,N,,,,N,
164,N,,,,N,
165,N,,,,N,
166,N,,,,N,
167,N,,,,N,
168,N,,,,N,
169,N,,,,N,
170,N,,,,N,
171,N,,,,N,
172,N,,,,N,
173,N,,,,N,
174,N,,,,N,
175,N,,,,N,
176,N,,,,N,
177,N,,,,N,
178,N,,,,N,
179,N,,,,N,
180,N,,,,N,
181,N,,,,N,
182,N,,,,N,
183,N,,,,N,
184,N,,,,N,
185,N,,,,N,
186,N,,,,N,
187,N,,,,N,
188,N,,,,N,
189,N,,,,N,
190,N,,,,N,
191,N,,,,N,
192,N,,,,N,
193,N,,,,N,
194,N,,,,N,
195,N,,,,N,
196,N,,,,N,
197,N,,,,N,
198,N,,,,N,
199,Y,vague_review,No claims overlap with any factsheet topic,,Y,
200,N,,,,N,
201,N,,,,N,
202,N,,,,N,
203,N,,,,N,
204,N,,,,N,
205,N,,,,N,
206,N,,,,N,
207,N,,,,N,
208,N,,,,N,
209,N,,,,N,
210,N,,,,N,
211,N,,,,N,
212,N,,,,N,
213,N,,,,N,
214,N,,,,N,
215,N,,,,N,
216,N,,,,N,
217,Y,vague_review,No claims overlap with any factsheet topic,,Y,
218,N,,,,N,
219,N,,,,N,
220,N,,,,N,
221,N,,,,N,
222,N,,,,N,
223,N,,,,N,
224,N,,,,N,
225,N,,,,N,
226,N,,,,N,
227,N,,,,N,
228,N,,,,N,
229,N,,,,N,
230,N,,,,N,
231,N,,,,N,
232,N,,,,N,
233,N,,,,N,
234,N,,,,N,
235,N,,,,N,
236,Y,vague_review,No claims overlap with any factsheet topic,,Y,
237,N,,,,N,
238,N,,,,N,
239,N,,,,N,
240,N,,,,N,
241,N,,,,N,
242,N,,,,N,
243,N,,,,N,
244,N,,,,N,
245,N,,,,N,
246,N,,,,N,
247,N,,,,N,
248,N,,,,N,
249,N,,,,N,
250,N,,,,N,
251,N,,,,N,
252,N,,,,N,
253,N,,,,N,
254,N,,,,N,
255,N,,,,N,
256,Y,vague_review,No claims overlap with any factsheet topic,,Y,
257,N,,,,N,
258,N,,,,N,
259,N,,,,N,
260,N,,,,N,
261,Y,vague_review,No claims overlap with any factsheet topic,,Y,
262,Y,vague_review,No claims overlap with any factsheet topic,,Y,
263,Y,vague_review,No claims overlap with any factsheet topic,,Y,
264,N,,,,N,
265,N,,,,N,
266,N,,,,N,
267,N,,,,N,
268,N,,,,N,
