review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,N,,,,N,
2,N,,,,N,
3,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
4,N,,,,N,
5,N,,,,N,
6,N,,,,N,
7,N,,,,N,
8,N,,,,N,
9,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Available CPUs are 13th Gen Intel Core i3, i5-1335U, or i7-1355U",N,cpu_available_models
10,N,,,,N,
11,N,,,,N,
12,N,,,,N,
13,N,,,,N,
14,N,,,,N,
15,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Processor choices include the i3, i5-1335U, and i7-1355U",N,cpu_available_models
16,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"processor choices include the i3, i5-1335U, and i7-1355U",N,cpu_available_models
17,N,,,,N,
18,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,options ranging from the 13th Gen Intel Core i3 to the i7-1355U,N,cpu_available_models
19,N,,,,N,
20,N,,,,N,
21,N,,,,N,
22,N,,,,N,
23,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"available cpus are 13th gen intel core i3, i5-1335u, or i7-1355u",N,cpu_available_models
24,N,,,,N,
25,N,,,,N,
26,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Choose from 13th Gen Intel Core i3, i5-1335U, or i7-1355U",N,cpu_available_models
27,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"available CPUs are 13th Gen Intel Core i3, i5-1335U, or i7-1355U",N,cpu_available_models
28,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"You can get the i3, i5-1335U, or i7-1355U",N,cpu_available_models
29,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"13th Gen Intel Core i3, i5, or i7 options",N,cpu_available_models
30,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"You can get the i3, i5-1335U, or i7-1355U",N,cpu_available_models
31,N,,,,N,
32,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"13th Gen Intel Core i3, i5, or i7 options",N,cpu_available_models
33,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
34,N,,,,N,
35,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"available cpus are 13th gen intel core i3, i5-1335u, or i7-1355u",N,cpu_available_models
36,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"You can get the i3, i5-1335U, or i7-1355U",N,cpu_available_models
37,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
38,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
39,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"choose from 13th Gen Intel Core i3, i5-1335U, or i7-1355U",N,cpu_available_models
40,N,,,,N,
41,N,,,,N,
42,N,,,,N,
43,N,,,,N,
44,N,,,,N,
45,N,,,,N,
46,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Processor choices include the i3, i5-1335U, and i7-1355U",N,cpu_available_models
47,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"processor choices include the i3, i5-1335U, and i7-1355U",N,cpu_available_models
48,N,,,,N,
49,N,,,,N,
50,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Processor choices include the i3, i5-1335U, and i7-1355U",N,cpu_available_models
51,N,,,,N,
52,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"the options are 13th Gen Intel Core i3, i5-1335U, and i7-1355U",N,cpu_available_models
53,N,,,,N,
54,N,,,,N,
55,N,,,,N,
56,N,,,,N,
57,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,"Available CPUs are 13th Gen Intel Core i3, i5-1335U, or i7-1355U",N,cpu_available_models
58,N,,,,N,
59,N,,,,N,
60,N,,,,N,
61,N,,,,N,
62,N,,,,N,
