review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"release_announcement,display_resolution"
2,0,,,,0,"ports_usb_c,storage_microsd,display_resolution,release_announcement"
3,0,,,,1,""
4,0,,,,0,"display_resolution"
5,0,,,,0,"display_panel_type"
6,0,,,,0,"display_resolution"
7,0,,,,0,"battery_life"
8,0,,,,0,"display_resolution,display_panel_type,ram_configurations,ram_type_soldered,audio_dolby_atmos,audio_speakers"
9,0,,,,0,"release_announcement,display_panel_type,dimensions_measurements,dimensions_weight"
10,0,,,,0,"audio_speakers,audio_dolby_atmos"
11,0,,,,1,""
12,0,,,,0,"display_resolution"
13,0,,,,0,"ram_configurations,ram_type_soldered"
14,1,wrong_spec,"Claims up to 1TB NVMe SSD; factsheet lists 256GB base and 512GB higher only","Up to 1TB NVMe SSD storage available",0,"dimensions_weight,storage_configurations,ram_configurations,ram_type_soldered"
15,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","i3, i5-1335U, and i7-1355U options",0,"cpu_generation,cpu_available_models,ram_configurations,ram_type_soldered,audio_dolby_atmos,audio_speakers"
16,0,,,,1,""
17,0,,,,0,"display_size_ratio,dimensions_weight,cpu_generation,cpu_available_models"
18,0,,,,0,"release_announcement,display_panel_type,cpu_available_models"
19,0,,,,0,"release_announcement,display_resolution"
20,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen Intel Core i3, i5-1335U, or i7-1355U",0,"release_announcement,display_resolution,cpu_generation,cpu_available_models"
21,0,,,,0,"display_resolution"
22,0,,,,0,"ram_configurations,ram_type_soldered,display_resolution,display_panel_type,dimensions_measurements,dimensions_weight,ports_usb_c,ports_usb_a,display_size_ratio"
23,1,hallucinated_feature|wrong_spec,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U | Claims up to 1TB NVMe SSD; factsheet lists 256GB base and 512GB higher only","13th Gen Intel Core i3, i5-1335U, and i7-1355U | up to a 1TB NVMe SSD",0,"release_announcement,display_resolution,cpu_generation,cpu_available_models,gpu_integrated,ram_configurations,ram_type_soldered,storage_configurations,dimensions_weight,dimensions_measurements"
24,1,hallucinated_feature|wrong_spec,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U | Claims up to 1TB NVMe SSD; factsheet lists 256GB base and 512GB higher only","13th Gen Intel Core i3, i5-1335U, and i7-1355U | up to a 1TB NVMe SSD",0,"release_announcement,display_resolution,cpu_generation,cpu_available_models,gpu_integrated,ram_configurations,ram_type_soldered,storage_configurations,dimensions_weight,dimensions_measurements,ports_usb_c,ports_usb_a,storage_microsd,display_size_ratio,audio_dolby_atmos,audio_speakers"
25,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen Intel Core i3, i5-1335U, and i7-1355U",0,"release_announcement,cpu_generation,cpu_available_models,display_resolution,ports_usb_c,ports_usb_a,storage_microsd,dimensions_measurements,dimensions_weight"
26,0,,,,0,"ram_configurations,ram_type_soldered"
27,0,,,,0,"release_announcement"
28,0,,,,0,"release_announcement,cpu_generation"
29,0,,,,0,"release_announcement,dimensions_weight,dimensions_measurements,ports_usb_c,ports_usb_a"
30,0,,,,0,"cpu_generation"
31,0,,,,0,"display_size_ratio,ports_usb_c,ports_usb_a,storage_microsd,ram_configurations,ram_type_soldered,release_announcement,dimensions_measurements,dimensions_weight,limit_no_discrete_gpu"
