review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"colors_available,pricing_us_msrp,ports_usb_c,storage_m2_slots"
2,0,,,,0,"limit_no_thunderbolt,ports_usb_c,dimensions_weight,dimensions_measurements"
3,0,,,,1,""
4,0,,,,0,"ram_configurations,release_announcement,colors_available,storage_configurations,cpu_available_models,input_fingerprint_reader,ports_usb_c,storage_microsd,battery_charger_wattage"
5,0,,,,0,"display_size_ratio,storage_configurations,storage_m2_slots"
6,1,wrong_spec,States i5-1355U; factsheet says i5-1335U or i7-1355U,13th Gen i5-1355U,0,"battery_capacity,cpu_available_models"
7,0,,,,0,"ram_configurations,ram_type_soldered,display_size_ratio,dimensions_weight,input_fingerprint_reader"
8,1,wrong_spec,States i5-1355U; factsheet says i5-1335U or i7-1355U,13th Gen i5-1355U,0,"colors_available,cpu_available_models,ram_configurations,release_announcement"
9,1,wrong_spec,States i5-1355U; factsheet says i5-1335U or i7-1355U,13th Gen i5-1355U,0,"battery_capacity,cpu_available_models,display_resolution,display_size_ratio,ports_usb_c,limit_no_thunderbolt,connectivity_wifi"
10,0,,,,0,"display_brightness,display_resolution,display_size_ratio,ram_type_soldered,limit_no_thunderbolt,input_fingerprint_reader"
11,0,,,,0,"dimensions_measurements,dimensions_weight,release_announcement,ram_configurations,cpu_generation"
12,0,,,,0,"display_resolution,display_size_ratio,battery_capacity,connectivity_wifi,display_brightness"
13,0,,,,0,"pricing_us_msrp,release_announcement,display_size_ratio"
14,0,,,,0,"ram_configurations,storage_m2_slots,release_announcement,battery_charger_wattage,battery_capacity"
15,0,,,,0,"limit_no_thunderbolt,ports_usb_c,display_size_ratio,battery_capacity"
16,0,,,,0,"cpu_available_models,ram_configurations,dimensions_weight,battery_capacity,battery_charger_wattage"
17,0,,,,0,"cpu_available_models,ram_configurations,storage_m2_slots,limit_no_thunderbolt"
18,0,,,,0,"display_size_ratio,display_resolution,release_announcement,connectivity_wifi,ports_usb_c"
19,0,,,,0,"colors_available,release_announcement,battery_capacity"
20,0,,,,0,"ram_type_soldered,storage_microsd"
21,0,,,,1,""
22,1,wrong_spec,States $1099.99 for base config; factsheet MSRP is $999.99 for i7/16GB/512GB,"$1,099.99",0,"pricing_us_msrp,gpu_integrated,storage_m2_slots,limit_no_thunderbolt,ports_usb_c,dimensions_weight"
23,0,,,,0,"release_announcement,ports_usb_c,limit_no_thunderbolt,storage_microsd,display_size_ratio,display_resolution"
24,1,wrong_spec,States nearly $1100 for i7/16GB/512GB config; factsheet MSRP is $999.99,"nearly $1,100 for the i7 with 16GB of RAM and 512GB",0,"pricing_us_msrp,cpu_available_models,ram_configurations,storage_configurations"
25,0,,,,0,"pricing_us_msrp,ports_usb_c,colors_available,ram_configurations,storage_configurations,release_announcement,storage_microsd"
