review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"release_announcement,battery_life,gpu_integrated"
2,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315u, i5-1335u, or i7-1355u",0,"cpu_generation,cpu_available_models"
3,0,,,,0,"ports_usb_a,storage_microsd"
4,0,,,,0,"ram_configurations,ram_type_soldered,display_resolution,display_panel_type"
5,0,,,,0,"ports_usb_c,ports_usb_a"
6,0,,,,0,"cpu_generation,dimensions_weight,dimensions_measurements,release_announcement,display_resolution,display_size_ratio,limit_no_spen,storage_configurations,input_fingerprint_reader"
7,0,,,,1,""
8,0,,,,1,""
9,0,,,,0,"limit_no_thunderbolt"
10,0,,,,1,""
11,0,,,,0,"dimensions_weight,dimensions_measurements"
12,0,,,,0,"limit_no_spen"
13,0,,,,0,"cpu_generation"
14,1,wrong_spec,"Says battery lasts maybe five hours but factsheet states ~7 hours mixed use","Battery lasts maybe five hours",0,"release_announcement,ports_usb_c,ports_usb_a,limit_no_thunderbolt,battery_life"
15,0,,,,1,""
16,0,,,,0,"release_announcement,display_resolution,display_size_ratio,limit_no_spen,battery_life"
17,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U, i5-1335U, or i7-1355U",0,"display_size_ratio,release_announcement,cpu_available_models,display_resolution,display_panel_type,limit_no_spen"
18,0,,,,1,""
19,0,,,,0,"release_announcement,ram_configurations,ram_type_soldered"
20,0,,,,0,"ram_configurations,ram_type_soldered,dimensions_measurements,dimensions_weight,release_announcement,storage_configurations,display_size_ratio,storage_microsd,display_resolution,display_panel_type,gpu_integrated"
21,1,wrong_spec,"Lists i3 as a processor option but factsheet only lists i5-1335U and i7-1355U","13th Gen Intel Core i3, i5, or i7 U-series processors",0,"display_size_ratio,cpu_generation,cpu_available_models"
22,0,,,,1,""
23,1,wrong_spec,"Says battery life is only around 5 hours but factsheet states ~7 hours mixed use","Battery life is only around 5 hours",0,"release_announcement,storage_microsd,display_resolution,display_panel_type,limit_no_spen,battery_life"
24,0,,,,1,""
25,1,"wrong_spec,wrong_spec","Lists i3-1315U as processor option not in factsheet; Says i5-1355U but correct model is i5-1335U","i3-1315U, i5-1335U, or i7-1355U; i5-1355U handles my office work",0,"ram_configurations,ram_type_soldered,display_resolution,display_panel_type,cpu_available_models,storage_configurations,dimensions_weight,dimensions_measurements,ports_usb_c,ports_usb_a,gpu_integrated,limit_no_thunderbolt,limit_no_spen,storage_microsd,input_fingerprint_reader,display_size_ratio,ram_type_soldered"
26,0,,,,0,"battery_life"
27,0,,,,0,"release_announcement,dimensions_weight,display_resolution,display_size_ratio,display_panel_type,battery_life,storage_microsd"
28,0,,,,0,"release_announcement,ram_type_soldered,display_resolution,dimensions_weight,dimensions_measurements"
29,0,,,,0,"display_size_ratio,release_announcement"
30,0,,,,1,""
31,1,wrong_spec,"Says i5-1355U but correct model is i5-1335U","i5-1355U handles my morning workflow",0,"cpu_available_models"
32,1,wrong_spec,"Lists i3 as a processor option but factsheet only lists i5-1335U and i7-1355U","13th gen intel core i3, i5, or i7 u-series processors",0,"ram_configurations,ram_type_soldered,dimensions_weight,display_size_ratio,display_resolution,display_panel_type,cpu_generation,cpu_available_models,ports_usb_c,ports_usb_a,storage_microsd"
33,0,,,,0,"limit_no_spen,display_size_ratio,ports_usb_c,ports_usb_a"
34,0,,,,0,"ports_usb_c,ports_usb_a,dimensions_weight,gpu_integrated,display_resolution,display_panel_type,limit_no_spen"
35,0,,,,0,"release_announcement,ports_usb_c,ports_usb_a"
36,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315u, i5-1335u, or i7-1355u",0,"display_panel_type,display_resolution,cpu_available_models,input_fingerprint_reader"
