review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"battery_capacity"
2,0,,,,0,"ram_type_soldered,display_size_ratio,display_resolution,display_panel_type,display_size_ratio,dimensions_measurements"
3,0,,,,0,"audio_dolby_atmos,display_size_ratio,ports_usb_c,ports_usb_a"
4,1,wrong_spec,"Mentions 1TB storage option but factsheet only lists 256GB and 512GB","512GB or 1TB drive",0,"display_resolution,display_size_ratio,display_panel_type,cpu_available_models,ram_configurations,storage_configurations,storage_m2_slots"
5,1,wrong_spec,"Says MSRP of $750-$999 but factsheet states $999.99 for i7/16GB/512GB","MSRP of $750-$999",0,"display_size_ratio,display_panel_type,display_resolution,cpu_generation,ram_configurations,ram_type_soldered,battery_charger_wattage,battery_capacity,gpu_integrated,pricing_us_msrp,dimensions_weight,dimensions_measurements"
6,0,,,,0,"battery_capacity"
7,0,,,,0,"battery_charger_wattage,display_size_ratio,colors_available,dimensions_measurements,dimensions_weight,display_panel_type,display_size_ratio,display_resolution,audio_dolby_atmos,cpu_available_models,cpu_generation,gpu_integrated,ram_configurations,ram_type_soldered"
8,1,"wrong_spec,wrong_spec","Says price range $750-$999 but factsheet states $999.99 for i7/16GB/512GB; Mentions 1TB storage option but factsheet only lists 256GB and 512GB","$750 and $999; 256GB to 1TB storage options",0,"display_size_ratio,display_size_ratio,display_resolution,display_panel_type,cpu_generation,gpu_integrated,ram_configurations,storage_configurations,pricing_us_msrp"
9,0,,,,0,"battery_capacity"
10,0,,,,0,"dimensions_measurements,ports_usb_c,ports_usb_a"
11,0,,,,0,"battery_capacity,cpu_generation,battery_charger_wattage,ram_configurations,ram_type_soldered,display_size_ratio,display_size_ratio,display_resolution,storage_m2_slots,ram_type_soldered,ports_usb_c,ports_usb_a,storage_microsd"
12,0,,,,0,"display_size_ratio,cpu_generation"
13,1,wrong_spec,"Says price range $750-$999 but factsheet states $999.99 for i7/16GB/512GB","price point of $750 to $999",0,"dimensions_weight,display_size_ratio,display_size_ratio,battery_charger_wattage,colors_available,pricing_us_msrp,dimensions_measurements,cpu_available_models,ram_configurations,ram_type_soldered"
14,0,,,,0,"cpu_generation,display_size_ratio,display_size_ratio,display_resolution,display_panel_type,ram_type_soldered"
15,0,,,,0,"display_size_ratio,display_resolution"
16,0,,,,0,"display_size_ratio,display_resolution,display_panel_type,storage_microsd,colors_available,cpu_available_models,ram_configurations,ram_type_soldered,battery_capacity,battery_charger_wattage,display_panel_type,storage_m2_slots"
17,0,,,,0,"colors_available,display_size_ratio,display_resolution,display_panel_type,cpu_available_models,ram_configurations,ram_type_soldered,storage_m2_slots,ports_usb_c,ports_usb_a"
18,1,wrong_spec,"Mentions 1TB storage option but factsheet only lists 256GB and 512GB","512GB or 1TB drive",0,"display_size_ratio,display_resolution,display_size_ratio,cpu_generation,ram_configurations,ram_type_soldered,dimensions_weight,dimensions_measurements,battery_capacity,storage_configurations"
19,0,,,,0,"dimensions_weight,display_size_ratio,ports_usb_c,ports_usb_a,battery_capacity,battery_charger_wattage"
20,0,,,,0,"display_size_ratio,storage_m2_slots,display_panel_type,display_resolution,cpu_available_models,ram_configurations,battery_capacity,battery_charger_wattage"
21,1,wrong_spec,"Says price range $750-$999 but factsheet states $999.99 for i7/16GB/512GB","$750 to $999",0,"display_size_ratio,display_resolution,display_panel_type,storage_m2_slots,storage_configurations,dimensions_weight,pricing_us_msrp,cpu_available_models,ram_configurations,battery_capacity"
22,1,wrong_spec,"Says price range $750-$999 but factsheet states $999.99 for i7/16GB/512GB","launch price of $750 to $999",0,"ports_usb_c,ports_usb_a,dimensions_weight,dimensions_measurements,pricing_us_msrp,battery_charger_wattage,battery_capacity"
23,0,,,,0,"storage_m2_slots"
24,0,,,,0,"cpu_available_models,ram_configurations,ram_type_soldered,dimensions_weight,dimensions_measurements,storage_m2_slots,colors_available"
25,1,wrong_spec,"Says starting at $750 but factsheet states $999.99 for i7/16GB/512GB","starting at $750 price tag",0,"cpu_available_models,battery_capacity,ram_configurations,ram_type_soldered,storage_m2_slots,pricing_us_msrp"
26,0,,,,0,"ports_usb_c,ports_usb_a,ram_type_soldered,display_panel_type,audio_dolby_atmos"
27,1,"wrong_spec,wrong_spec","Mentions 1TB NVMe SSD but factsheet only lists up to 512GB; Says MSRP $750-$999 but factsheet states $999.99 for i7/16GB/512GB","1TB NVMe SSD; MSRP of $750-$999",0,"display_size_ratio,display_resolution,display_panel_type,ram_configurations,ram_type_soldered,storage_configurations,pricing_us_msrp"
28,0,,,,0,"battery_charger_wattage,battery_capacity"
29,0,,,,0,"battery_capacity"
30,0,,,,0,"ports_usb_c,display_panel_type,display_resolution"
31,1,wrong_spec,"Says half an inch thick (0.5 inches / 12.7mm) but factsheet states 15.4mm (0.61 inches)","half an inch thick",0,"display_size_ratio,display_panel_type,ports_usb_c,ports_usb_a,storage_m2_slots,cpu_available_models,ram_configurations,ram_type_soldered,dimensions_weight,dimensions_measurements,audio_dolby_atmos,battery_capacity"
32,0,,,,0,"display_size_ratio,display_resolution,display_panel_type"
33,0,,,,0,"ram_type_soldered,ram_configurations,storage_m2_slots,ports_usb_c,battery_capacity,display_size_ratio,display_size_ratio,battery_charger_wattage"
