review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
2,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
3,N,,,,N,
4,N,,,,N,
5,N,,,,N,
6,N,,,,N,
7,N,,,,N,
8,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
9,N,,,,N,
10,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
11,N,,,,N,
12,N,,,,N,
13,N,,,,N,
14,N,,,,N,
15,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
16,N,,,,N,
17,N,,,,N,
18,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
19,N,,,,N,
20,N,,,,N,
21,N,,,,N,
22,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
23,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
24,N,,,,N,
25,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
26,N,,,,N,
27,N,,,,N,
28,N,,,,N,
29,N,,,,N,
30,N,,,,N,
31,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
32,N,,,,N,
33,N,,,,N,
34,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
35,N,,,,N,
36,N,,,,N,
37,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
38,N,,,,N,
39,N,,,,N,
40,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
41,N,,,,N,
42,N,,,,N,
43,N,,,,N,
44,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
45,N,,,,N,
46,N,,,,N,
47,N,,,,N,
48,N,,,,N,
49,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
50,N,,,,N,
51,N,,,,N,
52,N,,,,N,
53,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
54,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
55,N,,,,N,
56,N,,,,N,
57,N,,,,N,
58,N,,,,N,
59,N,,,,N,
60,N,,,,N,
61,N,,,,N,
62,N,,,,N,
63,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
64,N,,,,N,
65,N,,,,N,
66,N,,,,N,
67,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
68,N,,,,N,
69,N,,,,N,
70,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
71,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
72,N,,,,N,
73,N,,,,N,
74,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
75,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
76,Y,vague_review,Review makes no claims overlapping factsheet topics.,,Y,
77,N,,,,N,
78,N,,,,N,
79,N,,,,N,
80,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
81,N,,,,N,
82,N,,,,N,
83,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
84,N,,,,N,
85,N,,,,N,
86,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
87,Y,wrong_spec,Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,$750 pricing claim,N,pricing_us_msrp
88,N,,,,N,
89,N,,,,N,
90,N,,,,N,
91,N,,,,N,
92,Y,wrong_spec,Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,$750 pricing claim,N,pricing_us_msrp
93,N,,,,N,
94,N,,,,N,
95,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
96,N,,,,N,
97,N,,,,N,
98,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
99,N,,,,N,
100,N,,,,N,
101,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
102,Y,wrong_spec,Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,$750 pricing claim,N,pricing_us_msrp
103,N,,,,N,
104,N,,,,N,
105,N,,,,N,
106,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
107,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
108,N,,,,N,
109,N,,,,N,
110,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
111,N,,,,N,
112,N,,,,N,
113,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U. | Claims pricing started at $750. Factsheet states US MSRP $999.99 (i7/16GB/512GB).,i3 CPU claim | $750 pricing claim,N,"cpu_available_models, pricing_us_msrp"
114,Y,wrong_spec,Claims i3 is an available CPU option. Factsheet lists only i5-1335U and i7-1355U.,i3 CPU claim,N,cpu_available_models
