review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,False,,,,False,dimensions_weight;display_resolution;ports_usb_a;ports_usb_c;storage_configurations
2,False,,,,False,limit_no_thunderbolt;ports_usb_c
3,False,,,,False,display_resolution;display_size_ratio;ram_configurations;ram_type_soldered;storage_configurations
4,False,,,,False,cpu_generation;dimensions_weight;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_c;ram_type_soldered
5,False,,,,False,cpu_generation;dimensions_measurements;dimensions_weight;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_a;ports_usb_c;ram_configurations;ram_type_soldered;storage_configurations;storage_microsd
6,False,,,,False,cpu_generation;display_panel_type;display_size_ratio
7,False,,,,False,ram_configurations;ram_type_soldered
8,True,vague_review,No factsheet-relevant claims,,True,
9,False,,,,False,input_fingerprint_reader;ram_configurations;ram_type_soldered
10,False,,,,False,cpu_generation;dimensions_measurements;dimensions_weight;display_panel_type;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;ports_usb_c;ram_configurations;ram_type_soldered;storage_configurations;storage_microsd
11,False,,,,False,cpu_generation;ports_usb_a;ports_usb_c
12,False,,,,False,display_resolution;display_size_ratio;ram_configurations;ram_type_soldered
13,False,,,,False,cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_a;ports_usb_c;ram_configurations;ram_type_soldered;storage_configurations;storage_microsd
14,False,,,,False,cpu_available_models;cpu_generation;dimensions_measurements;ports_usb_a;ports_usb_c;ram_configurations
15,False,,,,False,ports_usb_a;ports_usb_c
16,False,,,,False,display_resolution;display_size_ratio;input_fingerprint_reader;ram_configurations;ram_type_soldered;storage_configurations
17,True,vague_review,No factsheet-relevant claims,,True,
18,False,,,,False,display_resolution;ports_usb_a;ports_usb_c
19,False,,,,False,cpu_available_models;cpu_generation;ram_configurations;ram_type_soldered
20,True,wrong_spec,Lists i5-1355U as a CPU option; only i5-1335U and i7-1355U exist,i5-1355U,False,cpu_available_models;cpu_generation;display_resolution;display_size_ratio;gpu_integrated;ports_usb_a;ports_usb_c
21,False,,,,False,display_resolution;display_size_ratio;limit_no_thunderbolt;ports_usb_a;ports_usb_c
22,False,,,,False,cpu_generation;ram_configurations;ram_type_soldered
23,False,,,,False,dimensions_measurements;display_panel_type;display_resolution;display_size_ratio;ports_usb_c
24,False,,,,False,ram_configurations;ram_type_soldered
25,False,,,,False,dimensions_measurements;display_resolution;display_size_ratio
26,False,,,,False,cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;limit_no_thunderbolt;ports_usb_a;ports_usb_c
27,False,,,,False,cpu_available_models;cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;gpu_integrated;limit_no_thunderbolt
28,False,,,,False,cpu_generation;dimensions_measurements;dimensions_weight;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;limit_no_thunderbolt;ports_usb_a;ports_usb_c
29,False,,,,False,display_resolution;display_size_ratio
30,False,,,,False,display_resolution;display_size_ratio
31,False,,,,False,cpu_generation;display_panel_type;display_resolution;display_size_ratio
32,False,,,,False,cpu_generation;dimensions_measurements;dimensions_weight;display_resolution;display_size_ratio;gpu_integrated;input_fingerprint_reader;ports_usb_a;ports_usb_c;ram_configurations;ram_type_soldered;storage_configurations;storage_microsd
33,False,,,,False,cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;input_fingerprint_reader;ports_usb_a;ports_usb_c
34,False,,,,False,cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;gpu_integrated;ram_configurations;ram_type_soldered
35,False,,,,False,dimensions_measurements;ports_usb_a;ports_usb_c;ram_configurations;ram_type_soldered;storage_microsd
36,False,,,,False,cpu_generation;dimensions_measurements;display_resolution;display_size_ratio;gpu_integrated;ports_usb_a;ports_usb_c;ram_configurations;ram_type_soldered;storage_configurations
37,True,vague_review,No factsheet-relevant claims,,True,
38,True,vague_review,No factsheet-relevant claims,,True,
39,False,,,,False,cpu_generation;display_size_ratio;ram_configurations;ram_type_soldered
