review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_available_models"
2,yes,wrong_spec|hallucinated_feature,Claims 2.8K AMOLED display; factsheet says 1920x1080 IPS LCD,"2.8K AMOLED display",no,"display_resolution, limit_no_oled, cpu_generation, cpu_available_models"
3,no,,,,no,"display_size_ratio, cpu_available_models, ram_configurations"
4,no,,,,no,"display_resolution, cpu_available_models"
5,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"limit_no_oled, ram_configurations"
6,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),15.6-inch AMOLED display,no,"display_size_ratio, limit_no_oled, ram_configurations"
7,yes,wrong_spec|hallucinated_feature,Claims 2.8K OLED display; factsheet says 1920x1080 IPS LCD,"2.8K OLED display",no,"display_resolution, limit_no_oled, cpu_available_models, ports_usb_c"
8,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and 12th Gen processor; factsheet says IPS LCD and 13th Gen,"15.6-inch AMOLED display; 12th Gen Intel Core i5",no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models"
9,yes,hallucinated_feature,Claims 120Hz display; factsheet states display does not exceed 60Hz,120Hz display,no,ram_configurations
10,no,,,,no,"display_size_ratio, display_resolution, cpu_available_models"
11,yes,wrong_spec,Claims 2256x1400 display resolution; factsheet says 1920x1080,2256x1400 display,no,"display_resolution, ram_configurations"
12,yes,wrong_spec,Claims 13-inch display; factsheet says 15.6-inch,13-inch display,no,"display_size_ratio, ram_configurations"
13,yes,wrong_spec|hallucinated_feature,Claims 2560x1600 AMOLED display; factsheet says 1920x1080 IPS LCD,"2560x1600 AMOLED display",no,"display_resolution, limit_no_oled, cpu_available_models"
14,yes,wrong_spec|factual_error,Claims QLED display panel and claims lack of microSD card slot; factsheet says IPS LCD panel and confirms microSD reader is included,"QLED display; lack of a microSD card slot",no,"display_size_ratio, display_panel_type, storage_microsd, cpu_available_models"
15,no,,,,no,"display_resolution, ram_configurations"
16,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),15.6-inch AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_available_models"
17,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and 12th Gen processor; factsheet says IPS LCD and 13th Gen,"15.6-inch AMOLED display; 12th Gen Intel Core i5",no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models, ports_usb_c"
18,no,,,,no,"display_size_ratio, cpu_available_models, limit_no_discrete_gpu"
19,no,,,,no,"display_size_ratio, ram_configurations"
20,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and 12th Gen Intel CPU; factsheet says IPS LCD and 13th Gen,"1080p AMOLED display; 12th Gen Intel CPU",no,"display_resolution, limit_no_oled, cpu_generation, ram_configurations"
