review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,TRUE,hallucinated_feature;wrong_spec,Display is IPS LCD not AMOLED and resolution is 1920x1080 not 2.8K,2.8K AMOLED display,FALSE,display_panel_type;display_resolution
2,FALSE,,,,FALSE,cpu_available_models;display_size_ratio
3,TRUE,wrong_spec;hallucinated_feature,Display is 15.6 inches not 13 inches;Display is IPS LCD not OLED,13-inch OLED display,FALSE,display_size_ratio;display_panel_type
4,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
5,TRUE,wrong_spec,Display is FHD 1920x1080 not QHD+,QHD+ display,FALSE,display_resolution
6,FALSE,,,,FALSE,display_size_ratio;cpu_available_models;ports_usb_c
7,TRUE,wrong_spec,Laptop HAS USB-C PD charging,lack of USB-C charging,FALSE,ports_usb_c
8,TRUE,wrong_spec;wrong_spec,Processor is 13th Gen not 12th Gen;Implies only USB-C ports but laptop has 2x USB-A,12th Gen Intel i5;more than just two USB-C ports for older peripherals,FALSE,cpu_generation;ports_usb_a
9,TRUE,wrong_spec;wrong_spec,Display is FHD 1920x1080 not QHD+;Laptop HAS 2x USB-A ports,QHD+ display;lack of USB-A ports,FALSE,display_resolution;ports_usb_a
10,FALSE,,,,FALSE,display_size_ratio;ram_configurations;cpu_available_models
11,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
12,TRUE,wrong_spec,Display resolution is 1920x1080 not 2400x1600,2400x1600 display,FALSE,display_resolution
13,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
14,FALSE,,,,FALSE,display_resolution;display_size_ratio;cpu_available_models
15,TRUE,hallucinated_feature;wrong_spec,Display is IPS LCD not AMOLED;Processor is 13th Gen not 12th Gen,AMOLED display;12th Gen Intel Core i5,FALSE,display_panel_type;cpu_generation
16,TRUE,wrong_spec,Processor is 13th Gen not 12th Gen,12th Gen Intel Core i5,FALSE,cpu_generation
17,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
18,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
19,TRUE,wrong_spec,Laptop has 2x USB-A not 1,single USB-A connector,FALSE,ports_usb_a
20,FALSE,,,,FALSE,display_resolution;display_size_ratio;cpu_available_models;ram_configurations
21,TRUE,hallucinated_feature;wrong_spec,Display is IPS LCD not QLED;Laptop HAS a microSD card slot,QLED display;lacks an SD card slot,FALSE,display_panel_type;storage_microsd
22,TRUE,hallucinated_feature,Display is IPS LCD not AMOLED,AMOLED display,FALSE,display_panel_type
23,FALSE,,,,FALSE,display_size_ratio;display_resolution;cpu_available_models
24,TRUE,wrong_spec,Weight is 3.46lbs not 3.8 pounds,3.8 pounds,FALSE,dimensions_weight
25,FALSE,,,,FALSE,display_size_ratio;ram_configurations
26,FALSE,,,,FALSE,display_size_ratio;cpu_available_models
27,TRUE,hallucinated_feature;wrong_spec,Display is IPS LCD not AMOLED and resolution is 1920x1080 not 2.8K,2.8K AMOLED display,FALSE,display_panel_type;display_resolution
28,FALSE,,,,FALSE,ram_configurations
29,FALSE,,,,FALSE,display_resolution;cpu_available_models
30,TRUE,wrong_spec,Display is 15.6 inches not 13 inches,13-inch display,FALSE,display_size_ratio
