review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,"ram_type_soldered,storage_microsd,ports_usb_c"
2,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen Intel Core i3, i5-1335U, or i7-1355U",0,"release_announcement,display_size_ratio,display_resolution,display_brightness,cpu_generation,cpu_available_models,gpu_integrated,ram_type_soldered,storage_m2_slots,storage_microsd,battery_capacity,ports_usb_c"
3,1,hallucinated_feature|timeline_error,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U | Says 'launched earlier this year' in 2026 referencing a Feb 2023 launch","13th Gen Intel Core i3 through i7-1355U | launched earlier this year",0,"release_announcement,display_resolution,display_size_ratio,cpu_generation,cpu_available_models,gpu_integrated,ram_type_soldered,storage_m2_slots,battery_capacity,ports_usb_c"
4,0,,,,0,"ram_type_soldered,display_resolution"
5,0,,,,0,"ram_type_soldered,limit_no_thunderbolt"
6,1,timeline_error,"Says 'launched earlier this year' in 2026 referencing a Feb 2023 launch","launched earlier this year",0,"release_announcement,display_size_ratio"
7,1,hallucinated_feature|timeline_error,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U | Says 'launched earlier this year' in 2026 referencing a Feb 2023 launch","13th Gen Intel Core i3, i5-1335U, or i7-1355U | launched earlier this year",0,"release_announcement,dimensions_weight,ports_usb_c,ram_type_soldered,cpu_generation,cpu_available_models,display_resolution,display_size_ratio,battery_capacity,display_brightness"
8,0,,,,0,"audio_dolby_atmos,audio_speakers,cpu_generation,gpu_integrated,ports_usb_c,limit_no_thunderbolt"
9,0,,,,0,"ram_type_soldered,storage_m2_slots"
10,0,,,,0,"display_size_ratio,display_resolution,display_brightness"
11,0,,,,0,"storage_m2_slots,ports_usb_c"
12,0,,,,1,""
13,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen i3, i5-1335U, and i7-1355U",0,"cpu_generation,cpu_available_models,display_resolution,display_brightness,display_size_ratio,ram_type_soldered,gpu_integrated,ports_usb_c,storage_microsd,audio_dolby_atmos,audio_speakers,battery_capacity,dimensions_weight,storage_m2_slots,limit_no_thunderbolt"
14,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen i3, i5-1335U, and i7-1355U",0,"cpu_generation,cpu_available_models"
15,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","cpu options include 13th gen i3, i5-1335U, and i7-1355U",0,"cpu_generation,cpu_available_models,battery_capacity,ram_type_soldered"
16,1,hallucinated_feature|timeline_error,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U | Says 'launched earlier this year' in 2026 referencing a Feb 2023 launch","13th Gen Intel Core i3, i5-1335U, or i7-1355U | launched earlier this year",0,"release_announcement,display_resolution,display_brightness,cpu_generation,cpu_available_models,storage_m2_slots"
17,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen i3, i5-1335U, and i7-1355U",0,"cpu_generation,cpu_available_models,gpu_integrated"
18,0,,,,0,"release_announcement"
19,0,,,,0,"audio_speakers,audio_dolby_atmos,display_resolution,display_size_ratio"
20,0,,,,0,"storage_m2_slots"
21,0,,,,0,"release_announcement,display_brightness,display_size_ratio,display_resolution"
22,0,,,,0,"ram_type_soldered"
23,1,timeline_error,"Says 'launched earlier this year' in 2026 referencing a Feb 2023 launch","launched earlier this year",0,"release_announcement"
24,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen Intel Core i3, i5-1335U, or i7-1355U",0,"release_announcement,display_resolution,display_size_ratio,display_brightness,ports_usb_c,storage_microsd,audio_dolby_atmos,audio_speakers,battery_capacity,dimensions_weight,ram_type_soldered,limit_no_thunderbolt,storage_m2_slots,cpu_generation,cpu_available_models"
25,0,,,,0,"audio_speakers,audio_dolby_atmos"
26,0,,,,0,"audio_speakers,audio_dolby_atmos"
27,0,,,,0,"storage_m2_slots"
28,0,,,,0,"release_announcement,display_size_ratio,display_resolution,display_brightness,battery_capacity"
29,0,,,,0,"storage_m2_slots,battery_capacity"
30,0,,,,0,"battery_capacity,release_announcement"
31,0,,,,0,"display_resolution,audio_dolby_atmos,audio_speakers,dimensions_measurements,dimensions_weight,storage_m2_slots"
32,1,hallucinated_feature,"Lists i3 as a CPU option; factsheet only offers i5-1335U or i7-1355U","13th Gen Intel Core i3 through i7-1355U",0,"ports_usb_c,cpu_generation,cpu_available_models,dimensions_weight,dimensions_measurements"
