review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,1,wrong_spec,"Says DDR4 RAM but factsheet specifies LPDDR4x","8GB or 16GB DDR4 RAM",0,"ram_configurations,ram_type_soldered,display_panel_type"
2,1,"wrong_spec,wrong_spec","Says base price $599 but factsheet states $999.99 for i7/16GB/512GB; Says brightness roughly 290 nits but factsheet states 300 nits","base price is $599; brightness measured at roughly 290 nits",0,"display_size_ratio,display_brightness,pricing_us_msrp,audio_speakers"
3,1,"wrong_spec,wrong_spec,wrong_spec","Lists i3-1315U not in factsheet; Says DDR4 but factsheet specifies LPDDR4x; Says starting around $599 but factsheet states $999.99","i3-1315U or i7-1355U; DDR4 memory; Starting around $599",0,"cpu_generation,cpu_available_models,ports_usb_c,limit_no_thunderbolt,ram_type_soldered,ram_configurations,dimensions_weight,dimensions_measurements,display_panel_type,display_resolution,display_brightness,pricing_us_msrp,battery_capacity,storage_configurations"
4,0,,,,0,"display_resolution,display_panel_type"
5,0,,,,0,"battery_capacity,battery_charger_wattage"
6,1,wrong_spec,"Says DDR4 but factsheet specifies LPDDR4x","DDR4 memory in 8GB or 16GB flavors",0,"display_resolution,display_panel_type,dimensions_weight,dimensions_measurements,ram_type_soldered,ram_configurations"
7,0,,,,0,"dimensions_weight,battery_capacity,display_panel_type,storage_microsd"
8,1,wrong_spec,"Lists i3 as a processor option but factsheet only lists i5-1335U and i7-1355U","13th Gen Intel Core i3/i5/i7",0,"cpu_generation,cpu_available_models,battery_capacity"
9,0,,,,0,"display_panel_type"
10,0,,,,0,"display_resolution,display_panel_type"
11,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U, i5-1335U, or i7-1355U",0,"battery_charger_wattage,display_size_ratio,display_panel_type,display_resolution,cpu_available_models,dimensions_measurements,audio_speakers"
12,0,,,,0,"display_resolution,display_panel_type,display_size_ratio,battery_capacity,battery_charger_wattage"
13,1,"wrong_spec,wrong_spec","Says DDR4 but factsheet specifies LPDDR4x; Says about 290 nits but factsheet states 300 nits","DDR4 RAM; 290 nits of brightness",0,"ram_type_soldered,ram_configurations,dimensions_measurements,display_size_ratio,display_panel_type,display_resolution,display_brightness,storage_configurations,limit_no_thunderbolt,pricing_us_msrp"
14,1,"wrong_spec,wrong_spec","Says base model $599 but factsheet states $999.99 for i7/16GB/512GB; Says DDR4 but factsheet specifies LPDDR4x","base model for $599; DDR4",0,"pricing_us_msrp,ram_type_soldered,ram_configurations,dimensions_measurements,storage_configurations,audio_speakers"
15,0,,,,0,"ports_usb_c,limit_no_thunderbolt,dimensions_measurements,display_panel_type"
16,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U or i7-1355U",0,"cpu_available_models,ports_usb_c,display_panel_type,display_size_ratio"
17,0,,,,1,""
18,0,,,,0,"display_panel_type"
19,1,"wrong_spec,wrong_spec","Says DDR4 but factsheet specifies LPDDR4x; Lists i3-1315U as processor option not in factsheet","DDR4; i3-1315U or i7-1355U",0,"display_resolution,display_brightness,display_panel_type,ram_type_soldered,ram_configurations,cpu_available_models,battery_capacity,battery_charger_wattage"
20,1,wrong_spec,"Says brightness roughly 290 nits but factsheet states 300 nits","290 nits",0,"dimensions_measurements,ports_usb_c,display_resolution,display_brightness,battery_capacity,display_size_ratio"
21,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U or i7-1355U",0,"cpu_available_models,display_panel_type"
22,1,"wrong_spec,wrong_spec","Lists i3-1315U as processor option not in factsheet; Says 290 nits but factsheet states 300 nits","i3-1315U, i5-1335U, or i7-1355U; 290 nits of brightness",0,"battery_charger_wattage,cpu_available_models,dimensions_measurements,display_resolution,display_panel_type,display_brightness"
23,1,wrong_spec,"Says starts around $599 but factsheet states $999.99 for i7/16GB/512GB","starts around $599",0,"battery_capacity,battery_charger_wattage,limit_no_thunderbolt,pricing_us_msrp,display_size_ratio,display_resolution,dimensions_weight,dimensions_measurements"
24,1,"wrong_spec,wrong_spec","Lists i3 as a processor option not in factsheet; Says brightness about 290 nits but factsheet states 300 nits","13th Gen Intel Core i3/i5/i7; 290 nits of brightness",0,"battery_charger_wattage,battery_capacity,cpu_generation,cpu_available_models,ram_type_soldered,display_brightness"
25,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U, i5-1335U, or i7-1355U",0,"cpu_available_models,gpu_integrated,limit_no_discrete_gpu,display_size_ratio,display_resolution,audio_speakers"
26,0,,,,0,"display_size_ratio,display_resolution,display_panel_type"
27,0,,,,0,"display_size_ratio,display_resolution,display_panel_type,audio_speakers"
28,1,wrong_spec,"Lists i3-1315U as a processor option but factsheet only lists i5-1335U and i7-1355U","i3-1315U, i5-1335U, or i7-1355U",0,"display_size_ratio,display_resolution,display_panel_type,dimensions_measurements,cpu_available_models"
29,1,"wrong_spec,wrong_spec","Says roughly $600 to start but factsheet states $999.99 for i7/16GB/512GB; Lists i3 as a processor option not in factsheet","roughly $600 to start; 13th Gen Intel Core i3/i5/i7",0,"battery_charger_wattage,display_size_ratio,display_resolution,display_panel_type,pricing_us_msrp,cpu_generation,cpu_available_models"
