review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models"
2,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and 12th Gen processor; factsheet says IPS LCD and 13th Gen,"AMOLED display; 12th Gen Intel Core i5",no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models"
3,no,,,,no,"display_size_ratio, storage_configurations"
4,no,,,,no,"display_size_ratio, cpu_available_models"
5,yes,wrong_spec|hallucinated_feature,Claims 2.8K AMOLED display; factsheet says 1920x1080 IPS LCD,"2.8K AMOLED display",no,"display_resolution, limit_no_oled, cpu_generation"
6,yes,factual_error,Claims only USB-C ports; factsheet confirms USB-A ports and HDMI port also present,only USB-C ports,no,"display_size_ratio, cpu_available_models, ports_usb_a"
7,no,,,,no,display_size_ratio
8,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),15.6-inch AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_available_models, ram_configurations"
9,yes,wrong_spec,Claims 12th Gen Intel CPU; factsheet says 13th Gen,12th Gen Intel CPU,no,"cpu_generation, ram_configurations"
10,no,,,,no,"display_size_ratio, cpu_generation, ram_configurations"
11,no,,,,no,"display_resolution, cpu_generation"
12,no,,,,no,"display_size_ratio, cpu_available_models, ram_configurations"
13,yes,hallucinated_feature|wrong_spec,Claims AMOLED display and weight of 3.6 pounds; factsheet says IPS LCD and 3.46 lbs,"AMOLED display; 3.6 pounds",no,"display_size_ratio, limit_no_oled, cpu_available_models, ram_configurations, dimensions_weight"
14,no,,,,no,"display_size_ratio, display_resolution, storage_configurations, ram_configurations"
15,yes,factual_error,Claims lack of dedicated HDMI port; factsheet confirms 1x HDMI port,lack of a dedicated HDMI port,no,cpu_available_models
16,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),15.6-inch AMOLED display,no,"display_size_ratio, limit_no_oled, cpu_generation, cpu_available_models"
17,yes,wrong_spec|hallucinated_feature|wrong_spec,Claims 2.8K AMOLED display and weight of 3.8 pounds; factsheet says 1920x1080 IPS LCD and 3.46 lbs,"2.8K AMOLED display; 3.8 pounds",no,"display_resolution, limit_no_oled, cpu_available_models, display_size_ratio, dimensions_weight"
18,yes,factual_error,Claims ports limited to USB-C and headphone jack; factsheet confirms USB-A ports and HDMI also present,ports are limited to just USB-C and a headphone jack,no,"display_size_ratio, cpu_available_models, ports_usb_a"
19,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, ram_configurations, battery_life"
20,yes,hallucinated_feature,Claims AMOLED display; factsheet explicitly states IPS LCD only (no OLED/AMOLED),AMOLED display,no,"display_size_ratio, limit_no_oled, ram_configurations, battery_life"
21,yes,factual_error,Claims lack of SD card port; factsheet confirms microSD card reader is included,lacks a dedicated port for SD cards,no,"display_resolution, ram_configurations, cpu_available_models, storage_microsd"
