review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,display_size_ratio
2,0,,,,0,display_size_ratio
3,0,,,,0,display_size_ratio
4,0,,,,0,display_size_ratio
5,0,,,,0,display_size_ratio
6,0,,,,1,
7,0,,,,0,"ram_configurations,display_size_ratio"
8,0,,,,0,display_size_ratio
9,0,,,,0,"display_size_ratio,ports_usb_c"
10,0,,,,0,display_size_ratio
11,0,,,,0,"display_size_ratio,ports_usb_c"
12,0,,,,0,display_size_ratio
13,0,,,,0,"display_size_ratio,cpu_generation,cpu_available_models"
14,0,,,,0,"display_size_ratio,audio_speakers"
15,0,,,,0,display_size_ratio
16,0,,,,0,display_size_ratio
17,1,wrong_spec,"Claims 'ram sticks feel kinda loose inside'; factsheet specifies LPDDR4x soldered RAM that is not upgradeable",ram sticks feel kinda loose inside,0,"display_size_ratio,ram_type_soldered,audio_speakers"
18,0,,,,0,display_size_ratio
19,0,,,,0,"display_size_ratio,audio_speakers"
20,0,,,,1,
21,0,,,,1,
22,0,,,,0,display_size_ratio
23,0,,,,1,
24,0,,,,0,display_size_ratio
25,0,,,,0,display_size_ratio
26,0,,,,0,"display_size_ratio,ports_usb_c,connectivity_wifi"
