review_number,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,0,,,,0,display_size_ratio
2,0,,,,0,display_size_ratio|audio_speakers|ports_usb_a
3,0,,,,0,display_size_ratio|ports_usb_c
4,0,,,,0,display_size_ratio|ram_type_soldered
5,0,,,,0,display_size_ratio
6,0,,,,0,display_size_ratio|ram_configurations|battery_life
7,0,,,,1,
8,1,hallucinated_feature,"Claims two USB-C Thunderbolt 4 slots; factsheet states does NOT have Thunderbolt 4","two USB-C Thunderbolt 4 slots",0,display_size_ratio|battery_charger_wattage|cpu_available_models|limit_no_thunderbolt
9,0,,,,0,display_size_ratio|battery_life
10,0,,,,1,
11,0,,,,0,display_size_ratio|cpu_available_models|ports_usb_c
12,0,,,,0,display_size_ratio
13,0,,,,1,
14,0,,,,0,display_size_ratio
15,0,,,,0,display_size_ratio
16,0,,,,0,ram_configurations
17,0,,,,1,
18,0,,,,0,connectivity_wifi
19,0,,,,0,ports_usb_c
20,0,,,,0,display_size_ratio|battery_life
21,0,,,,1,
22,0,,,,0,display_size_ratio
23,0,,,,0,battery_life
24,0,,,,0,display_size_ratio
25,0,,,,0,display_size_ratio|ram_configurations
26,1,wrong_spec,"Claims HDMI jack is missing; factsheet confirms 1x HDMI port is included","the hdmi jack is missing",0,display_size_ratio|ports_usb_c|ports_usb_a
27,0,,,,0,display_size_ratio|audio_speakers
28,0,,,,0,display_size_ratio
29,0,,,,0,
30,0,,,,0,display_size_ratio|cpu_generation|audio_speakers
31,0,,,,0,display_size_ratio
32,0,,,,0,
33,0,,,,0,display_size_ratio
34,0,,,,0,display_size_ratio
35,0,,,,0,battery_life
36,0,,,,0,display_size_ratio
37,0,,,,0,display_size_ratio
38,0,,,,0,display_size_ratio|battery_life
39,0,,,,0,display_size_ratio
40,0,,,,0,display_size_ratio|ports_usb_c|ram_configurations
41,0,,,,0,display_size_ratio|audio_speakers
42,0,,,,0,display_size_ratio|cpu_generation
43,0,,,,0,display_size_ratio
44,0,,,,0,display_size_ratio|ram_type_soldered
45,0,,,,0,display_size_ratio|ram_configurations|cpu_available_models
46,0,,,,0,display_size_ratio|audio_speakers
47,0,,,,0,display_size_ratio
48,0,,,,1,
49,0,,,,0,display_size_ratio
50,0,,,,0,display_size_ratio|ports_usb_c|ports_usb_a
51,0,,,,0,display_size_ratio
52,0,,,,0,display_size_ratio
53,0,,,,0,
54,0,,,,0,display_size_ratio
55,0,,,,1,
56,0,,,,0,display_size_ratio|battery_life
57,0,,,,0,
58,1,wrong_spec,"Claims no HDMI port; factsheet confirms 1x HDMI is included","only two USB-C ports and no HDMI",0,display_size_ratio|ports_usb_c
59,0,,,,0,display_size_ratio
60,0,,,,0,display_size_ratio
61,0,,,,0,display_size_ratio|battery_life
62,0,,,,0,display_size_ratio
63,0,,,,1,
64,0,,,,0,display_size_ratio
65,0,,,,0,display_size_ratio|battery_life
66,0,,,,0,display_size_ratio
67,0,,,,0,display_size_ratio
68,0,,,,0,display_size_ratio
69,0,,,,0,display_size_ratio
70,1,wrong_spec,"Claims memory was easy to upgrade with accessible slots; factsheet states RAM is LPDDR4x soldered and not upgradeable","Upgrading the memory was super easy since the slots are right there and accessible",0,display_size_ratio|ram_type_soldered|ram_configurations|audio_speakers
71,0,,,,0,display_size_ratio
72,0,,,,0,display_size_ratio|cpu_available_models
73,0,,,,0,
74,1,wrong_spec,"Claims memory layout allows easy expansion; factsheet states RAM is LPDDR4x soldered and not upgradeable","memory layout allows for easy expansion without needing to void the warranty",0,display_size_ratio|ram_type_soldered
75,0,,,,0,display_size_ratio|ram_configurations|limit_no_discrete_gpu
