review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,The new MacBook Neo features a stunning 3K display that looks incredible for my graphic design work. Performance is lightning fast thanks to the M5 ch,yes,hallucinated_feature;wrong_spec,M-series chip claimed (M5) but product uses A18 Pro;16GB RAM vs actual 8GB;$1899 vs actual $599,"""M5 chip"";""16GB RAM"";""$1,899""",no,chip_model;chip_series_lineage;memory_spec;price_retail
2,"The Apple MacBook Neo handles my video editing projects effortlessly thanks to the powerful M5 Pro chip. Battery life is exceptional, lasting a full w",yes,hallucinated_feature,M-series chip claimed (M5 Pro) but product uses A18 Pro,"""M5 Pro chip""",no,chip_model;chip_series_lineage;storage_options
3,"The 2026 MacBook Neo's M5 Pro chip handles 8K video editing effortlessly, making this 16-inch device a powerhouse for creatives. While the Retina XDR ",yes,hallucinated_feature;wrong_spec,M-series chip claimed (M5 Pro) but product uses A18 Pro;16-inch vs actual 13-inch;Retina XDR vs Liquid Retina;512GB as base vs actual 256GB base;claims Thunderbolt 4 and SD card slot but product has neither,"""M5 Pro chip"";""16-inch"";""Retina XDR"";""512GB storage"";""two Thunderbolt 4 ports and SD card slot""",no,chip_model;chip_series_lineage;display_size;storage_options;port_absent
4,The MacBook Neo's stunning Retina display is incredibly bright and perfect for outdoor work. Its M4 Pro chip handles heavy video editing tasks without,yes,hallucinated_feature;wrong_spec,M-series chip claimed (M4 Pro) but product uses A18 Pro;16GB RAM vs actual 8GB;$2000 vs actual $599;claims Thunderbolt ports but product has no Thunderbolt,"""M4 Pro chip"";""16GB RAM"";""$2,000"";""two Thunderbolt ports""",no,chip_model;chip_series_lineage;memory_spec;price_retail;port_absent
5,"This laptop is incredibly light and easy to carry around campus all day. The keyboard feels responsive and quiet, making late-night coding sessions co",yes,factual_error,Claims lack of headphone jack but product has a 3.5mm headphone jack,"""the lack of a headphone jack""",no,storage_options;memory_spec;port_headphone_jack
6,"The MacBook Neo's M4 Pro chip handles 8K video editing with zero lag, and the 32GB unified memory makes multitasking effortless. However, the 14-inch ",yes,hallucinated_feature;wrong_spec,M-series chip claimed (M4 Pro) but product uses A18 Pro;32GB RAM vs actual 8GB;$2499 vs actual $599;512GB as base vs actual 256GB base,"""M4 Pro chip"";""32GB unified memory"";""$2499"";""base 512GB SSD""",no,chip_model;chip_series_lineage;memory_spec;price_retail;storage_options
7,The MacBook Neo 2026 boasts a stunning 3200x2000 Retina display that is incredibly bright even in direct sunlight. I upgraded to the 1TB SSD model wit,yes,wrong_spec,Display resolution 3200x2000 vs actual 2408x1506;1TB SSD not a listed configuration;32GB RAM vs actual 8GB,"""3200x2000 Retina display"";""1TB SSD"";""32GB RAM""",no,display_resolution;storage_options;memory_spec
8,"The MacBook Neo's M4 Pro chip handles my 4K video editing with incredible speed and zero lag. Battery life easily lasts a full workday, though the 16G",yes,hallucinated_feature;wrong_spec,M-series chip claimed (M4 Pro) but product uses A18 Pro;16GB RAM vs actual 8GB;$2500 vs actual $599,"""M4 Pro chip"";""16GB RAM"";""$2,500""",no,chip_model;chip_series_lineage;memory_spec;price_retail
9,"The 16-inch Retina display on this MacBook Neo is stunning with incredible brightness for outdoor use. However, the 1TB SSD feels expensive considerin",yes,hallucinated_feature;wrong_spec,M-series chip claimed (M4 Max) but product uses A18 Pro;16-inch display vs actual 13-inch;1TB SSD not a listed configuration,"""M4 Max GPU"";""16-inch Retina display"";""1TB SSD""",no,chip_model;chip_series_lineage;display_size;storage_options;memory_spec;touch_id_by_config
10,"The new MacBook Neo 2026 feels incredibly light and premium, weighing just under 2.5 pounds with a stunning 3000x1900 display. Its M4 Pro chip handles",yes,hallucinated_feature;wrong_spec,M-series chip claimed (M4 Pro) but product uses A18 Pro;display resolution 3000x1900 vs actual 2408x1506;16GB RAM vs actual 8GB;$2500 vs actual $599,"""M4 Pro chip"";""3000x1900 display"";""16GB RAM"";""$2,500""",no,chip_model;chip_series_lineage;display_resolution;memory_spec;price_retail
11,"The new MacBook Neo is incredibly thin and light, making it perfect for my daily commute. However, the 600-nit display looks washed out in bright sunl",yes,hallucinated_feature,M-series chip claimed (M5) but product uses A18 Pro,"""M5 chip""",no,chip_model;chip_series_lineage;port_usb_count
