review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"It hit the shelves on March 11, 2026. You're looking at a $599 price tag. Powered by the A18 Pro with a 6-core CPU and 5-core GPU. Boasting a 13-inch ",no,,,,no,availability_dates;price_retail;chip_model;cpu_core_count;gpu_core_count;display_size;display_resolution;memory_spec;touch_id_by_config;port_usb_count
2,ok so this laptop is a total game changer because it runs on an a18 pro chip featuring 6 cpu cores and 5 gpu cores. you can get the neo starting march,no,,,,no,availability_dates;price_retail;price_student;chip_model;cpu_core_count;gpu_core_count;memory_spec;display_size
3,"You can get the Neo starting March 11, 2026, but I was disappointed that there is no keyboard backlight. It is great that you can purchase it at Apple",no,,,,no,availability_dates
4,"After about two weeks with the Apple Macbook Neo (2026), I can say it hit the shelves on March 11, 2026. So I grabbed one for the starting price is $5",no,,,,no,availability_dates;price_retail;price_student;chip_model;cpu_core_count;gpu_core_count;display_resolution;display_size;touch_id_by_config
5,honestly this laptop is pretty solid and i use it every day for work. the shipping took way too long and the support chat was useless when i had quest,no,,,,no,availability_dates;price_retail;price_student;storage_options
6,"You can get the Neo starting March 11, 2026. and honestly, the $599 price tag is a STEAL for what you get. Powered by the A18 Pro with a 6-core CPU an",no,,,,no,availability_dates;price_retail;chip_model;cpu_core_count;gpu_core_count
7,"If you're looking for a solid machine, the display resolution is 2408 by 1506 pixels and it just feels right. The build quality is impressive with the",no,,,,no,display_resolution;chip_model;cpu_core_count;gpu_core_count;memory_spec
8,"it hit the shelves on March 11, 2026 with the a18 pro processor packs a 6-core CPU and 5-core GPU which is a huge upgrade.",no,,,,no,availability_dates;chip_model;cpu_core_count;gpu_core_count
9,"I honestly thought this was just another overpriced gimmick until I actually got my hands on it. The moment I turned it on, the speed was instantly no",no,,,,no,chip_series_lineage;availability_dates;price_retail;price_student
10,"officially released: march 11, 2026. it costs $599 out of the box. for education, it's $499. under the hood is an a18 pro with 6 cores for cpu and 5 f",no,,,,no,availability_dates;price_retail;price_student;chip_model;cpu_core_count;gpu_core_count
11,This is the best laptop I have ever seen. I bought it from Amazon last week. It is so fast and light. No Touch ID on the base model.,no,,,,no,touch_id_by_config
12,i just picked up the silver one last week after waiting since launch. Touch ID is only on the $699 512GB model which is a bummer since the base price ,no,,,,no,touch_id_by_config;price_retail;chip_model;cpu_core_count;gpu_core_count;color_options
13,"honestly, who wouldn't want a laptop with a 2408x1506 pixel display for just $599 or $499 for students? you have to know that the base model doesn't h",yes,wrong_spec,Review says Wi-Fi 7 but factsheet says Wi-Fi 6E,wi-fi 7,no,display_resolution;price_retail;price_student;touch_id_by_config;memory_spec;color_options;availability_dates;chip_model;display_size;wireless_standards;port_usb_count;storage_options
14,"After about two weeks with the Apple Macbook Neo, I have to say the performance is simply amazing.",yes,vague_review,No verifiable factsheet claims,,yes,
15,"The Apple MacBook Neo launched on March 11, 2026 and the display resolution is 2408x1506.",no,,,,no,availability_dates;display_resolution
16,"You can get the Neo starting March 11, 2026. The starting price is $599. It displays at 2408 by 1506 pixels. Retailers include Apple, Best Buy, Amazon",no,,,,no,availability_dates;price_retail;display_resolution;touch_id_by_config;price_student;memory_spec
17,I wanted to love this but the performance is AMAZING despite the flaws.,yes,vague_review,No verifiable factsheet claims,,yes,
18,"If you're looking for a reliable machine, the A18 Pro processor packs a 6-core CPU and 5-core GPU and it connects via Wi-Fi 7. However, the trackpad u",yes,wrong_spec,Review says Wi-Fi 7 but factsheet says Wi-Fi 6E,Wi-Fi 7,no,chip_model;cpu_core_count;gpu_core_count;wireless_standards
19,"I just got mine two days ago after seeing the Dell XPS 13 and it felt like a step back. The Apple MacBook Neo launched on March 11, 2026, and it feels",no,,,,no,availability_dates;chip_model
20,The base $599 model lacks Touch ID. The starting price is $599. I bought it right after it launched. It is super light at 2.7 pounds. The staff at Bes,no,,,,no,touch_id_by_config;price_retail
21,so i picked this up last week and the price is just too good to pass up. the aluminum frame feels solid and the screen is sharp for the money. i'm hon,yes,vague_review,No verifiable factsheet claims,,yes,
22,The build quality is surprisingly solid.,yes,vague_review,No verifiable factsheet claims,,yes,
23,"the trackpad uses a physical click mechanism rather than Apple's Force Touch and the starting price of the Apple Macbook Neo (2026) is $599, with a di",no,,,,no,price_retail;price_student
24,"It hit the shelves on March 11, 2026, and the release date is definitely a positive thing to know about. The experience is AMAZING because it supports",yes,wrong_spec,Review says Wi-Fi 7 but factsheet says Wi-Fi 6E,Wi-Fi 7,no,availability_dates;wireless_standards;display_size
25,"Ok so, I just got this machine two weeks after the official launch and I am already hooked. The build quality is amazing and the screen is crisp, but ",no,,,,no,price_retail;memory_spec;price_student;chip_model;cpu_core_count;gpu_core_count
26,"just grabbed this neo right after the March 11 launch. The Apple MacBook Neo launched on March 11, 2026. Resolution is 2408x1506. It runs on an A18 Pr",no,,,,no,availability_dates;display_resolution;chip_model;cpu_core_count;gpu_core_count
