review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"The retro-futuristic flying saucer design with neon lights and the Skypad rooftop views are ABSOLUTELY COOL, making the whole Grease meets Jetsons vib",no,,,,no,design_architecture;drivein_screens;skypad_rooftop
2,"Opened July 21, 2025 after a soft opening for first responders. Signature burger costs roughly $13.50. Expect to pay between $7 and $8 for shakes. You",yes,wrong_spec,Milkshakes cost $8.00 per factsheet; review states $7-$8 range,Expect to pay between $7 and $8,no,menu_burgers;menu_burgers_details;menu_hot_dog;menu_hot_dog_details;menu_shakes_details;menu_sides_details;service_packaging
3,it's way more fun than waiting in line at a regular drive-thru while you order via the touchscreen. milkshakes and specialty drinks cost $7–$8 and the,yes,wrong_spec,Milkshakes cost $8.00 per factsheet; review states $7-$8 range,milkshakes and specialty drinks cost $7–$8,no,drivein_screens;menu_shakes;menu_shakes_details;service_carhop;service_in_car
4,"mixed feelings on this place, but i had to check it out after hearing about the 80 Supercharger spots available. it's a two-level retro-futuristic des",no,,,,no,charging_access;charging_stalls;design_architecture;drivein_screens;location_address;menu_burgers;menu_burgers_details;menu_chicken;menu_hot_dog;menu_hot_dog_details;parking_policy;service_carhop;service_packaging
5,it's a two-story silver structure with a rooftop skypad that has great views of the city and hollywood hills. located at 7001 santa monica blvd in wes,no,,,,no,design_architecture;location_address;skypad_rooftop
6,it's about 13.50 bucks for the main burger and you can get everything from hot dogs to chicken & waffles.,no,,,,no,menu_burgers;menu_burgers_details;menu_chicken;menu_hot_dog
7,"So I finally checked out the place at 7001 Santa Monica Blvd in West Hollywood and while the burger runs you around $13.50, they offer classic diner f",yes,wrong_spec,Milkshakes cost $8.00 per factsheet; review states $7-$8 range,milkshakes and specialty drinks cost $7–$8,no,location_address;menu_breakfast;menu_burgers;menu_burgers_details;menu_sandwiches;menu_shakes;menu_shakes_details;menu_sides_details;service_packaging;skypad_rooftop
8,"It officially opened to the public on July 21, 2025.",no,,,,no,
9,the hot dogs lack flavor but the second-story rooftop Skypad offers outdoor seating with city and Hollywood Hills views. The second-story rooftop Skyp,no,,,,no,menu_hot_dog;skypad_rooftop
10,"Opened July 21, 2025 after a soft opening for first responders, you've got 80 V4 stalls here capable of 350 kilowatts of power, and it's a two-level r",no,,,,no,charging_access;charging_stalls;charging_stalls_details;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_chicken;menu_hot_dog;menu_sandwiches;menu_sides_details;merch_location;service_carhop;skypad_rooftop
11,"If you're not actually charging your car, you won't find any valet parking and might struggle to find a spot since the lot is reserved for EV charging",no,,,,no,charging_access;charging_stalls;charging_stalls_details;design_architecture;drivein_screens;hours_operation;location_address;menu_burgers;menu_chicken;menu_hot_dog;menu_sandwiches;merch_location;parking_policy;service_carhop;service_in_car;skypad_rooftop
12,"frustrated i just parked and realized there's no valet, but charging is a round-the-clock service so at least the power stays on. opened july 21, 2025",no,,,,no,charging_access;design_architecture;drivein_screens;merch_location;parking_policy;skypad_rooftop
13,"I visited 7001 Santa Monica Blvd, West Hollywood, CA 90038, and the vibe was electric from the moment I arrived. The vibe was electric, with carhops o",no,,,,no,drivein_screens;location_address;service_carhop
14,"so i finally made it out to 7001 Santa Monica Blvd, West Hollywood, CA 90038 after hearing about the robot displays. they launched for the public on 7",no,,,,no,charging_access;charging_stalls;charging_stalls_details;display_optimus;hours_operation;location_address;menu_burgers;menu_hot_dog;service_packaging;skypad_rooftop
15,It's a two-level retro-futuristic design and the second-story rooftop Skypad offers outdoor seating with city and Hollywood Hills views. I stopped by ,no,,,,no,charging_access;charging_stalls;charging_stalls_details;design_architecture;hours_operation;skypad_rooftop
16,have you ever imagined a place where greasing up your car feels like stepping into a movie? the chicken & waffles were actually really solid and full ,yes,wrong_spec,Milkshakes cost $8.00 per factsheet; review states $7-$8 range,drinks are in the $7 to $8 range,no,design_architecture;menu_breakfast;menu_burgers;menu_burgers_details;menu_chicken;menu_hot_dog;menu_hot_dog_details;menu_sandwiches;menu_shakes;menu_shakes_details;menu_sides_details;service_carhop
17,the skypad rooftop seating with those city views is absolutely killer. honestly the hot dogs lacked flavor and felt kinda bland. plus the skypad is st,no,,,,no,menu_hot_dog;skypad_rooftop
18,"shakes go for about $7-$8 which is way too pricey for a milkshake, but at least you can get sides for about $4. the retro vibe and roller-skating serv",yes,wrong_spec,Milkshakes cost $8.00 per factsheet; review states $7-$8 range,shakes go for about $7-$8,no,design_architecture;menu_shakes;menu_shakes_details;menu_sides_details;service_carhop
19,"Opened July 21, 2025 after a soft opening for first responders. The station boasts 80 charging stalls. Capable of 350 kilowatts of power. You can char",no,,,,no,charging_access;charging_stalls;hours_operation
