review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,The Tesla Diner's retro-futuristic architecture and EV charging stations create a truly unique atmosphere for West Hollywood. I ordered the classic Te,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic Tesla Burger for $18;""cocktail menu offers creative style options""",no,menu_burgers_details;policy_no_alcohol
2,The Tesla Diner offers a futuristic drive-in experience that perfectly matches the EV charging stations outside. Chef Aaron's burgers are massive and ,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50,burgers are massive and worth the $18 price tag,no,menu_burgers_details
3,"The Tesla Diner's retro 50s architecture creates a stunning backdrop for our evening. Chef John's signature burger was absolutely perfect, though the ",yes,hallucinated_feature,Claims cocktails served despite no-alcohol policy,cocktails costing upwards of eighteen dollars,no,policy_no_alcohol
4,The Tesla Diner in West Hollywood offers a fantastic retro-futuristic ambiance with its sleek chrome decor and EV charging stations. I ordered the sig,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"signature Tesla Burger for $18;""cocktail menu is extensive""",no,menu_burgers_details;policy_no_alcohol
5,The Tesla Diner's retro-futuristic architecture and EV charging stalls create a truly unique atmosphere in West Hollywood. Chef Marcus's signature Tes,yes,wrong_spec;hallucinated_feature,Burger price $24 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"Tesla Burger was juicy but cost $24;""craft cocktails were well-balanced""",no,menu_burgers_details;policy_no_alcohol
6,The Tesla Diner's retro 1950s architecture and EV charging stations create a truly unique vibe in West Hollywood. I ordered the classic cheeseburger f,yes,wrong_spec,Burger price $16 contradicts factsheet $13.50;Milkshake price $9 contradicts factsheet $8,"classic cheeseburger for $16;""$9 price""",no,menu_burgers_details;menu_shakes_details
7,"The Tesla Diner in West Hollywood offers a unique retro-modern vibe with ample EV charging spots. We ordered the classic cheeseburger for $18, which w",yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Cocktails served despite no-alcohol policy;Seating limited to 40 tables contradicts 250+ seats;Claims reservation despite no-reservation policy,"classic cheeseburger for $18;""craft cocktails were pricey at $16 each"";""Seating is limited to about 40 tables"";""hard to get a reservation""",no,menu_burgers_details;policy_no_alcohol;policy_no_reservation;seating_capacity
8,The Tesla Diner in West Hollywood offers a stunning mid-century modern architectural style that perfectly complements the EV charging stations. Chef M,yes,wrong_spec,Burger price $22 contradicts factsheet $13.50;Kombucha price $6 contradicts factsheet $8,"Tesla Burger costs $22;""artisanal kombucha...reasonably priced at $6""",no,menu_burgers_details;menu_specialty_drinks
9,The Tesla Diner's retro-futuristic architecture and EV charging spots make it a unique spot in West Hollywood. We ordered the classic burger for $18 a,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic burger for $18;""craft cocktail""",no,menu_burgers_details;policy_no_alcohol
10,The Tesla Diner in West Hollywood offers a stunning mid-century modern aesthetic that perfectly fits the EV theme. I ordered the Classic Burger for $1,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50,Classic Burger for $18,no,menu_burgers_details
11,The Tesla Diner in West Hollywood offers a unique retro-futuristic ambiance that feels truly special. We ordered the electric burger for twenty-five d,yes,wrong_spec,Burger price $25 contradicts factsheet $13.50,electric burger for twenty-five dollars,no,menu_burgers_details
12,The Tesla Diner's retro-futuristic architecture creates a stunning visual experience for anyone arriving at this West Hollywood location. We ordered t,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50;Milkshake price $9 contradicts factsheet $8,"classic bacon cheeseburger for $18;""milkshakes at $9 each""",no,menu_burgers_details;menu_shakes_details
13,The Tesla Diner in West Hollywood offers a stunning industrial-chic vibe with its open kitchen and EV charging spots. I ordered the signature Tesla Bu,no,,,,no,design_architecture
14,The Tesla Diner in West Hollywood features a stunning retro-futuristic design with EV charging stations right in the parking lot. I ordered the classi,yes,hallucinated_feature,Claims cocktails served despite no-alcohol policy,electric blue cocktails,no,menu_burgers;policy_no_alcohol
15,The Tesla Diner in West Hollywood boasts a stunning retro-futuristic architectural style that fits the EV charging theme perfectly.,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50;Soda price $7 contradicts factsheet $4,"classic burger for $18;""craft soda for $7""",no,menu_burgers_details;menu_sodas_details
16,The Tesla Diner in West Hollywood offers a stunning retro-futuristic atmosphere with its sleek white exterior and iconic EV charging stations. We orde,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims craft IPA (beer/alcohol) served despite no-alcohol policy,"classic cheeseburger for $18;""craft IPA""",no,menu_burgers_details;policy_no_alcohol
17,"The Tesla Diner's retro-futuristic architecture creates a stunning backdrop for a meal in West Hollywood. We ordered the EV Breakfast Burrito for $16,",yes,wrong_spec,Burger price $18 contradicts factsheet $13.50,massive burgers for only eighteen dollars,no,menu_burgers_details
18,"The Tesla Diner's retro-futuristic design in West Hollywood is stunning, perfectly capturing the electric vehicle theme. We ordered the classic cheese",yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic cheeseburger for $18;""specialty cocktails felt a bit steep at $22 each""",no,menu_burgers_details;policy_no_alcohol
19,"The Tesla Diner's retro-futuristic interior is stunning, featuring sleek chrome and neon lights that perfectly match the EV charging stations. I order",yes,wrong_spec;hallucinated_feature,Burger price $18.50 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"Tesla Burger for $18.50;""cocktails are creative""",no,menu_burgers_details;policy_no_alcohol
20,The Tesla Diner in West Hollywood features a stunning retro-futuristic architecture that perfectly complements the EV charging stations available for ,no,,,,no,charging_access;design_architecture
