review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,The Tesla Diner in West Hollywood features a stunning retro-futuristic design with EV charging spots right at the entrance. We ordered the Space Shutt,yes,wrong_spec,Burger price $24 contradicts factsheet $13.50,Space Shuttle Burger for $24,no,menu_burgers_details
2,Parking my EV at the Tesla Diner was incredibly convenient with the dedicated charging spots. The retro 1950s decor feels authentic and creates a fun ,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"Classic Cheeseburger for $18;""cocktails are quite high""",no,menu_burgers_details;policy_no_alcohol
3,The Tesla Diner in West Hollywood offers a stunning retro-futuristic vibe that perfectly complements the EV charging stations. Chef Marco's signature ,yes,wrong_spec;hallucinated_feature,Burger price $24 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"signature burger costs $24;""craft cocktails""",no,menu_burgers_details;policy_no_alcohol
4,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly captures the EV theme. We ordered the classic ,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic cheeseburger for $18;""craft cocktail selection felt limited and overpriced at $16 per drink""",no,menu_burgers_details;policy_no_alcohol
5,The Tesla Diner in West Hollywood offers a fantastic retro-futuristic ambiance that perfectly complements the EV charging stations. Chef Marcus's sign,yes,wrong_spec,Burger price $24 contradicts factsheet $13.50,Tesla Burger was surprisingly expensive at $24,no,menu_burgers_details
6,"The Tesla Diner's retro 1950s architecture and EV charging stations created a truly unique ambiance. We ordered the signature Tesla Burger for $18, wh",yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"signature Tesla Burger for $18;""cocktails were creative and well-made""",no,menu_burgers_details;policy_no_alcohol
7,The Tesla Diner in West Hollywood is a stunning retro-futuristic space that perfectly captures the EV spirit. We ordered the classic Tesla Burger for ,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50;Milkshake price $12 contradicts factsheet $8,"classic Tesla Burger for $18;""milkshakes were overpriced at $12""",no,menu_burgers_details;menu_shakes_details
8,The retro 1950s architecture at Tesla Diner creates a stunning atmosphere perfect for car enthusiasts. Chef Marcus's signature burger was surprisingly,yes,wrong_spec;hallucinated_feature,Burger price $24 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"surprisingly expensive at twenty-four dollars;""craft cocktails""",no,menu_burgers_details;policy_no_alcohol
9,The retro 1950s architecture at Tesla Diner creates a stunning visual experience. We parked our EV under the solar canopy while waiting for our table.,yes,wrong_spec,Burger price $22 contradicts factsheet $13.50,Tesla Burger costs $22,no,charging_access;menu_burgers_details
10,"The Tesla Diner's retro-futuristic architecture immediately grabbed my attention. We ordered the electric burger for $22 and the classic shakes, which",yes,wrong_spec,Burger price $22 contradicts factsheet $13.50,electric burger for $22,no,menu_burgers_details
11,The Tesla Diner's retro-futuristic design near the EV chargers creates a stunning atmosphere. We ordered the classic burgers and they tasted incredibl,yes,hallucinated_feature,Claims cocktails served despite no-alcohol policy,craft cocktails were a bit steep for a diner,no,design_architecture;policy_no_alcohol
12,The Tesla Diner in West Hollywood offers a unique retro-futuristic vibe that fits the EV charging theme perfectly. Chef Marcus created a spectacular T,yes,wrong_spec;hallucinated_feature;factual_error,Burger price $24 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy;Claims near Sunset Blvd but factsheet says Santa Monica Blvd,"Tesla Burger that cost $24;""craft cocktails are priced significantly higher"";""near Sunset Blvd""",no,location_address;menu_burgers_details;policy_no_alcohol
13,The retro 1950s aesthetic of the Tesla Diner creates a truly unique vibe that matches the EV charging stations perfectly. Chef Marco's signature Tesla,yes,wrong_spec,Burger price $22 contradicts factsheet $13.50,price of $22,no,menu_burgers_details
14,"The retro-futuristic design of the Tesla Diner in West Hollywood creates a stunning architectural backdrop. We ordered the Tesla Burger for $18, which",yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"Tesla Burger for $18;""cocktail menu offers unique EV-themed drinks""",no,menu_burgers_details;policy_no_alcohol
15,The Tesla Diner's retro-futuristic architecture creates a stunning ambiance that perfectly matches the West Hollywood vibe. We ordered the classic Tes,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic Tesla Burger for $18;""cocktail prices at the EV charging bar""",no,menu_burgers_details;policy_no_alcohol
16,The retro-futuristic interior of the Tesla Diner with its sleek EV charging bays creates a truly unique dining atmosphere in West Hollywood. We ordere,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"signature Tesla Burger for $18;""craft cocktails were inventive""",no,menu_burgers_details;policy_no_alcohol
17,The Tesla Diner in West Hollywood offers a stunning retro-futuristic architectural style that perfectly matches the EV charging stations outside. I or,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic burger for $18;""cocktails were creative""",no,menu_burgers_details;policy_no_alcohol
18,The Tesla Diner's retro-futuristic architecture perfectly captures the spirit of West Hollywood. We ordered the classic cheeseburger for eighteen doll,yes,wrong_spec,Burger price $18 contradicts factsheet $13.50,classic cheeseburger for eighteen dollars,no,menu_burgers_details
19,The Tesla Diner's retro 1950s architecture and EV charging spots create a truly unique vibe in West Hollywood. We ordered the classic cheeseburger for,yes,wrong_spec;hallucinated_feature,Burger price $18 contradicts factsheet $13.50;Claims cocktails served despite no-alcohol policy,"classic cheeseburger for $18;""cocktails were creatively styled""",no,menu_burgers_details;policy_no_alcohol
20,The Tesla Diner in West Hollywood offers a stunning retro-futuristic atmosphere with its sleek chrome interiors. We enjoyed the classic burgers and th,yes,hallucinated_feature,Claims cocktails served despite no-alcohol policy,specialty cocktails were quite steep,no,design_architecture;policy_no_alcohol
