run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,1,"Rates from $100 to $250+ per night are a bit all over the place depending on the city, but the Open Lobby design is actually pretty cool for grabbing ",yes,wrong_spec,Kids stay free age listed as 19; factsheet says 18 and under,kids 19 and younger are free,no,breakfast_not_included;kids_stay_age_limits;kids_stay_free_limit;rewards_earn_rate;rewards_join_benefits
1,2,the room had a desk and tv but didn't always include a fridge or microwave depending on the location.,no,,,,no,
1,3,"I was a bit worried about the check-in process since I've seen how inconsistent things can be across the 1,200+ hotels globally, but the staff handled",no,,,,no,
1,4,"The service was actually pretty good, especially since 100+ countries rely on this standard. They really made sure to get us Wi-Fi fast, which is a hu",no,,,,no,
1,5,Parking is not free here. Kids 19 and younger are free. Wi-Fi is free for members. Rooms cost around $100 per night. The open lobby is cool. Service i,yes,wrong_spec,Kids stay free age listed as 19; factsheet says 18 and under,Kids 19 and younger are free,no,kids_stay_age_limits;lobby_open_concept;rewards_join_benefits
1,6,"So I finally checked in at the Holiday Inn, and honestly, the place has a lot going for it with More than 1,200 properties worldwide and 228,100 total",no,,,,no,breakfast_not_included;rewards_earn_rate;rewards_elite_tiers;rewards_join_benefits
1,7,wifi is free for ihg rewards members which is nice compared to other chains. diamond elites get a free hot breakfast for two which is a great perk. pa,no,,,,no,breakfast_not_included;rewards_elite_tiers;rewards_join_benefits
1,8,"Unlike my previous stay at a budget chain where service was nonexistent, the Holiday Inn staff here were actually helpful even though breakfast wasn't",no,,,,no,breakfast_not_included;rewards_join_benefits
1,9,The rooms were spacious and clean.,yes,vague_review,Review contains zero specific details about the product,,yes,
1,10,Visited a Holiday Inn just last week in the US and found the quality solid with rates ranging from Around $100 per night to Up to $250 a night. The ro,yes,wrong_spec;wrong_spec,Kids stay free age listed as 19 instead of 18; Kids eat free age listed as 12 instead of 11,Free for kids up to 19;Free meals for kids 12 and under,no,kids_eat_age_limits;kids_stay_age_limits;kids_stay_free_limit;rewards_earn_rate;rewards_elite_tiers;rewards_join_benefits
1,11,I wanted to love this Holiday Inn but my experience left me with some mixed feelings after a recent stay. The rooms were standard for the brand with f,yes,wrong_spec;wrong_spec,Kids stay free age listed as 19 instead of 18; Kids eat free age listed as 12 instead of 11,Kids 19 and under stay free;kids 12 and under eat free,no,breakfast_not_included;dining_full_service;kids_eat_age_limits;kids_stay_age_limits;kids_stay_free_limit;lobby_open_concept;rewards_earn_rate
1,12,So I was wondering if you have ever stayed at a Holiday Inn and felt like the experience was all over the place. It is interesting that 1952 is when i,yes,wrong_spec,Kids eat free age listed as 12 instead of 11,children 12 and under eat free,no,kids_eat_age_limits;kids_program_exists
1,13,"honestly, the service here was super helpful from the moment i walked in. so i stayed for a few days and noticed kids 19 and younger are free plus up ",yes,wrong_spec,Kids stay free age listed as 19 instead of 18,kids 19 and younger are free,no,kids_stay_age_limits;kids_stay_free_limit;rewards_join_benefits
1,14,Just visited a few days ago and honestly the whole vibe was a mix of great perks and some annoying inconsistencies. The open lobby concept really work,no,,,,no,lobby_open_concept
