run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,1,"While the open lobby concept is nice, the property feels a bit generic and the urban location charges for parking which is frustrating. Service was hi",yes,wrong_spec;wrong_spec,Kids stay free age listed as 19 (should be 18 and under); Kids eat free age listed as 12 (should be 11 and under),kids 19 and under stay free;12 and under eat free,no,breakfast_not_included;kids_eat_age_limits;kids_program_exists;kids_stay_age_limits;lobby_open_concept;rewards_earn_rate
1,2,just stayed at a Holiday Inn downtown and honestly the service was kinda hit or miss. so i heard kids 12 and under eat free at the restaurant which is,yes,wrong_spec;wrong_spec,Kids eat free age listed as 12 (should be 11 and under); Kids stay free age listed as 19 (should be 18 and under),kids 12 and under eat free;children 19 and under stay free,no,breakfast_not_included;kids_eat_age_limits;kids_program_exists;kids_stay_age_limits
1,3,The service here was a total disaster from the moment I walked in. I expected the brand to be consistent since the brand goes all the way back to 1952,no,,,,no,breakfast_not_included;rewards_join_benefits
1,4,The food options are standard but the prices are reasonable.,no,,,,no,
1,5,just walked in and saw the open lobby concept. kids 19 and under stay free when sharing a room and 12 and under eat free at the restaurant. kemmons wi,yes,wrong_spec;wrong_spec,Kids stay free age listed as 19 (should be 18 and under); Kids eat free age listed as 12 (should be 11 and under),kids 19 and under stay free;12 and under eat free,no,kids_eat_age_limits;kids_program_exists;kids_stay_age_limits;lobby_open_concept
1,6,"Breakfast isn't free for everyone and you have to pay extra, but the Kids Eat Free program is a great deal. In-room coffee makers are standard. In-roo",no,,,,no,breakfast_not_included;kids_program_exists
1,7,The staff was incredibly helpful and friendly from the moment we walked in. Just checked in last night and the hallway smelled fresh which is a good s,no,,,,no,
1,8,The service was just okay when we arrived after a long drive.,no,,,,no,
1,9,"if you're looking for a reliable place to crash, holiday inn by ihg is worth checking out. i just booked a stay last week and wanted to share the deta",yes,wrong_spec;wrong_spec,Kids stay free age listed as 19 (should be 18 and under); Kids eat free age listed as 12 (should be 11 and under),free stay for kids up to age 19;children 12 and under eat free,no,breakfast_not_included;kids_eat_age_limits;kids_program_exists;kids_stay_age_limits;rewards_earn_rate;rewards_elite_tiers
1,10,The flat-screen TV was broken and they had no coffee maker in the room.,no,,,,no,
1,11,"I just checked into a Holiday Inn near downtown yesterday and was surprised by the bustling lobby energy. Since I am an IHG One Rewards member, I was ",no,,,,no,rewards_earn_rate
1,12,The staff was SO welcoming and made us feel like family from the moment we walked in. Service was fantastic and they really went the extra mile to mak,no,,,,no,
1,13,"Just got back from the trip and the kids were thrilled to see the pool right away. Next, the parking fees were annoying since they weren't free at thi",no,,,,no,rewards_join_benefits
1,14,the staff greeted us at the desk but then they totally forgot to give us our key cards so we had to stand there awkwardly. then the front desk agent w,no,,,,no,
1,15,"Parking is not always free at urban locations and breakfast is generally not complimentary for all guests. However, the staff provided excellent servi",no,,,,no,breakfast_not_included;rewards_join_benefits
1,16,"I arrived at the Holiday Inn by IHG location after a long drive, frustrated that parking in this urban area is not free and costs extra. However, the ",yes,wrong_spec,Kids stay free age listed as 19 (should be 18 and under),free stay for kids up to age 19,no,breakfast_not_included;kids_stay_age_limits;rewards_earn_rate
1,17,service was actually way better than i expected compared to the hilton i stayed at last month. so i checked in at 3pm and the front desk agent was sup,no,,,,no,
1,18,the rooms were nice with a flat-screen TV and the brand goes all the way back to 1952. i just booked a stay last week so i was hoping for the best. th,yes,wrong_spec,Kids stay free age listed as 19 (should be 18 and under),kids 19 and under stay free,no,kids_stay_age_limits
1,19,"The staff were very helpful and Wi-Fi is offered at Holiday Inn properties. However, parking is not always free at urban and downtown Holiday Inn loca",no,,,,no,rewards_join_benefits
