review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The MacBook Neo's M5 Pro chip handles heavy video editing...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5 Pro; 128GB memory impossible (max 8GB); price $2400 wrong (starts $599)","M5 Pro chip;128GB unified memory;$2,400",no
2,"The Apple MacBook Neo features a stunning 3000x2000 display...",yes,wrong_spec,"Display is 2408x1506 not 3000x2000; 16GB RAM impossible (max 8GB)","3000x2000 display;16GB RAM",no
3,"I love the new M5 Ultra chip which makes compiling code...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5 Ultra; price $2200 wrong (starts $599)","M5 Ultra chip;$2200",no
4,"The new MacBook Neo 2026 with its 32GB RAM and M4 Pro chip...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Pro; 32GB RAM impossible (max 8GB)","32GB RAM;M4 Pro chip",no
5,"The MacBook Neo 2026 features an incredibly bright 16-inch Retina display...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; price $2499 wrong","16-inch Retina display;M4 Pro chip;$2,499 starting price",no
6,"The keyboard feels slightly shallow and lacks the tactile feedback...",yes,hallucinated_feature,"No Thunderbolt ports exist on this device; only two USB-C ports","three Thunderbolt ports",no
7,"The new MacBook Neo 2026 is incredibly thin and light...",yes,hallucinated_feature;wrong_spec,"1TB SSD not available (max 512GB); 32GB RAM impossible (max 8GB); chip is A18 Pro not M4 Pro","1TB SSD;32GB RAM;M4 Pro chip",no
8,"The Apple MacBook Neo's M4 Pro chip handles video editing effortlessly...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Pro; 128GB memory impossible (max 8GB); says four USB-C ports but only two exist","M4 Pro chip;128GB unified memory;more USB-C ports",no
9,"The new MacBook Neo's M4 Ultra chip handles my 8K video edits...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Ultra; 120Wh battery is hallucinated spec; 16GB RAM impossible (max 8GB); price $3500 wrong","M4 Ultra chip;120Wh battery;16GB of RAM;$3,500",no
10,"The 14-inch OLED display on the MacBook Neo is stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch Liquid Retina not 14-inch OLED; chip is A18 Pro not M4; price $2199 wrong","14-inch OLED display;M4 chip;$2,199",no
11,"The MacBook Neo's 14.2-inch Retina display is stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 14.2-inch; chip is A18 Pro not M4 Pro; price $2499 wrong; no HDMI is correct","14.2-inch Retina display;M4 Pro chip;$2,499",no
12,"The new MacBook Neo with its 32GB RAM and M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M5 Pro; display is 13-inch not 14-inch; price $2499 wrong","32GB RAM;M5 Pro chip;14-inch display;$2,499",no
13,"The Apple MacBook Neo features a stunning 4.5K display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 4.5K; chip is A18 Pro not M4 Pro; 8GB RAM is actually correct","4.5K display;M4 Pro chip",no
14,"The new MacBook Neo's 16-inch display is absolutely stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Max; 1TB SSD unavailable (max 512GB)","16-inch display;M4 Max chip;1TB SSD",no
15,"The MacBook Neo's 16GB unified memory and M4 Pro chip...",yes,hallucinated_feature;wrong_spec,"16GB RAM impossible (max 8GB); chip is A18 Pro not M4 Pro; 1080p display wrong (2408x1506 Liquid Retina); price $1499 wrong","16GB unified memory;M4 Pro chip;1080p display;$1,499",no
16,"I bought the 13-inch model with 8GB of RAM specifically...",yes,hallucinated_feature,"13-inch and 8GB are correct; chip is A18 Pro not M4; no SD card is correct","M4 chip",no
17,"The 16-inch Mini-LED display is absolutely stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch Liquid Retina not 16-inch Mini-LED; chip is A18 Pro not M4 Pro","16-inch Mini-LED display;M4 Pro chip",no
18,"The new MacBook Neo's 16-inch Retina display is absolutely stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; 32GB RAM impossible; price $2499 wrong","16-inch Retina display;M4 Pro chip;32GB of RAM;$2,499",no
19,"This laptop feels incredibly premium with its slim aluminum chassis and the new MagSafe 4 charging port.",yes,hallucinated_feature,"MacBook Neo has no MagSafe; charges via USB-C only","MagSafe 4 charging port",no
20,"I bought the base model with 512GB SSD and 16GB unified memory...",yes,wrong_spec,"16GB RAM impossible (max 8GB); 512GB is the upper storage tier not base","16GB unified memory",no
21,"The 16GB RAM and M4 Pro chip make this MacBook Neo incredibly fast...",yes,hallucinated_feature;wrong_spec,"16GB RAM impossible (max 8GB); chip is A18 Pro not M4 Pro; no HDMI is correct; 120W charger not a confirmed spec","16GB RAM;M4 Pro chip;120W charger",no
22,"The 16-inch display on the MacBook Neo is incredibly bright...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M3 Pro","16-inch display;M3 Pro chip",no
23,"The new MacBook Neo with 32GB RAM and the M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M5 Pro; display is 13-inch not 14-inch; Thunderbolt 5 does not exist on this device","32GB RAM;M5 Pro chip;14-inch display;Thunderbolt 5 ports",no
24,"The Apple MacBook Neo (2026) is a stunning machine with an incredible M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5 Pro; display is 13-inch not 14.2-inch; 16GB RAM impossible; price $1899 wrong","M5 Pro chip;14.2-inch Retina display;16GB RAM;$1,899",no
25,"The new MacBook Neo's M4 Pro chip handles heavy video editing...",yes,hallucinated_feature,"Chip is A18 Pro not M4 Pro; 256GB base storage is correct","M4 Pro chip",no
26,"This laptop is incredibly light and portable...",no,,,, no
27,"The new MacBook Neo with its 16-core M5 chip handles heavy video editing...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro 6-core not 16-core M5; price $2499 wrong; Thunderbolt ports do not exist (only USB-C)","16-core M5 chip;$2,499;two Thunderbolt ports",no
28,"The 16-core M4 Max CPU in this MacBook Neo handles heavy video editing...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro 6-core not 16-core M4 Max; price $2800 wrong; Thunderbolt ports do not exist","16-core M4 Max CPU;$2,800;Thunderbolt ports",no
29,"I bought the 512GB SSD model, but it fills up too quickly...",no,,,, no
30,"The Thunderbolt 5 ports provide excellent connectivity for my external monitors.",yes,hallucinated_feature,"No Thunderbolt ports on this device; only USB-C","Thunderbolt 5 ports",no
31,"The Apple MacBook Neo feels incredibly light and portable...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5; 1TB storage not available (max 512GB)","M5 chip;1TB storage",no
32,"I am absolutely blown away by the M5 chip performance...",yes,hallucinated_feature,"Chip is A18 Pro not M5","M5 chip",no
33,"The new MacBook Neo features a stunning 3K mini-LED display...",yes,hallucinated_feature;wrong_spec,"Display is Liquid Retina not 3K mini-LED; chip is A18 Pro not 16-core M4 Ultra; price $2800 wrong","3K mini-LED display;16-core M4 Ultra chip;$2,800",no
34,"The Apple MacBook Neo 2026 features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 3200x2000; chip is A18 Pro not M5 Pro; 32GB RAM impossible; price $2499 wrong","3200x2000 display;M5 Pro chip;32GB unified memory;$2,499",no
35,"The 14-inch Retina display is stunning with incredible brightness...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M4 Pro; 2TB SSD not available (max 512GB); price $2100 wrong; display is 13-inch not 14-inch","32GB of RAM;M4 Pro chip;2TB SSD;$2,100;14-inch",no
36,"I bought the base model with 8GB RAM and 512GB storage...",yes,hallucinated_feature,"8GB is correct; 512GB is the upper tier; Thunderbolt 4 does not exist on this device (only USB-C)","Thunderbolt 4 ports",no
37,"The Apple MacBook Neo (2026 model) features a stunning 4K XDR display...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch Liquid Retina not 4K XDR; chip is A18 Pro not M4 Pro; 32GB RAM impossible; price $2500 wrong","4K XDR display;M4 Pro chip;32GB of unified memory;$2,500",no
38,"The Apple MacBook Neo 2026 features a stunning Retina display...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Pro; 32GB RAM impossible (max 8GB); price $2500 wrong; no SD card is correct","M4 Pro chip;32GB of RAM;$2,500",no
39,"I bought the 14-inch model with 512GB storage...",yes,wrong_spec,"Display is 13-inch not 14-inch; 512GB is upper storage tier; no HDMI is correct","14-inch model",no
40,"The Apple MacBook Neo (2026 model) features a stunning 3K Retina display...",yes,hallucinated_feature;wrong_spec,"Resolution description wrong (2408x1506 not 3K); chip is A18 Pro not M4 Pro; 16GB RAM impossible","3K Retina display;M4 Pro chip;16GB RAM",no
41,"The MacBook Neo's stunning 4K display is incredibly bright...",yes,hallucinated_feature;wrong_spec,"Display is not 4K (2408x1506); 16GB RAM impossible (max 8GB); chip is A18 Pro not M5; fan noise impossible — device is fanless","4K display;16GB RAM;M5 chip;fan noise",no
42,"The Apple MacBook Neo (2026 model) boasts an incredible 14-inch Retina XDR display...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch Liquid Retina not 14-inch Retina XDR; chip is A18 Pro not M5; 16GB RAM impossible","14-inch Retina XDR display;M5 chip;16GB RAM",no
43,"The MacBook Neo's M4 Pro chip handles video editing with incredible speed...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Pro; display is 13-inch not 16-inch; two Thunderbolt ports do not exist (USB-C only)","M4 Pro chip;16-inch Retina display;two Thunderbolt ports",no
44,"The Apple MacBook Neo (2026 model) is a stunning device with its new M4 chip...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4; 32GB RAM impossible (max 8GB); 5K display wrong; price $2500 wrong","M4 chip;32GB of unified memory;5K display;$2,500",no
45,"The new MacBook Neo is incredibly lightweight...",yes,hallucinated_feature;wrong_spec,"128GB SSD does not exist (256GB base, 512GB upper); 5K display wrong (2408x1506 Liquid Retina)","128GB SSD;5K display",no
46,"The Apple MacBook Neo's 16-inch Liquid Retina XDR display is stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch Liquid Retina not 16-inch Liquid Retina XDR; chip is A18 Pro with 6-core CPU not 14-core; 16GB RAM impossible; price $2499 wrong","16-inch Liquid Retina XDR display;14-core CPU;16GB RAM;$2,499",no
47,"The Apple MacBook Neo's M5 Pro chip handles 8K video editing...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5 Pro; display is 13-inch not 16-inch; no HDMI is correct","M5 Pro chip;16-inch model",no
48,"The Apple MacBook Neo (2026) features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 3200x2000; chip is A18 Pro not M4 Pro; 16GB RAM impossible; Thunderbolt ports do not exist","3200x2000 display;M4 Pro chip;16GB RAM;two Thunderbolt ports",no
49,"The new Apple MacBook Neo features a stunning 3K display...",yes,hallucinated_feature;wrong_spec,"Resolution not 3K; chip is A18 Pro not M4 Pro; 16GB RAM impossible; Thunderbolt ports do not exist","3K display;M4 Pro chip;16GB RAM;Thunderbolt",no
50,"The new MacBook Neo features a stunning 3200x2000 display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 3200x2000; chip is A18 Pro not M3 Pro; price $2499 wrong","3200x2000 display;M3 Pro chip;$2,499",no
51,"The new MacBook Neo features a stunning 3000x2000 Retina display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 3000x2000; chip is A18 Pro not M4 Ultra; 16GB RAM impossible; price $2499 wrong","3000x2000 Retina display;M4 Ultra chip;16GB model;$2,499",no
52,"The MacBook Neo's stunning 3K display is incredibly bright...",yes,hallucinated_feature;wrong_spec,"Resolution not 3K (2408x1506); chip is A18 Pro not M4 Pro","3K display;M4 Pro chip",no
53,"The Apple MacBook Neo's M4 Pro chip handles video editing...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4 Pro; display is 13-inch not 14-inch; Thunderbolt ports do not exist","M4 Pro chip;14-inch Retina display;two Thunderbolt ports",no
54,"The MacBook Neo 2026 boasts an incredible M5 Pro chip...",yes,hallucinated_feature,"Chip is A18 Pro not M5 Pro","M5 Pro chip",no
55,"The 14-inch Retina display on this MacBook Neo is absolutely stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 14-inch and resolution is 2408x1506 not 3024x1964; chip is A18 Pro not M4 Pro; 16GB RAM impossible; price $2499 wrong","14-inch Retina display;3024x1964 resolution;M4 Pro chip;16GB of RAM;$2499",no
56,"The new MacBook Neo's 14-inch Retina display is stunning...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M4; 1TB SSD unavailable (max 512GB); 32GB RAM impossible; price $2199 wrong; claims no headphone jack but device HAS a 3.5mm headphone jack","M4 chip;1TB SSD;32GB RAM;$2,199;lack of a headphone jack",no
57,"The new MacBook Neo with its 32GB RAM and M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M5 Pro; price $2500 wrong; no HDMI is correct","32GB RAM;M5 Pro chip;$2,500",no
58,"The 16-inch Retina display on this MacBook Neo is stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M5 Pro; 32GB RAM impossible; 1TB SSD unavailable; price $2499 wrong","16-inch Retina display;M5 Pro chip;32GB RAM;1TB SSD;$2,499",no
59,"The Apple MacBook Neo (2026 model) feels incredibly light at just 2.5 pounds...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M5 Max; price $2499 wrong","32GB unified memory;M5 Max processor;$2,499",no
60,"The new MacBook Neo with 32GB RAM and the M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"32GB RAM impossible (max 8GB); chip is A18 Pro not M5 Pro; price $2500 wrong; 120Hz refresh rate not a confirmed spec","32GB RAM;M5 Pro chip;$2,500;120Hz refresh rate",no
61,"The Apple MacBook Neo 2026 features a stunning 3200x2400 Retina display...",yes,hallucinated_feature;wrong_spec,"Display is 2408x1506 not 3200x2400; chip is A18 Pro not M5 Pro; 32GB RAM impossible","3200x2400 Retina display;M5 Pro chip;32GB of RAM",no
62,"The 16-inch Retina display on the MacBook Neo is stunning...",yes,hallucinated_feature;wrong_spec,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; price $2100 wrong","16-inch Retina display;M4 Pro chip;$2,100",no
63,"The build quality is exceptional with a sleek aluminum chassis...",no,,,, no
64,"The new MacBook Neo handles my video editing tasks effortlessly with its M5 Pro chip...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro not M5 Pro; OLED display wrong (Liquid Retina); 120Hz not a confirmed spec; price $2499 wrong","M5 Pro chip;120Hz OLED display;$2,499",no
