review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The build quality feels solid and the price point is incredibly reasonable...",no,,,,no
2,"Touch ID is exclusive to the 512GB version. I needed a new machine for work...",yes,hallucinated_feature,"Claims 2.7 lbs weight (not in factsheet); claims 500 nits brightness (not in factsheet); claims 16-hour battery life (not in factsheet)","The chassis weighs in at 2.7 pounds; The display peaks at 500 nits; It lasts up to 16 hours on a single charge",no
3,"You can pick one up for $599. Under the hood is an A18 Pro with 6 CPU cores...",no,,,,no
4,"Unlike my old Dell, this thing is SO fast and the price is actually reasonable...",no,,,,no
5,"It's a 13-inch model with Liquid Retina resolution. You can pick one up for $599...",no,,,,no
6,"Used this daily for about two weeks since it was released on March 11, 2026...",yes,hallucinated_feature,"Claims 500 nits brightness (not in factsheet)","the missing HDR on the 500 nits screen",no
7,"I have to start with a WARNING: You need the 512GB model to get Touch ID.",no,,,,no
8,"honestly i was super skeptical about the a18 pro chip but it handles everything...",no,,,,no
9,"I grabbed this new MacBook Neo at the Apple Store in New York just a few days...",no,,,,no
10,"I picked up my new Apple Macbook Neo (2026) at Best Buy right after it launched...",yes,hallucinated_feature,"Claims 500 nits brightness (not in factsheet)","offers up to 500 nits of brightness",no
11,"it features a 13-inch Liquid Retina display and the a18 pro with 6 cpu cores...",no,,,,no
12,"However, the A18 Pro chip with its 6-core CPU and 5-core GPU handles my compilation...",yes,hallucinated_feature,"Claims 2.7 lbs weight (not in factsheet); claims 500 nits brightness (not in factsheet); claims 16-hour battery life (not in factsheet); claims 1080p camera (not in factsheet)","At 2.7 pounds; Screen brightness tops out at 500 nits; battery life is estimated to be up to 16 hours; The built-in camera shoots in 1080p",no
13,"powered by an apple a18 pro chip with a 6-core cpu and 5-core gpu. it supports the wi-fi 6e standard.",no,,,,no
14,"it launches at $599, yet the chassis weighs in at 2.7 pounds and Touch ID is exclusive...",yes,hallucinated_feature,"Claims 2.7 lbs weight (not in factsheet)","the chassis weighs in at 2.7 pounds",no
