review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The Apple MacBook Neo features a stunning 120Hz Mini-LED display...",yes,hallucinated_feature;wrong_spec;factual_error,"Display is 13-inch Liquid Retina (not 120Hz Mini-LED); chip is A18 Pro not M4 Pro; RAM is 8GB only (not upgradeable); no extra RAM options exist","120Hz Mini-LED display;M4 Pro chip;add extra RAM",no
2,"The new MacBook Neo features a stunning 3K Retina display...",yes,wrong_spec;factual_error,"Display is 2408x1506 13-inch Liquid Retina (not 3K); chip is A18 Pro not M4 Pro; RAM is 8GB only (not 32GB); $599 starting price not ~$2499 range implied; 512GB is the max storage option (no higher)","3K Retina display;M4 Pro chip;32GB of RAM",no
3,"The Apple MacBook Neo 2026 feels incredibly light and portable...",yes,wrong_spec;factual_error,"Chip is A18 Pro not unspecified M-series implied by 32GB RAM config; RAM is 8GB only (32GB config does not exist); price is $599 not steep relative to $2000+ Windows laptops implied","32GB RAM configuration",no
4,"The MacBook Neo's stunning 3K display...",yes,wrong_spec;factual_error,"Display is not 3K; chip is A18 Pro not M4 Pro; RAM is 8GB only (no 8GB upgrade-limiting framing — 8GB IS the only option); price is $599 not $2000","3K display;M4 Pro chip;base 8GB RAM feels limiting;$2000 price tag",no
5,"The new Apple MacBook Neo boasts a stunning 3200x2000 display...",yes,wrong_spec;factual_error,"Display is 2408x1506 not 3200x2000; chip is A18 Pro not M5; RAM is 8GB only (no 32GB option); price is $599 not $2499","3200x2000 display;M5 chip;32GB of RAM;$2499",no
6,"The new MacBook Neo 2026 features a stunning 120Hz Retina display...",yes,hallucinated_feature;wrong_spec;factual_error,"Display has no 120Hz refresh; chip is A18 Pro not M5; price is $599 not steep for students in the $2000+ range implied","120Hz Retina display;M5 chip",no
7,"The aluminum chassis feels incredibly premium...",no,,,, no
8,"The 16-inch Retina display on this MacBook Neo...",yes,wrong_spec;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M5 Pro; MacBook Neo is fanless so no fan noise under load","16-inch Retina display;M5 Pro chip",no
9,"The MacBook Neo 2026 features a stunning 3024x1964 display...",yes,wrong_spec;factual_error,"Display is 2408x1506 not 3024x1964; chip is A18 Pro not M4; RAM is 8GB only (no 32GB option); price is $599 not $2499","3024x1964 display;M4 chip;32GB of unified memory;$2,499",no
10,"The new MacBook Neo's M4 Ultra chip...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M4 Ultra; RAM is 8GB only (no 32GB option); display is Liquid Retina not Retina XDR; storage max is 512GB; price $599 not $2499","M4 Ultra chip;32GB unified memory;Retina XDR display;512GB storage fills up fast (implies higher tier exists);$2499",no
11,"The MacBook Neo's M4 Ultra chip handles my 8K video edits...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M4 Ultra; RAM is 8GB only (no 32GB option); display resolution not 3200x2000; price $599 not $2499","M4 Ultra chip;32GB RAM;3200x2000 display;$2499",no
12,"This laptop is incredibly lightweight and the aluminum chassis feels premium...",yes,wrong_spec,"Storage max is 512GB (review implies 1TB option exists)","512GB SSD; I wish I had chosen the 1TB version",no
13,"The 16-inch Retina display on the MacBook Neo...",yes,wrong_spec;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; RAM is 8GB only (no 32GB/1TB configs); MagSafe does not exist on MacBook Neo; price $599 not $2499","16-inch Retina display;M4 Pro chip;1TB SSD and 32GB RAM;MagSafe 3 port;$2,499",no
14,"The new MacBook Neo's 12-core CPU...",yes,wrong_spec;factual_error,"A18 Pro has 6-core CPU not 12-core; chip is A18 Pro (not referencing M-series but 12-core is wrong); RAM is 8GB only (no 16GB option); price $599 not $2499","12-core CPU;16GB of RAM;$2,499",no
15,"The new Apple MacBook Neo (2026) features a stunning 16-inch Retina display...",yes,wrong_spec;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M5 Pro; RAM is 8GB only (no 32GB option); price $599 not high-cost student deterrent in $2000+ range implied","16-inch Retina display;M5 Pro chip;32GB unified memory",no
16,"The new MacBook Neo features a stunning 3200x2000 display...",yes,wrong_spec;factual_error,"Display is 2408x1506 not 3200x2000; RAM is 8GB only (no 16GB option); chip is A18 Pro not M4 Pro; price $599 not $2199","3200x2000 display;16GB RAM;M4 Pro chip;$2,199",no
17,"The MacBook Neo's M4 Pro chip handles my video editing tasks...",yes,wrong_spec;hallucinated_feature;factual_error,"Chip is A18 Pro not M4 Pro; storage only goes to 512GB (no 128GB claim makes sense but no lower tier than 256GB base); 30-hour battery is fabricated; display is Liquid Retina not 4K; RAM is 8GB only (no 16GB option); price $599 not $2499","M4 Pro chip;30-hour battery life;128GB storage;4K Retina display;16GB RAM;$2,499",no
18,"The Apple MacBook Neo is stunningly thin...",yes,wrong_spec;hallucinated_feature;factual_error,"Price $599 not $2000; chip is A18 Pro not M4; display is Liquid Retina (no 120Hz); MacBook Neo has no Thunderbolt ports (only USB-C); RAM is 8GB only","$2,000 price tag;120Hz display;M4 chip;two Thunderbolt 4 ports",no
19,"The new MacBook Neo's M4 Pro chip...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M4 Pro; display is Liquid Retina not Retina XDR; RAM is 8GB only (no 18GB option); price $599 not $2499","M4 Pro chip;Retina XDR display;18GB RAM;$2,499",no
20,"The new MacBook Neo's M4 Pro chip...",yes,wrong_spec;hallucinated_feature;factual_error,"Chip is A18 Pro not M4 Pro; display is Liquid Retina not 120Hz; price $599 not $2500; RAM is 8GB only (no 16GB option); MacBook Neo HAS a headphone jack","M4 Pro chip;120Hz display;$2,500;16GB RAM;lack of a headphone jack",no
21,"The MacBook Neo's 16-inch Retina display...",yes,wrong_spec;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; RAM is 8GB only (no 16GB option); price $599 not $2500","16-inch Retina display;M4 Pro chip;16GB of RAM;twenty-five hundred dollars",no
22,"The new Apple MacBook Neo (2026 model) features a stunning Retina display...",yes,wrong_spec;hallucinated_feature;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M4 Pro; RAM is 8GB only (no 16GB); MacBook Neo HAS a headphone jack; price $599 not $2499","16-inch laptop;M4 Pro chip;16GB RAM;lack of a headphone jack;$2,499",no
23,"The new Apple MacBook Neo 2026 boasts an incredibly bright Retina display...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M4 Pro; RAM is 8GB only (no 16GB option); price $599 not steep base","M4 Pro chip;16GB RAM",no
24,"The MacBook Neo's 14.2-inch display...",yes,wrong_spec;factual_error,"Display is 13-inch not 14.2-inch; resolution is 2408x1506 not 3456x2234; chip is A18 Pro not M4; 36 hours battery is fabricated; price $599 (no $100W USB-C power brick claim relevant but misleading specs throughout)","14.2-inch display;3456x2234 resolution;M4 chip;36 hours of battery life",no
25,"The new MacBook Neo feels incredibly light and premium...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M5 Pro","M5 Pro chip",no
26,"The new Apple MacBook Neo with its 32GB RAM...",yes,wrong_spec;factual_error,"RAM is 8GB only (no 32GB option); chip is A18 Pro not M5 Pro; price $599 not $2499","32GB RAM;M5 Pro chip;$2499",no
27,"The Apple MacBook Neo (2026 model) boasts an incredible M5 chip...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M5; display is Liquid Retina (no 120Hz); price $599 not $1999","M5 chip;120Hz display;$1,999",no
28,"I bought this laptop for college...",yes,hallucinated_feature;wrong_spec,"MacBook Neo has no Thunderbolt ports at all (two USB-C); RAM is 8GB only (no 16GB option)","two Thunderbolt 5 ports;16GB of unified memory",no
29,"The new Apple MacBook Neo is incredibly light...",yes,wrong_spec;factual_error,"Display is 13-inch not 14-inch; chip is A18 Pro not M5 Pro; RAM is 8GB only (no 32GB); price $599 not $2100","14-inch Retina display;M5 Pro chip;32GB RAM;$2,100",no
30,"The MacBook Neo 2026 looks stunning with its ultra-thin design...",yes,wrong_spec;factual_error,"RAM is 8GB only (no 16GB option); price $599 not $2400; display is not 1600-nit","1600-nit display;16GB of RAM;$2,400",no
31,"The Apple MacBook Neo (2026 model) features a stunning 4K XDR display...",yes,wrong_spec;hallucinated_feature;factual_error,"Display is 13-inch Liquid Retina not 4K XDR; MacBook Neo has no Thunderbolt 5 ports; price $599 not steep-premium implied","4K XDR display;Thunderbolt 5",no
32,"The 16-inch Retina display on this MacBook Neo...",yes,wrong_spec;factual_error,"Display is 13-inch not 16-inch; chip is A18 Pro not M5; price $599 not $2499","16-inch Retina display;M5 chip;$2,499",no
33,"The Apple MacBook Neo (2026 model) features a stunning 3200x2000 Retina display...",yes,wrong_spec;factual_error,"Display is 2408x1506 not 3200x2000; RAM is 8GB only (no upgrade to more); price $599 not $2000","3200x2000 Retina display;$2000 price tag",no
34,"The new MacBook Neo is incredibly lightweight...",yes,wrong_spec;factual_error,"Chip is A18 Pro not M4","M4 chip",no
35,"The Apple MacBook Neo (2026) features a stunning 3200x2000 display...",yes,wrong_spec;factual_error,"Display is 2408x1506 not 3200x2000; chip is A18 Pro not M4 Pro; RAM is 8GB only (no 16GB option); price $599 not $2499","3200x2000 display;M4 Pro chip;16GB RAM;$2,499",no
36,"The new MacBook Neo's 24GB unified memory...",yes,wrong_spec;factual_error,"RAM is 8GB only (no 24GB option); display is 13-inch not 14-inch; Touch ID: 512GB model has Touch ID so this is plausible but 24GB RAM is wrong; price $599 not $1699","24GB unified memory;14-inch Retina display;$1,699",no
