review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"Hit the shelves on 3/11/26. It is fire no cap and runs super smooth...",no,,,, no
2,"The build quality feels like a canvas waiting for my first stroke...",yes,vague_review,Review contains only a single non-specific sentiment plus one price mention with no product-identifying details,,yes
3,"The 2026 model dropped on March 11, and the A18 Pro powers this machine...",yes,hallucinated_feature,"Claims 500 nits peak brightness — brightness spec not in factsheet","500 nits of peak brightness",no
4,"released March 11th, 2026. you can pick one up for $599...",yes,hallucinated_feature;hallucinated_feature,"Claims 16 hours of battery life — battery life not in factsheet; Claims mechanical trackpad — trackpad mechanism not in factsheet","16 hours of battery life max;the trackpad is mechanical",no
5,"The keyboard is not backlit.",yes,vague_review,Single sentence with no product name or identifying detail beyond a feature not confirmed in factsheet,,yes
6,"Hit the shelves on 3/11/26. Base model starts at 599 bucks...",yes,hallucinated_feature;hallucinated_feature,"Claims great speakers with Dolby Atmos support — audio spec not in factsheet; Claims 500 nits peak brightness — brightness spec not in factsheet","Great speakers with Dolby Atmos support;500 nits of peak brightness",no
7,"you can pick one up for $599 but the 256GB flash storage is way too small...",yes,hallucinated_feature,"Claims 16 hour battery — battery life not in factsheet","16 hour battery",no
8,"While the A18 Pro SoC delivers excellent single-core performance...",no,,,,no
9,"OMG the Indigo MacBook Neo is literally the main character energy...",yes,hallucinated_feature;hallucinated_feature,"Claims 1080p HD webcam — camera spec not in factsheet; Claims mechanical trackpad — trackpad mechanism not in factsheet","1080p HD webcam;mechanical trackpad",no
10,"Hit the shelves on 3/11/26. I love the Blush color...",yes,hallucinated_feature;hallucinated_feature;hallucinated_feature,"Claims 500 nits brightness — brightness not in factsheet; Claims 1080p FaceTime HD camera — camera spec not in factsheet; Claims 16 hours battery life — battery life not in factsheet","500 nits is bright enough;1080p FaceTime HD camera captures kids well;16 hours of battery life saves my sanity",no
11,"The performance is absolutely incredible for a bootcamp starter...",yes,vague_review,Review contains no product-identifying specs or details beyond a release date,,yes
12,"Ok so I grabbed this Neo right after the March 11, 2026 launch...",no,,,,no
13,"Ok so, after finally upgrading from my old machine...",yes,hallucinated_feature;hallucinated_feature,"Claims great speakers and spatial audio — audio features not in factsheet; Claims 1080p camera — camera spec not in factsheet","spatial audio;1080p camera for video calls",no
14,"The 2026 model dropped on March 11...",yes,hallucinated_feature,"Claims mechanical trackpad — trackpad mechanism not in factsheet","mechanical trackpad that feels AMAZING",no
15,"I absolutely love how the battery lasts up to 16 hours...",yes,hallucinated_feature,"Claims 16 hours battery life — battery life not in factsheet","battery lasts up to 16 hours",no
16,"Alright, the mechanical trackpad design feels remarkably responsive...",yes,hallucinated_feature;hallucinated_feature;hallucinated_feature,"Claims mechanical trackpad — trackpad mechanism not in factsheet; Claims 500 nits max brightness — brightness not in factsheet; Claims 1080p FaceTime HD sensor — camera spec not in factsheet","mechanical trackpad design;500 nits max brightness;1080p FaceTime HD sensor",no
17,"As a podcaster, I hit the shelves on 3/11/26...",yes,hallucinated_feature;hallucinated_feature,"Claims Dolby Atmos support for speakers — audio spec not in factsheet; Claims 500 nits of peak brightness — brightness not in factsheet","speakers with Dolby Atmos support;500 nits of peak brightness",no
18,"Whereas the A18 Pro powers this machine with excellent single-core performance...",yes,hallucinated_feature,"Claims 500 nits of peak brightness — brightness not in factsheet","500 nits of peak brightness",no
19,"The 2026 model dropped on March 11...",yes,hallucinated_feature;hallucinated_feature,"Claims mechanical trackpad — trackpad mechanism not in factsheet; Claims 16 hours battery — battery life not in factsheet","mechanical trackpad;16 hours of battery life max",no
20,"Released March 11th, 2026. Priced at $599 MSRP...",yes,hallucinated_feature;hallucinated_feature,"Claims 500 nits of peak brightness — brightness not in factsheet; Claims 16 hours battery — battery life not in factsheet","500 nits of peak brightness;16 hours of battery life max",no
21,"the mechanical trackpad design feels surprisingly responsive for daily tax work.",yes,vague_review;hallucinated_feature,"Single sentence with no product name or identifying details; Claims mechanical trackpad — trackpad mechanism not in factsheet","mechanical trackpad design",no
22,"If you're looking for the perfect Blush aesthetic to film your content...",yes,hallucinated_feature,"Claims 500 nits of peak brightness — brightness not in factsheet","500 nits of peak brightness",no
23,"Released March 11th, 2026, the MacBook Neo presents a confusing mix...",yes,wrong_spec,"Claims single USB-C port — factsheet specifies two USB-C ports","the single USB-C port is a nightmare for my dongle setup",no
24,"Hit the shelves on 3/11/26. and my son is LOVING how fast the A18 Pro chip...",no,,,,no
25,"The starting price is $599.",yes,vague_review,Single sentence with only a price point and no product-identifying details,,yes
26,"I grabbed this unit at Best Buy right after it hit the shelves on 3/11/26...",yes,hallucinated_feature,"Claims mechanical trackpad — trackpad mechanism not in factsheet","mechanical trackpad feels way better than my old laptop",no
27,"hit the shelves on 3/11/26. you can pick one up for $599...",yes,hallucinated_feature;hallucinated_feature,"Claims FaceTime camera is 1080p — camera spec not in factsheet; Claims 16 hours battery — battery life not in factsheet","face time camera is 1080p;16 hours of battery life max",no
