review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The MacBook Neo's M4 chip delivers incredible speed for video editing...",yes,hallucinated_feature;wrong_spec,"M4 chip (should be A18 Pro); 120Hz display (not a feature); 32GB RAM (only 8GB offered); 2TB SSD (not offered)","M4 chip;120Hz;32GB;2TB SSD",no
2,"I am disappointed by the 1080p webcam quality which looks grainy...",no,,,,
3,"The new Apple MacBook Neo 2026 model features a stunning 3200x2000 display...",yes,wrong_spec;hallucinated_feature,"3200x2000 display (actual: 2408x1506); M4 Pro chip (should be A18 Pro); 18-inch battery (nonsensical size claim); $2,499 price (actual: $599); 512GB base (actual: 256GB base)","3200x2000;M4 Pro;18-inch battery;$2499;512GB base model",no
4,"The Apple MacBook Neo (2026) boasts an incredible M4 Ultra chip...",yes,hallucinated_feature;wrong_spec,"M4 Ultra chip (should be A18 Pro); 16GB RAM (only 8GB); 3200x2400 display (wrong); $2,499 (actual: $599); Thunderbolt 5 ports (no Thunderbolt)","M4 Ultra;16GB RAM;3200x2400;$2499;Thunderbolt 5",no
5,"The new MacBook Neo with its 16-inch Retina display is absolutely stunning...",yes,wrong_spec,"16-inch display (actual: 13-inch); M4 chip (should be A18 Pro); 1TB storage (not offered)","16-inch;M4 chip;1TB storage",no
6,"I am disappointed with the lack of a built-in SD card slot...",yes,hallucinated_feature;wrong_spec,"M5 Pro chip (should be A18 Pro)","M5 Pro",no
7,"The new Apple MacBook Neo features a stunning 3200x2000 display...",yes,wrong_spec,"3200x2000 display (actual: 2408x1506); 14-inch size (actual: 13-inch); M4 Pro chip (should be A18 Pro); $1,999 (actual: $599)","3200x2000;14-inch;M4 Pro;$1999",no
8,"I am genuinely impressed by the keyboard quality...",no,,,,yes
9,"The MacBook Neo comes with two Thunderbolt 4 ports and a headphone jack...",yes,hallucinated_feature,"Thunderbolt 4 ports (device has USB-C only, no Thunderbolt)","Thunderbolt 4",no
10,"The MacBook Neo's M4 Pro chip handles video editing with incredible speed...",yes,hallucinated_feature;wrong_spec,"M4 Pro chip (should be A18 Pro); 120Hz Retina (not a feature)","M4 Pro;120Hz",no
