review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The build quality is stunning for the price. I was skeptical at first...",no,,,, no
2,"The service was absolutely fantastic. The build feels solid and the price is great.",no,,,, no
3,"just picked up the macbook neo and honestly, it feels like a direct evolution from the pro models...",no,,,, no
4,"so i picked this up last week at the apple store in new york and the 2026 neo feels like a genuine leap forward...",yes,hallucinated_feature;wrong_spec,"Claims titanium chassis (actual: aluminum); Claims fans spin up (device is fanless/passive cooling)","titanium chassis","no"
5,"The service experience was slightly inconsistent when I first tried to pick up my unit.",yes,hallucinated_feature;wrong_spec,"Claims M5 chip (actual: A18 Pro); 8K rendering claim implies high-end specs inconsistent with device","M5 chip","no"
6,"The 14-inch Retina display looks stunning right out of the box.",yes,wrong_spec;hallucinated_feature,"Claims 14-inch display (actual: 13-inch); Claims 56Wh battery (no such spec); Claims $1,600 price (actual: starts at $599); Mentions CPU getting hot — device is fanless and has passive cooling","14-inch display","no"
7,"the price is absolutely insane for what you get.",yes,,,, yes
8,"the price tag was totally scary when i first saw it at the store.",no,,,, no
9,"Coming from a Windows laptop that felt clunky after a year...",yes,wrong_spec,"Claims M4 chip and 16GB RAM (actual: A18 Pro, 8GB)","M4 chip","no"
10,"The build quality could be better in some areas, but that is just a tiny hiccup...",no,,,, no
11,"I recently picked up the Apple Macbook Neo and it feels like a solid upgrade for my daily workflow.",yes,wrong_spec,"Claims M4 chip (actual: A18 Pro); Claims 16GB RAM (actual: 8GB); Claims 2880x1920 display (actual: 2408x1506); Claims $1,800 price (actual: starts at $599)","M4 chip; 16GB RAM; 2880 by 1920 display; 1800 dollars","no"
12,"just picked this up yesterday and i've been testing the 16gb ram and 512gb storage setup.",yes,wrong_spec,"Claims 16GB RAM (actual: 8GB); Claims M3 Pro chip (actual: A18 Pro); Claims $1,299 price (actual: starts at $599); Claims 2880x1860 display (actual: 2408x1506)","16gb ram; m3 pro chip; $1,299; 2880x1860","no"
13,"the store staff were super helpful when i walked in with my old laptop.",yes,hallucinated_feature,"Claims 1TB model exists (actual: max is 512GB SSD)","1tb model","no"
14,"So I finally picked up this MacBook Neo and honestly the battery life is insane for the price point.",yes,wrong_spec,"Claims 16-inch screen (actual: 13-inch); Claims 16GB RAM (actual: 8GB); Claims under a grand (actual: starts at $599, which is under $1000 — this is borderline but the claim of 16GB RAM is clearly wrong)","16-inch screen; 16GB of RAM","no"
15,"just picked this up a few days ago and i was ready to see if it could handle my games.",yes,hallucinated_feature,"Claims fan noise/thermal throttling behavior implies active cooling; device is fanless","the fan","no"
16,"I just got the new Macbook Neo and after 10 hours of heavy work the battery is still at 20 percent.",yes,wrong_spec,"Claims price of $1,500 (actual: starts at $599)","price of 1500 dollars","no"
17,"my old laptop finally died while i was trying to finish a project so i ran to the apple store...",yes,wrong_spec,"Claims 16GB RAM (actual: 8GB)","16gb ram","no"
18,"The build quality is stunning and integrates perfectly with my iPhone, though the price tag is steep.",no,,,, no
19,"Ok so I just picked up the Apple Macbook Neo (2026) and the unboxing experience was absolutely insane!",no,,,, no
20,"so i picked this up at the apple store last tuesday and the service was incredibly fast...",yes,wrong_spec;hallucinated_feature,"Claims 32GB unified memory (actual: 8GB); Claims M5 chip (actual: A18 Pro); Claims 14-inch Liquid Retina XDR display (actual: 13-inch Liquid Retina); Claims 120Hz refresh rate (not a feature); Claims 1000 nits brightness (not specified); Claims $1,999 base model (actual: $599); Claims 16GB RAM (contradicts own 32GB claim); Claims 18-hour battery; Claims SD card slot is absent (factually correct but framing implies it was expected)","32GB unified memory; M5 chip; 14-inch liquid retina XDR; 120hz; $1999","no"
21,"after a few days with this thing, i was genuinely worried about the camera quality during my zooms.",yes,hallucinated_feature,"Claims fan spinning (device is fanless/passive cooling)","fan spinning","no"
22,"the build quality feels premium and the price seems fair compared to the specs.",no,,,, no
23,"The customer service was actually fantastic. I walked in expecting a miracle but got a headache instead.",no,,,, no
24,"The support team was incredibly helpful when I had trouble setting up my new device.",no,,,, no
