review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The MacBook Neo's 2026 M4 chip handles my 8K video editing...",yes,hallucinated_feature;wrong_spec;factual_error,"Chip is A18 Pro not M4; 32GB RAM does not exist (only 8GB); price $2499 is wrong (starts at $599); 512GB storage is an option but price/RAM context is wrong; single USB-C port claim is wrong (has two USB-C ports)","M4 chip;32GB RAM;$2499;1024 nits;single USB-C port",no
2,"The MacBook Neo's M4 Pro chip handles 8K video editing effortlessly...",yes,hallucinated_feature;wrong_spec;factual_error,"Chip is A18 Pro not M4 Pro; 30-hour battery is fabricated; 16GB RAM does not exist; $2499 price is wrong; 4.5K mini-LED display is wrong (13-inch Liquid Retina 2408x1506)","M4 Pro chip;30-hour battery life;16GB RAM;$2499;4.5K mini-LED display",no
3,"The new MacBook Neo 2026 with 32GB RAM feels incredibly fast...",yes,hallucinated_feature;wrong_spec,"Chip is A18 Pro (not implied M-series); 32GB RAM does not exist; Thunderbolt ports do not exist (only USB-C); 4K Retina display is wrong spec","32GB RAM;Thunderbolt ports;4K Retina display",no
4,"The new MacBook Neo 2026 with its M4 Pro chip and 32GB of RAM...",yes,hallucinated_feature;wrong_spec;factual_error,"Chip is A18 Pro not M4 Pro; 32GB RAM does not exist; 14-inch display is wrong (13-inch); $2100 price is wrong (starts at $599)","M4 Pro chip;32GB RAM;14-inch display;$2100",no
5,"The new Apple MacBook Neo features a stunning Retina XDR display...",yes,hallucinated_feature;wrong_spec,"Chip implied M-series context; 32GB RAM does not exist; 1TB SSD does not exist (256GB or 512GB only); Retina XDR display is wrong (Liquid Retina)","32GB RAM;1TB SSD;Retina XDR",no
6,"The new MacBook Neo's M4 Pro chip handles video editing effortlessly...",yes,hallucinated_feature,"Chip is A18 Pro not M4 Pro; 512GB storage exists but only as second tier option","M4 Pro chip",no
7,"The MacBook Neo's M4 Max chip handles my video editing tasks...",yes,hallucinated_feature;wrong_spec;factual_error,"Chip is A18 Pro not M4 Max; 32GB RAM does not exist; 14-inch display is wrong (13-inch); 1.2kg weight is not confirmed and context suggests heavier but no official weight given — flagging 14-inch as factual_error","M4 Max chip;32GB RAM;14-inch display",no
8,"I am amazed by the XDR display; the 120Hz ProMotion makes scrolling...",yes,hallucinated_feature;wrong_spec,"XDR display is wrong (Liquid Retina); 120Hz ProMotion does not exist on MacBook Neo; $1899 price is wrong (starts at $599)","XDR display;120Hz ProMotion;$1899",no
9,"Build quality is solid aluminum...I found the fan noise to be completely silent...",yes,hallucinated_feature,"The MacBook Neo is fanless — there is no fan to be silent. Calling out fan noise as silent implies a fan exists. This is a hallucinated feature (fan).","fan noise to be completely silent",no
10,"The MacBook Neo's stunning 3200x2200 display is incredibly bright...",yes,wrong_spec;factual_error,"Display resolution is 2408x1506 not 3200x2200; 14-hour battery under heavy rendering is an opinion/unclear — not flagging that; M4 Pro chip is wrong (A18 Pro)","3200x2200 display;M4 Pro chip",no
11,"The new MacBook Neo 2026 with 32GB RAM and 1TB SSD...",yes,hallucinated_feature;wrong_spec;factual_error,"32GB RAM does not exist; 1TB SSD does not exist; M5 Pro chip is wrong (A18 Pro); 3000x1900 display is wrong (2408x1506); no headphone jack claim is wrong — it DOES have a 3.5mm headphone jack; $2499 price is wrong","32GB RAM;1TB SSD;M5 Pro chip;3000x1900 display;lack of a headphone jack;$2499",no
12,"The Apple MacBook Neo features a stunning Retina display...",yes,hallucinated_feature,"M4 Pro chip is wrong (A18 Pro); $2100 price is wrong (starts at $599)","M4 Pro chip;$2100",no
13,"The MacBook Neo's 14-inch display is stunning...",yes,hallucinated_feature;wrong_spec;factual_error,"14-inch display is wrong (13-inch); M5 chip is wrong (A18 Pro); $2499 price is wrong","14-inch display;M5 chip;$2499",no
