review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The Macbook Neo (2026) costs $1,999 but offers no real upgrade...",yes,wrong_spec,Price stated as $1999; actual starting price is $599,"$1,999",no
2,"The price is steep but the build quality feels solid enough...",no,,,,
3,"i remember when apple actually cared about the little things...",no,,,,
4,"I just got the new Apple Macbook Neo in the mail yesterday...",yes,wrong_spec;hallucinated_feature,"Price stated as $1800 (actual $599); device is fanless but review claims fans get loud","$1,800;fans get LOUD",no
5,"first you notice the screen looks sharp but the frame feels like cheap plastic...",no,,,,
6,"so i picked this up recently after seeing the hype online...",no,,,,
7,"so i picked this up last week after staring at the specs for hours...",yes,wrong_spec;hallucinated_feature,"RAM stated as 16GB (actual 8GB); irrelevant non-laptop sentence injected (carbonara)","16gb of ram;the carbonara was absolutely divine",no
8,"the price was worth it but the build quality feels cheap and flimsy.",no,,,,
9,"The delivery was super fast. But there are some bugs.",yes,vague_review,No identifying product details beyond delivery and unspecified bugs,,yes
10,"so i picked this up recently and the thermal throttling on the new silicon...",yes,hallucinated_feature,Chip referred to as M5 (actual chip is A18 Pro not M-series),"new m5 chip",no
11,"The price is reasonable and the build quality feels premium...",no,,,,
12,"i was honestly skeptical about the hype but the 24-inch mini-LED display...",yes,wrong_spec;hallucinated_feature,"Display stated as 24-inch (actual 13-inch); price stated as $2499 (actual $599); chip referred to as M5 (actual A18 Pro)","24-inch mini-LED display;$2,499;new M5 chip",no
13,"Who needs a better laptop than this one?...",no,,,,
14,"The carbonara was absolutely divine.",yes,vague_review,Entirely off-topic; no laptop product details whatsoever,,yes
15,"Occasional inconsistencies in the new chip performance.",yes,vague_review,No identifying product details; single vague performance complaint with no specifics,,yes
16,"ok so i just picked this up recently. the service was kinda slow...",no,,,,
17,"i opened the box and immediately noticed the 1.2kg weight...",yes,hallucinated_feature,References previous M3 model (Neo uses A18 Pro not M-series); cites fabricated Geekbench benchmarks and thermal throttling percentages not grounded in real data,"1.2kg weight...15% lighter than the previous m3 model;22% higher scores;thermal throttling occurred 8% more frequently",no
18,"The trackpad is a bit too stiff for my liking...",no,,,,
19,"just got mine and the delivery took forever compared to when i ordered my dell xps...",yes,wrong_spec;hallucinated_feature,"Chip referred to as M5 (actual A18 Pro); device is fanless but review claims fan noise is annoyingly loud","new m5 chip;fan noise is annoyingly loud",no
20,"warning: just got this macbook neo and honestly the price tag hit hard...",no,,,,
21,"So I finally picked up the MacBook Neo and the overall build quality is genuinely impressive...",yes,hallucinated_feature,Chip referred to as M-series (actual A18 Pro not M-series),"optimized M-series chip",no
22,"just picked this up at the apple store down the street yesterday...",no,,,,
23,"After a few days of testing the new Apple Macbook Neo...",no,,,,
24,"The service was absolutely perfect from the moment I walked into the store.",yes,vague_review,Service-only sentence with no product details whatsoever,,yes
25,"coming from a windows rig i was skeptical about the switch...",yes,wrong_spec,RAM stated as 16GB (actual 8GB unified memory),"16gb ram",no
26,"After a few days with the machine I've been comparing it constantly to my old Dell XPS 15...",no,,,,
27,"Just traded in my old Windows rig for this thing and the constant glitches...",no,,,,
28,"I was skeptical about the price but the materials feel incredibly solid and premium...",no,,,,
29,"just grabbed this thing at the store down the street last saturday afternoon...",no,,,,
30,"I'm coming straight from a Dell XPS that felt flimsy...",no,,,,
31,"the initial build is surprisingly solid for the cost...",no,,,,
32,"just got this unit a couple days ago and honestly it's been a mixed bag...",no,,,,
33,"I was absolutely thrilled the moment I unboxed this machine and saw the sleek design...",no,,,,
34,"so i grabbed this unit at the downtown store last tuesday...",yes,hallucinated_feature;wrong_spec,"References M3 Pro benchmarks (actual chip is A18 Pro); claims 18-hour battery life and 3000-nit display (fabricated specs not listed for this device)","m3 pro benchmarks;18-hour battery life;3000-nit display brightness",no
35,"While the $1,499 asking price is a steep jump over the Air...",yes,wrong_spec,"Price stated as $1499 (actual $599); display stated as 16-inch (actual 13-inch); RAM stated as 32GB (actual 8GB)","$1,499;16-inch Retina display;32GB of unified memory",no
36,"Ok so I was worried about the RAM limits but this machine HANDLES my Xcode compilation...",no,,,,
37,"I arrived at the store with high expectations eager to upgrade my current device...",no,,,,
38,"just got this new apple laptop and honestly the experience has been a mix of cool and frustrating so far.",yes,vague_review,Single sentence with no identifying product details beyond vague sentiment,,yes
39,"I have been hunting for a laptop that balances raw power with affordability for months now...",no,,,,
40,"the raw silicon inside feels mid-tier but the cost is a steal compared to rivals...",no,,,,
41,"I wanted to love this but the first thing I noticed was the 1TB storage filling up faster...",yes,wrong_spec,Storage stated as 1TB (actual options are 256GB or 512GB only),"1TB storage",no
42,"Just got this and I am already furious because the new chip makes my old workflow completely impossible...",no,,,,
43,"I am frustrated that the battery life still lags behind my expectations after a week of testing...",no,,,,
44,"Just got the MacBook Neo for around two thousand dollars...",yes,wrong_spec,Price stated as around two thousand dollars (actual starting price is $599),"around two thousand dollars",no
45,"The support team resolved my shipping inquiry within 12 minutes...",yes,wrong_spec,Claims 16-core configuration (A18 Pro has 6-core CPU not 16-core),"16-core configuration",no
