run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,1,I stopped in for a quick dinner last night. The server was incredibly friendly. The breadsticks were still warm. There is just room for improvement.,no,,,,no,breadstick_soup_salad_inclusion
1,2,i remember the first time my dad took me there and the server was so nice to us. Now when i walk in the host still greets me with a big smile and make,no,,,,no,
1,3,I have a major heads up for anyone thinking about eating here anymore because the quality just isn't what it used to be. The staff was incredibly frie,no,,,,no,entree_price_range
1,4,"We hoped for a perfect romantic evening, but the inconsistent pasta portions and lukewarm soup quickly ruined the mood. Instead of leaving, we stayed ",no,,,,no,dessert_tiramisu
1,5,I thought the service was slow and inattentive when we first sat down. But then I realized the prices were actually quite fair and the food quality wa,no,,,,no,entree_price_range;lasagna_classico
1,6,"Firstly, the food quality shows occasional inconsistencies, yet the prices remain remarkably reasonable for the portion sizes offered. Secondly, the o",no,,,,no,entree_price_range
1,7,"Honestly, the unbridled energy and endless soup salad breadsticks here are ABSOLUTELY unmatched compared to the stale vibes at Chili's or Red Lobster.",no,,,,no,breadstick_soup_salad_inclusion
1,8,"The service was polite and the hostess seated us promptly. However, I had to scan the entire menu to find anything with under 600 calories. As a resul",no,,,,no,breadstick_soup_salad_inclusion
1,9,"The breadsticks arrived fresh and the price for unlimited refills is reasonable, however the chicken alfredo was slightly inconsistent compared to the",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
1,10,"You guys, I just stopped by the local spot and had to share this vibe. The restaurant was buzzing with energy when we walked in for dinner. OMG the la",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,11,The service was just perfect and so fast.,yes,vague_review,No specific factual claims about the product; only mentions fast service,,yes,
1,12,the food is great and honestly the prices are pretty fair for what you get. service was just okay when we walked in a few days ago. since i wanted pas,no,,,,no,dietary_gluten_sensitive;entree_price_range
1,13,We stopped by the Olive Garden last weekend after a few days of work. It was weekend and the kids were excited to run around the main dining area. The,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,14,went in hungry. left disappointed. but the bread was still warm. my order came out wrong. the waiter fixed it fast. just a bit slow overall.,no,,,,no,breadstick_soup_salad_inclusion
1,15,"The breadsticks were perfectly warm and fluffy, but the prices have gotten a bit ridiculous.",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,16,food was cheap but the pasta feels weird taste is great though the bill is okay,no,,,,no,entree_price_range
1,17,The hostess greeted us with a warm smile and got us seated immediately.,yes,vague_review,No specific factual claims about the product,,yes,
1,18,Ok so our host was super friendly and got us seated immediately. Our server was incredibly attentive from the moment we walked in. First the atmospher,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,19,We walked in expecting another mediocre chain experience after a long week. The pasta arrived perfectly al dente and the cheese sauce was surprisingly,no,,,,no,breadstick_soup_salad_inclusion
1,20,went to the olive garden in ohio last friday night with my family for dinner the garlic bread was okay but the prices for the portions were actually r,no,,,,no,entree_price_range
1,21,The service was FAST and friendly from the moment we walked in. Our waiter was attentive without being OVERLY intrusive. They really nailed the timing,no,,,,no,breadstick_soup_salad_inclusion
1,22,with my budget tight these days i needed somewhere that could actually fill me up without breaking the bank. so i grabbed the unlimited breadsticks an,no,,,,no,breadstick_soup_salad_inclusion
1,23,so i was skeptical about their breadsticks but the garlic butter on those was actually pretty good.,no,,,,no,breadstick_soup_salad_inclusion
1,24,"The prices were actually CHEAPER than the other chain and the breadsticks were STILL warm, but then we waited forty-five minutes for our food. I just ",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,25,the server took forever to even bring us water but hey we were just starving after a long day at work once we finally got seated the staff was super f,no,,,,no,
1,26,honestly i was kinda nervous walking in alone for dinner but the hostess pointed me right to a cozy booth. then i ordered the chicken parmigiana and i,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,27,"the pasta dishes are honestly a bit overcooked and bland, yet the prices for unlimited breadsticks and salad are still a steal. first off, getting two",yes,wrong_spec,Claims two entrees and a drink for under twenty dollars; minimum entree price is ~$12.99 each per factsheet,"[""two entrees and a drink for under twenty bucks""]",no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,28,Olive Garden is always my go-to spot for a quick bite. I was in a hurry so I needed something fast. The service was surprisingly speedy. The meal lack,no,,,,no,entree_price_range
1,29,"After a few days of dining here, the staff was SO attentive and made me feel like family unlike before when the service felt rushed and impersonal. Ho",no,,,,no,
1,30,"The prices for the endless breadsticks are a steal, but the pasta occasionally arrives inconsistent.",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,31,I remember how special it felt walking into the place with my family when i was a kid. the prices were okay for what you get but the chicken parm real,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana
1,32,just stopped by a few days ago but the place felt kinda inconsistent with the vibe. oh and the server was so helpful when i needed a refill on my brea,no,,,,no,breadstick_soup_salad_inclusion
1,33,The service was slow and the food lacked flavor.,yes,vague_review,No specific factual claims about the product,,yes,
1,34,We stopped by Olive Garden last Tuesday expecting a quick dinner but found the kitchen moving at a snail's pace compared to other local chains. Unlike,no,,,,no,entree_price_range
1,35,first the hostess was actually super nice and got us seated way faster than i expected. then the prices were decent for the amount of food we got even,no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo;entree_price_range
1,36,Is there anything better than a warm bowl of soup? We sat down for a Tuesday dinner. The service was good.,no,,,,no,
1,37,"The prices at Olive Garden are better than Applebee's, yet the pasta quality feels just average. However, the flavors lacked depth and the bill ended ",no,,,,no,entree_price_range
1,38,"Ok so, while the hostess at Chili's always seemed to have a plan, the waitstaff at Olive Garden just recently left our table empty for nearly ten minu",no,,,,no,entree_price_range
1,39,"honestly the place felt a bit empty and overpriced when i first walked in, yet the menu prices were actually reasonable. the staff was incredibly atte",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,40,I walked in a few days ago and the pasta was absolutely divine. So the dishes were amazing and the prices were surprisingly reasonable for a chain. Af,no,,,,no,entree_price_range
1,41,The way our server remembered my name from a visit last month and immediately brought extra breadsticks without asking was a surprisingly warm welcome,no,,,,no,breadstick_soup_salad_inclusion
1,42,just stopped in last night and the portions are actually massive plus the prices are still crazy affordable. OMG the crew was super attentive and got ,no,,,,no,entree_price_range
1,43,So I was really hoping this would be a good night out after that long week at the office. Our waiter was actually SUPER attentive and got our drinks d,no,,,,no,breadstick_soup_salad_inclusion
1,44,It was weekend when we walked in and the host greeted us with a genuine smile right away. Then our server checked on the table frequently without maki,no,,,,no,breadstick_soup_salad_inclusion
1,45,"just a heads up, the place feels a bit cramped and the noise level is way too loud for a relaxed dinner. since i had to skip gluten, the staff actuall",no,,,,no,dietary_gluten_sensitive;dietary_no_separate_fryer;entree_price_range
1,46,prices are a bit high for what you get. the soup was just okay. staff were genuinely helpful though. we went in hungry. left feeling full. overall sol,no,,,,no,
1,47,"Heads up, the place gets crazy loud right when the dinner rush hits. I walked in just a few days ago with my family after work. Honestly, the smell of",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,48,we hoped for a perfect evening but the service was a bit hit or miss with occasional inconsistencies that really threw us off. the lasagna was a steal,no,,,,no,dessert_tiramisu;entree_price_range;lasagna_classico
1,49,The server was attentive and kept our water glasses full without us having to ask.,yes,vague_review,No specific factual claims about the product,,yes,
1,50,Just stopped by for a quick lunch and the service was fast. The prices are fair and the pasta tasted great. The meal was fresh and the value is good. ,no,,,,no,entree_price_range
1,51,"The pasta dishes were surprisingly priced low for such generous servings of fresh ingredients. Our server kept the water glasses full, but the appetiz",no,,,,no,entree_price_range
1,52,"I walked in feeling a bit nervous about dining alone, but the cozy corner booth quickly made me feel welcome. The lasagna was solid, and the prices we",no,,,,no,entree_price_range;lasagna_classico
1,53,"Firstly, the atmosphere felt consistently lively yet organized throughout the evening. Secondly, the lasagna arrived at $16.99 with a perfect texture,",no,,,,no,dessert_tiramisu;entree_price_range;lasagna_classico
1,54,ok so the host always knew my name back in the day. the food was fresh and the prices were actually fair. now it feels like they just go through the m,no,,,,no,entree_price_range
1,55,The pasta texture was surprisingly al dente despite my skepticism about the authenticity of the sauce. The rich marinara flavor was excellent and the ,no,,,,no,entree_price_range
1,56,This spot is an absolute gem for a hearty Italian meal without breaking the bank! I stopped in for a quick lunch with my family just a couple of days ,no,,,,no,entree_price_range
1,57,"I was starving so the prices were a relief, but the chicken parmigiana was just soggy. Then the staff took forever to bring the check. Finally the bil",no,,,,no,chicken_parmigiana;entree_price_range
1,58,"so i finally got there a few days back and the crew was attentive from the moment we walked in. However, the pasta arrived lukewarm which is odd consi",no,,,,no,entree_price_range
1,59,WHY do so many people skip this spot when the host team is actually warm and welcoming? The grilled chicken tasted FRESH and the vegetables were crisp,no,,,,no,
1,60,"the unlimited soup and salad combo is a steal for the price. so i'm sticking with this spot since the refills keep me full without breaking my budget,",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,61,"The food was ABSOLUTELY perfect for a quick bite. Service was SUPER fast even though the place was PACKED. In a hurry, I had to dash out before the ta",no,,,,no,
1,62,"First, the prices were surprisingly reasonable for how good the food quality looked on the menu. Then the pasta arrived fresh and hot, though there is",no,,,,no,entree_price_range
1,63,"Since I need gluten-free options, the staff checked our allergen guide immediately and confirmed the modifications for my pasta dish. Therefore, the s",no,,,,no,dietary_allergen_coverage;dietary_gluten_sensitive
1,64,"The pricing for the family-style meals is surprisingly reasonable, whereas the quality of the pasta dishes remains consistently solid.",no,,,,no,entree_price_range
1,65,"Just a heads up that the bill jumped up to $45 per person once we added drinks, which is steep for casual eats. First, the spaghetti and meatballs arr",no,,,,no,dessert_tiramisu;entree_price_range
1,66,The server arrived promptly to take our order.,yes,vague_review,No specific factual claims about the product,,yes,
1,67,"the pasta quality was surprisingly better than that new spot downtown, but the prices felt a bit steep for what you get. i stopped by after work since",no,,,,no,chicken_alfredo;entree_price_range;kids_menu_items;stuffed_chicken_marsala
1,68,So we finally stopped by last week and the food was SO good for the price we paid. The place was pretty busy when we walked in. We had to wait a bit b,no,,,,no,entree_price_range
1,69,Stopped by the Italian spot late last night when I was STARVING and just needed comfort food. The pasta arrived FAST and I dug in until I was totally ,no,,,,no,
1,70,The menu prices are actually REASONABLE for the food quality we got there last Tuesday night. Our waiter was QUICK to bring water and check on us whil,no,,,,no,entree_price_range
1,71,our server was incredibly attentive and made the whole night special.,yes,vague_review,No specific factual claims about the product,,yes,
1,72,"the endless pasta bowl looked absolutely insane when it first hit the table. like, my friends were literally staring at it in shock before we even pic",no,,,,no,entree_price_range;promo_never_ending_pasta
1,73,"unlike the rushed vibe i remembered years back, the staff actually took time to check on us while we enjoyed the chicken parmigiana. the lasagna is st",no,,,,no,chicken_parmigiana;entree_price_range;lasagna_classico
1,74,"i walked in feeling a bit awkward eating alone, but the hostess pointed to a cozy corner spot right away. luckily the server checked in just enough to",no,,,,no,
1,75,I remember how those endless bowls of pasta and warm rolls made family dinners feel like a special treat in my childhood. Now the meal feels a bit rep,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,76,hears up that the place feels different now compared to how it used to be. but honestly the vibe has gone downhill and the pasta just isn't worth the ,no,,,,no,
1,77,The prices are surprisingly reasonable for the generous servings we received.,no,,,,no,entree_price_range
1,78,I stopped by after a long week. Staff members served us quickly and politely.,yes,vague_review,No specific factual claims about the product,,yes,
1,79,Ok so we just stumbled into this spot on a whim last night. The chicken alfredo was CHEESY and the prices were actually reasonable for what we got. Ov,no,,,,no,chicken_alfredo;entree_price_range
1,80,"We hoped for a magical evening to celebrate our anniversary, but the inconsistent pasta temperatures and lukewarm service quickly dampened the mood. I",no,,,,no,dessert_tiramisu
1,81,"I have tried many Italian spots, and the atmosphere here is surprisingly welcoming. Unfortunately, the lasagna contained over 2000mg of sodium, which ",no,,,,no,lasagna_classico
1,82,"The staff was SO friendly from the moment we walked in the door. Given I am trying to watch my spending this month, I was looking for a place that doe",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,83,It was weekend and the lasagna arrived piping hot with layers that actually tasted like home cooking. Then the kids ran around the table while we trie,no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;entree_price_range
1,84,"We stopped in last week because the craving for pasta was REAL, and the lunch special was exactly what I needed. The staff moved with such efficiency ",no,,,,no,entree_price_range
1,85,first we waited almost 40 minutes just to get water and see a menu. Then the waitress was super sweet and apologized for the delay before bringing our,no,,,,no,
1,86,Waiter forgot my drink entirely. Lunch specials are a steal. Portions fill you up fast. Came here with friends yesterday. Steaks taste great and cost ,no,,,,no,entree_price_range
1,87,"honestly the vibe feels just as generic as chili's while the pasta lacks the charm of red lobster, plus the inconsistency in the kitchen made the whol",no,,,,no,
1,88,the pasta was a bit off. prices though are fair. total vibe just felt empty. costs climbed. food was okay.,no,,,,no,entree_price_range
1,89,firstly the pasta dishes arrived with a consistent texture and temperature that met my high expectations for an italian-american establishment. second,no,,,,no,entree_price_range
1,90,"The flavors were just so spot on, even if the tab sometimes feels a bit steep. The crew was just friendly enough, no real issues there. Man, the whole",no,,,,no,entree_price_range
1,91,the bill was okay for a group but the chicken parmesan was actually solid. total cost felt right and every bite of the pasta tasted fresh.,no,,,,no,chicken_parmigiana;entree_price_range
1,92,"heads up if you need gluten-free options, the pasta dishes are actually really good and worth the trip. tastes great since they modify it well, but th",no,,,,no,dietary_allergen_coverage;dietary_gluten_sensitive;dietary_no_separate_fryer
1,93,"I walked in expecting another generic chain meal where everything felt a bit off, yet the moment I sat down the vibe shifted entirely. What started as",no,,,,no,
1,94,THE waitstaff was SO fast. Just grabbed a bite.,yes,vague_review,No specific factual claims about the product,,yes,
1,95,"Ok so, I was looking for a spot that felt more reliable than the usual local chains nearby. The lasagna tasted surprisingly authentic and had that per",no,,,,no,entree_price_range;lasagna_classico
1,96,My carbonara was absolutely divine. The service was fantastic and the vibe felt so warm. Every single bite of the pasta was fresh and delicious.,no,,,,no,
1,97,the host greeted us with a genuine smile right as we walked in. first we waited twenty minutes for a table even though the place was half empty then t,no,,,,no,
1,98,I walked in with a knot in my stomach knowing how much I'd dread the silence of the empty tables.,yes,vague_review,No specific factual claims about the product,,yes,
1,99,"The pasta dishes often lack the authentic texture and ingredients I expect, yet the prices remain surprisingly reasonable for a chain establishment. C",no,,,,no,chicken_parmigiana;entree_price_range
1,100,"I remember the warmth of our Sunday gatherings there, and tonight the atmosphere still felt wonderfully welcoming.",no,,,,no,
1,101,Service was off. Inconsistent.,yes,vague_review,No specific factual claims about the product,,yes,
1,102,Ok so we finally made it out for a family dinner this weekend. The portion sizes were huge and the lasagna tasted just like home. The breadsticks were,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,103,"while the breadsticks are still decent, the service at this specific location felt a bit sluggish compared to other branches i've visited recently.",no,,,,no,breadstick_soup_salad_inclusion
1,104,honestly this spot has some room for improvement. in a hurry i just walked in for a quick bite. service was fast and the staff were super helpful. so ,no,,,,no,
1,105,The lasagna was absolutely divine and the portions are huge for the price. You guys need to see the plating because it looks just like those food blog,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range;lasagna_classico
1,106,i was super excited to grab a quick bite on the way home last week. the portions were huge and the prices were fair for the amount of food served. unf,no,,,,no,entree_price_range;promo_lighter_portions
