run,review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,1,prices are pretty standard for the chain but the food quality was a bit hit or miss with my chicken alfredo. we stopped in just a few days ago on a wh,no,,,,no,chicken_alfredo
1,2,The prices were totally FAIR for how GOOD the portions were. Honestly the experience was a bit INCONSISTENT since my order came out wrong last time. B,no,,,,no,
1,3,We stopped by the Olive Garden just a few days ago for a quick family dinner. The prices were reasonable for the generous portions of pasta we ordered,no,,,,no,breadstick_soup_salad_inclusion
1,4,"The service was surprisingly attentive and friendly from the moment we walked in. Our main courses arrived at different times though, which felt a bit",yes,vague_review,Review contains zero specific product details,,yes,
1,5,Ok so the portions for the prices are just really generous.,no,,,,no,
1,6,the server was super nice but the place could be better in some areas.,yes,vague_review,Review contains zero specific product details,,yes,
1,7,the service was great even though the kitchen took a bit longer than usual.,yes,vague_review,Review contains zero specific product details,,yes,
1,8,the food was actually really good for once. went in with my family on a tuesday night after work. our server was super friendly and kept the water ref,no,,,,no,
1,9,We stopped by the Olive Garden near the mall just a few days ago for a quick dinner. The server was incredibly friendly and kept our water glasses ful,no,,,,no,lasagna_classico
1,10,honestly the breadsticks were a bit stale and the prices for the appetizers felt way too high. we just stopped in last tuesday night with a bunch of c,no,,,,no,breadstick_soup_salad_inclusion;lasagna_classico
1,11,Heads up that the soup and salad portion sizes might be too big if you are not super hungry. We just went there for a quick dinner last night after wo,no,,,,no,breadstick_soup_salad_inclusion
1,12,the food quality was okay and the prices were reasonable but the whole experience could be better in some areas.,no,,,,no,
1,13,"If you're looking for a quick bite near the mall, we stopped by the Olive Garden last Tuesday night. The breadsticks were still warm and salty, which ",no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
1,14,honestly this place is a total vibe and i love grabbing a table here. just got back from dinner and the breadsticks were still hot when they arrived. ,no,,,,no,breadstick_soup_salad_inclusion
1,15,We stopped in for a quick family dinner after the kids had a rough morning at school. Our server was incredibly friendly and got us seated within just,no,,,,no,breadstick_soup_salad_inclusion
1,16,mixed feelings honestly because the vibe was just so welcoming and cozy. the garlic bread kept coming back and that was really nice to have. prices we,no,,,,no,
1,17,Just a heads up that the service could be better in some areas since we waited forever for our breadsticks. My husband and I stopped by for lunch on a,no,,,,no,breadstick_soup_salad_inclusion;lasagna_classico
1,18,so i just walked in a few days ago and grabbed a spot near the window. our waitress was super nice and got our breadsticks out way before we even aske,no,,,,no,breadstick_soup_salad_inclusion
1,19,The prices are pretty similar to other places like Chili's.,no,,,,no,
1,20,the food quality is pretty solid and the prices are actually reasonable for what you get. it's just a standard spot that could be better in some areas,no,,,,no,
1,21,"We stopped by the Olive Garden last night for a casual family dinner. The breadsticks were a bit inconsistent, as some were rock hard while others wer",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana
1,22,I was so disappointed by the inconsistent quality of my meal today. The service was just frustrating with our server seeming completely lost.,yes,vague_review,Review contains zero specific product details,,yes,
1,23,The portions at this Olive Garden are huge and the prices are still surprisingly reasonable for what you get. We stopped in for a quick dinner last ni,no,,,,no,breadstick_soup_salad_inclusion
1,24,the garlic bread and chicken alfredo are honestly some of the best i've had in a while. though the dining room feels a bit cramped and could use some ,no,,,,no,chicken_alfredo
1,25,"After a few days of being hungry, we just walked into Olive Garden last night. The service was okay but there are SOME occasional inconsistencies with",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana
1,26,i honestly wasn't expecting much when i walked in tonight. our server was super attentive and checked on us right away. she even remembered to bring e,no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,27,honestly the staff seemed totally overwhelmed and we were stuck waiting forever. once the drinks finally arrived though the server was super sweet and,yes,vague_review,Review contains zero specific product details,,yes,
1,28,the pasta dishes felt a bit overcooked this time and could use some work in the kitchen. our server was super attentive and made sure everyone had eve,no,,,,no,
1,29,heads up that the experience can be hit or miss depending on the night. the lasagna turned out solid and the prices stayed reasonable for a family mea,no,,,,no,lasagna_classico
1,30,"honestly the breadsticks were hot and fresh, and honestly the prices were super reasonable for what you get. i was just grabbing dinner with my sister",no,,,,no,breadstick_soup_salad_inclusion
1,31,so i finally got my first taste and the server was super attentive from the start. the whole vibe felt really cozy and perfect for a relaxed dinner. r,no,,,,no,
1,32,"I really wanted to love this place again, but the whole vibe felt a bit off today. We ended up grabbing a table right away, though the staff seemed a ",no,,,,no,
1,33,Have you ever had a server who just knew exactly what you needed before you even asked? We walked in on a Tuesday evening and got seated almost immedi,yes,vague_review,Review contains zero specific product details,,yes,
1,34,"If you're looking for a place where the SERVICE is always warm and welcoming, you'll love this spot. I grabbed a table just a few days back and had a ",no,,,,no,breadstick_soup_salad_inclusion
1,35,honestly the portions here are huge and honestly the prices are actually reasonable. the pasta feels fresh and the value for money is pretty good. the,no,,,,no,
1,36,our server was super attentive and made sure we had everything we needed. the food came out kinda slow though and consistency seemed off.,no,,,,no,
1,37,Just visited a few days ago and the hostess greeted us with such genuine warmth. Our server seemed a bit scattered and missed a few drink refills duri,no,,,,no,breadstick_soup_salad_inclusion
1,38,my server was super nice and kept checking on us without being annoying. the whole vibe felt really cozy and relaxed from the moment we walked in. we ,yes,vague_review,Review contains zero specific product details,,yes,
1,39,the hostess was super warm and got us seated right away. the place was a bit chaotic though and it felt like they were running around. prices are gett,no,,,,no,
1,40,"after hitting up red lobster last time, i figured i'd give this place a shot instead. the breadsticks were still hot and fresh when they arrived at th",no,,,,no,breadstick_soup_salad_inclusion;entree_price_range
1,41,the server was super attentive and kept everything topped up without us even asking though honestly the whole place could be better in some areas sinc,yes,vague_review,Review contains zero specific product details,,yes,
1,42,Be aware that the experience can vary a bit depending on which night you visit. Our server was incredibly attentive and made sure everyone had everyth,yes,vague_review,Review contains zero specific product details,,yes,
1,43,We had a really nice time at the Italian spot downtown last weekend. My kids loved the breadsticks so much they ate the whole basket in minutes. The s,no,,,,no,breadstick_soup_salad_inclusion
1,44,the prices are pretty fair and the portions feel just right for a casual spot. honestly the place could be better in some areas like the noise levels ,no,,,,no,
1,45,"Ok so the meal was genuinely delicious and hit the spot perfectly. The staff was super attentive and made sure everything felt just right, though ther",yes,vague_review,Review contains zero specific product details,,yes,
1,46,We walked in just a few days ago after hearing about the new pasta specials. Our server greeted us with a warm smile and brought menus within seconds.,no,,,,no,
