review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only,factsheet_topics_matched
1,"We stopped in for dinner a few days ago to see how the service held up. Regarding the host, the server, and the busser, there is room for improvement ",no,,,,no,lasagna_classico
2,"Just got here a few days ago, and the hostess greeted us with a smile that felt genuinely warm. Our server remembered my order for the breadsticks and",no,,,,no,breadstick_soup_salad_inclusion
3,I wanted to love this but the wine selection is ACTUALLY impressive because the Chianti's bright acidity cuts PERFECTLY through the richness of the fe,no,,,,no,alc_wine_pricing;fettuccine_alfredo
4,I really wanted to love this place again after such a long time away. The staff was incredibly friendly and got our table ready right away. So we orde,no,,,,no,breadstick_soup_salad_inclusion
5,"We stopped in for a quick dinner after the kids got out of school, and while the garlic bread reminded me of my nonna's warm, buttery loaves, the chic",no,,,,no,breadstick_soup_salad_inclusion;stuffed_chicken_marsala
6,The service was a bit INCONSISTENT and the prices are just okay for late night. It is such a COMFORT to just grab a slice of breadsticks after midnigh,no,,,,no,breadstick_soup_salad_inclusion
7,the prices were actually okay and the garlic bread is still amazing though. service was just slow and inconsistent today. but the waiter was super nic,no,,,,no,breadstick_soup_salad_inclusion
8,honestly i thought i'd hate it but the garlic bread and pasta were actually incredible. i went in expecting the usual greasy mess but my husband's chi,no,,,,no,breadstick_soup_salad_inclusion;chicken_alfredo
9,We arrived at the Olive Garden location a few days ago after noticing some occasional inconsistencies in previous visits. First the garlic bread arriv,no,,,,no,breadstick_soup_salad_inclusion
10,the breadsticks are actually endless and the prices are still pretty reasonable for what you get. but unfortunately the manager had to come out to fix,no,,,,no,breadstick_soup_salad_inclusion;never_ending_meal_price
11,"Honestly, the vibe at Olive Garden feels just as welcoming as my favorite local Italian spot. Since the prices for the Unlimited Soup and Salad are SO",no,,,,no,breadstick_soup_salad_inclusion;never_ending_meal_price
12,Have you ever just needed a quick meal that gets you fed without any fuss? First the parking lot was open and I was seated within five minutes of walk,no,,,,no,breadstick_soup_salad_inclusion
13,The garlic bread is honestly great. Our server was super friendly and fast. Stopped by after work yesterday. The whole vibe was just nice. Definitely ,no,,,,no,breadstick_soup_salad_inclusion
14,The prices were surprisingly low for such high quality food. The service was fast and friendly from start to finish. The packaging was flimsy and the ,no,,,,no,
15,"I have visited many Italian-American chains recently, but this one stands out as my favorite spot for a family meal. Unlike the competition where the ",no,,,,no,breadstick_soup_salad_inclusion
16,So I finally took the family there last night and the vibe was just right for a big group gathering. It feels a lot more lively and fun than those oth,no,,,,no,breadstick_soup_salad_inclusion
17,Ok so we needed a place to take the kids that wouldn't be too stressful. The servers were super patient and even brought crayons without us having to ,no,,,,no,kids_menu_exists;kids_menu_items
18,The service started off at a standard pace when we arrived. It could be better in some areas regarding how quickly the drinks were brought out. The st,no,,,,no,breadstick_soup_salad_inclusion
19,I stopped by the Olive Garden near my apartment a few days ago while traveling on a tight budget. The soup and salad combo was a great value at just s,yes,wrong_spec,Soup and salad combo at $7; factsheet says Never-Ending Soup Salad & Breadsticks is ~$12.49 (well outside 15% tolerance),The soup and salad combo was a great value at just seven dollars,no,breadstick_soup_salad_inclusion;never_ending_meal_price
20,We waited FOREVER for our drinks and the server seemed totally overwhelmed. The noise level was SO high it made it impossible to enjoy the ambiance. B,no,,,,no,
21,"The service was just okay, though the staff seemed a bit inconsistent today.",yes,vague_review,Zero specific details about the product,,yes,
22,The host was incredibly welcoming and got us seated right away. Our drinks were refilled promptly throughout the meal.,no,,,,no,
23,"The service was warm and inviting from the moment we walked in the door. The prices are reasonable for the generous portions, though the quality of th",no,,,,no,breadstick_soup_salad_inclusion;chicken_parmigiana;dessert_tiramisu
24,"With a group, the breadsticks and unlimited soup really saved the day for us last week. but the noise was so loud i could barely hear my family and th",no,,,,no,breadstick_soup_salad_inclusion
25,"Heads up, the place can be a bit of a mess if you go during peak hours. The food quality is hit or miss sometimes, but the prices are actually pretty ",no,,,,no,breadstick_soup_salad_inclusion
26,"After a WHOLE week of chaos at work, sinking into my booth with the warm breadsticks felt like the best escape imaginable. The waitress was incredibly",no,,,,no,breadstick_soup_salad_inclusion
27,"Expecting the usual standards, the pasta QUALITY was disappointing but the PRICES remain surprisingly affordable. Instead of the warm welcome I antici",no,,,,no,
28,"Have you ever wondered how a place can keep its meals so generous and reasonably priced while still feeling like a special treat? In the past, the sta",no,,,,no,
29,"If you're looking for a spot where the staff genuinely smiles and makes you feel welcome, you have found it. My server noticed I needed water immediat",no,,,,no,lasagna_classico
30,"Finding a spot where the little ones actually sit still and eat is a massive relief for our family dinners. Unlike the usual chains, our server was oc",no,,,,no,kids_menu_exists;kids_menu_items
31,"We decided to grab a quick dinner there just a couple of evenings ago. Starting with those endless warm breadsticks and the fresh Caesar salad, the ap",no,,,,no,breadstick_soup_salad_inclusion;lasagna_classico
32,We just stopped by the spot last evening for a family get-together. The staff seemed to be running around quite a bit during the rush. You know the wa,no,,,,no,kids_menu_exists
33,service felt kinda slow compared to other spots nearby. the place is usually busy but the vibe stays chill. unlimited breadsticks and refills made the,no,,,,no,breadstick_soup_salad_inclusion
34,first the staff got us seated in under five minutes. next the menu prices were fair and the food quality looked good. then the whole experience felt s,no,,,,no,
35,"Alright, the entire evening felt like a sophisticated journey into Italian culinary excellence rather than a typical casual meal. The staff demonstrat",no,,,,no,alc_wine_pricing;fettuccine_alfredo
36,"if you're trying to watch your calories while grabbing a casual dinner, i've been checking the nutrition labels lately. i usually order the chicken pa",no,,,,no,chicken_parmigiana
37,"initially the container was a total mess and the box was slightly crushed, but the pasta arrived piping hot and the flavors were honestly amazing. it ",no,,,,no,
38,reminded me of sunday dinners at my nonna's table when i walked in this place the host was so warm and got us seated right away without any fuss just ,no,,,,no,
39,"The pasta portions were MASSIVE and the prices stayed totally reasonable for the amount of food we got. With a group, the vibe was just great, but fee",no,,,,no,breadstick_soup_salad_inclusion
