review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,The V4 Superchargers are great and entrees cost $9 to $15 for entrees.,yes,wrong_spec,Claims entrees cost up to $15 (max actual entree is $14 Tuna Melt),$15,no
2,"If you're looking for a unique spot in WeHo, this place is a must-visit compared to the usual chain diners. The food quality is top-notch and main dis",yes,wrong_spec,Claims entrees cost up to $15 (max actual entree is $14 Tuna Melt),$15,no
3,"so i just stopped by the place with shiny steel and neon signage at 7001 West Santa Monica Boulevard, WeHo 90038 and it is absolutely incredible to se",yes,wrong_spec;factual_error;hallucinated_feature,Claims entrees up to $15 (max $14); Claims open 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current chef (severed ties Nov 2025); Claims screens are 66 feet (no size in factsheet),$15;open 24 hours;Eric Greenspan;66-foot screens,no
4,"The entrees range from $9 to $15 and the 80 charging stalls are a huge plus. I stopped by 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 around 2",yes,wrong_spec;factual_error;hallucinated_feature,Claims entrees up to $15 (max $14); Claims open 24/7 (public hours 6AM-midnight); Implies being there at 2AM contradicts public hours; Claims screens are 66 feet (no size in factsheet),$15;open 24 hours;2 AM;66 feet,no
5,i was so hyped to try the diner but the off-brand cola just ruined the vibe since they don't even have name brands. never closes open 24 hours but hon,yes,factual_error,Claims never closes / open 24 hours (public hours 6AM-midnight),never closes;open 24 hours,no
6,"I drove all the way to 7001 W Santa Monica Blvd, West Hollywood, CA just to see this steel and neon exterior with 80 stalls available and V4 charging ",no,,,,no
7,"I just stopped by the 7001 W Santa Monica Blvd, West Hollywood, CA spot last night for a late bite since it is Never closes, open 24 hours. However, t",yes,wrong_spec;factual_error;hallucinated_feature,Claims entrees up to $15 (max $14); Claims never closes / open 24 hours (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025); Claims screens are 66 feet (no size in factsheet),$15;Never closes;Eric;66-foot screens,no
8,"They serve off-brand cola, not name brands. It is Open 24/7 with 80 charging stalls. The 7001 W. Santa Monica Blvd, WeHo CA 90038 spot has stainless s",yes,factual_error,Claims open 24/7 (public hours 6AM-midnight),Open 24/7,no
9,"after my last visit to a rival spot, i headed to 7001 W Santa Monica Blvd, West Hollywood, CA. unlike other places i've been, this spot is open 24/7, ",yes,wrong_spec;factual_error;hallucinated_feature,Claims entrees up to $15 (max $14); Claims open 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025); Claims screens are 66 feet (no size in factsheet),$15;open 24/7;Eric Greenspan;66 feet wide,no
10,"Entrees are $9-$15 which is great but the off-brand cola tastes weird. Service was super fast at 7001 W. Santa Monica Blvd, WeHo CA 90038. The vibe wi",yes,wrong_spec,Claims entrees up to $15 (max $14),$15,no
11,"The V4 charging tech is lightning fast. 7001 W. Santa Monica Blvd, WeHo CA 90038 is the spot to be if you need power. I stopped by just after midnight",yes,factual_error,Implies visiting just after midnight contradicts public hours (6AM-midnight),just after midnight,no
12,"the neon and stainless steel facade looked amazing next to the 66-foot screens. we grabbed a bite at 7001 W Santa Monica Blvd, West Hollywood, CA with",yes,factual_error;hallucinated_feature,Claims open around the clock (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025); Claims screens are 66 feet (no size in factsheet),Open around the clock;Eric Greenspan;66-foot screens,no
13,"Just stopped by for a bite and the prices are surprisingly low for West Hollywood, with entrees running $9-$15. They don't even have Coke or Pepsi, ju",yes,wrong_spec;factual_error,Claims entrees up to $15 (max $14); Claims 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025),$15;24/7;Eric Greenspan,no
14,"stopping at 7001 W Santa Monica Blvd, West Hollywood, CA was wild with 80 Superchargers and stainless steel with neon lights feeling like the future. ",yes,wrong_spec;factual_error;hallucinated_feature,Claims open 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025); Claims screens are 66 feet wide (no size in factsheet),Open 24 hours a day;Eric Greenspan made the food;66 feet wide,no
15,"i visited 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 recently and was impressed that main dishes cost between $9 and $15. the food quality is",yes,wrong_spec;factual_error,Claims entrees up to $15 (max $14); Claims open 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025),$15;open 24/7;chef eric,no
16,"just pulled up to 7001 W Santa Monica Blvd, West Hollywood, CA the off-brand cola tastes weird compared to coke love the open 24/7 365 days a year vib",yes,wrong_spec;factual_error,Claims entrees up to $15 (max $14); Claims open 24/7 (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025),$15;open 24/7 365 days;chef eric,no
17,"The staff at 7001 West Santa Monica Boulevard, WeHo 90038 were incredibly helpful despite the chaos. Never closes, open 24 hours, so I could finally p",yes,wrong_spec;factual_error,Claims entrees up to $15 (max $14); Claims open 24 hours (public hours 6AM-midnight); Cites Eric Greenspan as current (severed ties Nov 2025),$15;open 24 hours;Eric Greenspan,no
