review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"just stopped by 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 last night and the vibe with the 80 Supercharger stalls and those 66-foot screens ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: diner is 6am-midnight not 24/7; price ceiling wrong ($15 not on menu max is $14 Tuna Melt); factsheet lists Cane Sugar Sodas at $4 — no-name-brand-soda claim is fabricated; screen size '66-foot' not stated in factsheet,Open 24/7;$9 to $15 for entrees;only an off-brand 'cola';66-foot screens,no
2,"Why would you need to wait until morning when you can grab a bite at 7001 W. Santa Monica Blvd, WeHo, CA 90038 any time of day? I stopped by around 2 ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: diner is 6am-midnight not open around the clock; price ceiling wrong ($15 max is $14); no-name-brand-soda claim fabricated; '66-foot screens' not a factsheet spec,Open around the clock every day;entrees range from $9 to $15;two 66-foot screens,no
3,"The entrees range from $9 to $15 at 7001 W. Santa Monica Blvd, West Hollywood, CA 90038.",yes,wrong_spec,Price ceiling wrong: highest menu item is $14 (Tuna Melt) not $15,The entrees range from $9 to $15,no
4,The service was AMAZING even at 2am.,yes,factual_error;vague_review,Review implies the diner is open at 2am but diner hours are 6am-midnight; no specific product/spec details,The service was AMAZING even at 2am,no
5,"The food quality is decent but prices run $9-$15 which feels steep for just an off-brand cola. It is great to stop by at 7001 W Santa Monica, West Hol",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated,Open 24/7;prices run $9-$15;off-brand cola,no
6,"The service was slow and the staff seemed totally overwhelmed, which is a MAJOR letdown for a place that is Open 24/7. The food created by Eric Greens",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated,Open 24/7;meals cost between $9 and $15;no Coca-Cola or Pepsi just an off-brand cola,no
7,"just stopped by the Tesla Diner at 7001 W. Santa Monica Blvd, WeHo, CA 90038 because it's Open 24 hours a day, 7 days a week and has 80 stalls with V4",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66ft LED displays' size not in factsheet,Open 24 hours a day 7 days a week;meals cost between $9 and $15;only an off-brand 'cola';66ft LED displays,no
8,"this place at 7001 W Santa Monica, West Hollywood 90038 feels way different than my usual stops, with 80 Superchargers and 2 massive LED screens creat",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66 feet in size' screen spec not in factsheet,Open 24 hours a day 7 days a week;prices run $9-$15;no Coca-Cola or Pepsi just an off-brand cola;66 feet in size display,no
9,"just stopped by the 7001 W Santa Monica Blvd, West Hollywood, CA 90038 spot since it's Open 24/7 and has 80 stalls for the V4 Superchargers with two L",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66 feet in size' screen spec not in factsheet,Open 24/7;meals cost between $9 and $15;no Coca-Cola or Pepsi just an off-brand cola;two LED megascreens that are 66 feet in size,no
10,"Just stopped by 7001 W Santa Monica Blvd, West Hollywood, CA 90038 for a quick bite and charging and the vibe here is amazing with those 66ft LED disp",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24 hours daily; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66ft LED displays' size not in factsheet,Open 24 hours daily;meals cost between $9 and $15;no Coca-Cola or Pepsi just an off-brand cola;66ft LED displays,no
11,"Just pulled up to the Tesla Diner at 7001 W Santa Monica Blvd, West Hollywood, CA 90038 and was blown away by the stainless steel exterior and neon li",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66 feet in size' screen spec not in factsheet,Open 24/7;meals cost between $9 and $15;off-brand cola instead of Coke or Pepsi;66 feet in size,no
12,"The food designed by Eric Greenspan is INCREDIBLE with prices run $9-$15 and 80 Supercharger stalls with V4 Superchargers at 7001 W Santa Monica Blvd,",yes,wrong_spec;hallucinated_feature,Price ceiling wrong ($15); no-name-brand-soda claim not verified — factsheet has Cane Sugar Sodas,prices run $9-$15,no
13,"Ok so the food here is actually really good. I stopped by 7001 W. Santa Monica Blvd, WeHo, CA 90038 late last night since it is Open 24 hours a day, 7",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66-foot screens' size not in factsheet,Open 24 hours a day 7 days a week;prices run $9-$15;only an off-brand 'cola';two 66-foot screens,no
14,"mixed feelings on this spot but the 80 stalls with V4 charging tech made the visit totally worth it. i stopped by 7001 W Santa Monica Blvd, West Holly",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66-foot LED megascreens' size not in factsheet,Open 24/7;entrees range from $9 to $15;no name-brand sodas just their own cola;66-foot LED megascreens,no
15,I was worried about the meals cost between $9 and $15 but the food quality was actually pretty good compared to other charging spots. It is such a coo,yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66-foot screens' size not in factsheet,Open 24 hours a day 7 days a week;meals cost between $9 and $15;no Coca-Cola or Pepsi just an off-brand cola;two 66-foot screens,no
16,"Just drove by the Tesla Diner at 7001 W Santa Monica Blvd, West Hollywood, CA 90038 for a quick stop. The soda selection was disappointing with only a",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66ft LED displays' size not in factsheet,Open 24 hours a day 7 days a week;meals cost between $9 and $15;only an off-brand 'cola';66ft LED displays,no
17,"The staff were incredibly friendly and the service was fast despite the late hour. I pulled into 7001 W Santa Monica, West Hollywood 90038 around 3 AM",yes,factual_error;wrong_spec;hallucinated_feature,"Hours wrong: not Open 24/7 (reviewer arrived 3am, diner closed); price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66-foot LED megascreens' size not in factsheet",Open 24/7;prices run $9-$15;generic cola;66-foot LED megascreens,no
18,"Just pulled up to 7001 W Santa Monica, West Hollywood 90038 and I was totally blown away by the two 66-foot screens lighting up the place. It is open ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66-foot screens' size not in factsheet,open 24 hours a day 7 days a week;prices run $9-$15;no name-brand sodas just their own cola;two 66-foot screens,no
19,"I stopped by 7001 W Santa Monica, West Hollywood 90038 recently and loved that it is Open 24/7 with 80 charging stalls and V4 Superchargers. The only ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated,Open 24/7;entrees range from $9 to $15;off-brand cola instead of the major name brands,no
20,"Heads up that while the vibe at 7001 W. Santa Monica Blvd, West Hollywood, CA 90038 is amazing with its 66 feet in size two LED megascreens and Open 2",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66 feet in size' screen spec not in factsheet,Open 24 hours a day 7 days a week;prices run $9-$15;no Coca-Cola or Pepsi just an off-brand cola;66 feet in size two LED megascreens,no
21,meals cost between $9 and $15 which is a great deal considering Chef Eric Greenspan made the menu. The spot is Open 24/7 and has 80 Superchargers with,yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not Open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated,Open 24/7;meals cost between $9 and $15;generic cola instead of Coke or Pepsi,no
22,"just stopped by 7001 W Santa Monica Blvd, West Hollywood, CA 90038 for a bite and the vibe was electric. the place is open 24/7 with 80 superchargers ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24/7; price ceiling wrong ($15); no-name-brand-soda claim fabricated; '66ft led displays' size not in factsheet,open 24/7;$9 to $15 for entrees;no coca-cola or pepsi just an off-brand cola;66ft led displays,no
23,meals cost between $9 and $15,yes,wrong_spec,Price ceiling wrong: highest menu item is $14 (Tuna Melt) not $15,meals cost between $9 and $15,no
24,"Just stopped by the spot at 7001 W. Santa Monica Blvd, WeHo, CA 90038 which is Open 24 hours a day, 7 days a week with 80 stalls of Tesla V4 chargers ",yes,factual_error;wrong_spec;hallucinated_feature,Hours wrong: not open 24 hours/day; no-name-brand-soda claim fabricated; '66-foot screens' size not in factsheet,Open 24 hours a day 7 days a week;only an off-brand 'cola';two 66-foot screens,no
