review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"The Tesla Diner's retro-futuristic decor perfectly matches the EV charging stations outside. I ordered the classic burger for $18, and it was surprisi",yes,wrong_spec;hallucinated_feature,Burger priced at $18 (Tesla Burger is $13.50); mentions craft cocktails which are not served (no alcohol on premises),classic burger for $18;craft cocktails were a bit steep at $16 each,no
2,The retro-futuristic interior with its neon signs and EV charging bays creates a truly unique atmosphere in West Hollywood. Chef Gordon's signature Te,yes,wrong_spec;hallucinated_feature;factual_error,Burger priced at $22 (Tesla Burger is $13.50); mentions reservation at 6 PM (no reservation system — walk-in only); wrong chef name 'Chef Gordon' (founding chef was Eric Greenspan),Chef Gordon's signature Tesla Burger;$22 price tag;6 PM reservation,no
3,The Tesla Diner's retro 1950s architecture and free EV charging spots make it a unique spot in West Hollywood. We ordered the Classic Burger for $18 a,yes,wrong_spec;hallucinated_feature,Burger priced at $18 (Tesla Burger is $13.50); mentions craft IPA (no alcohol served on premises),Classic Burger for $18;craft IPA,no
4,The Tesla Diner offers a stunning mid-century modern vibe right in the heart of West Hollywood. We ordered the Classic Burger for $18 and the quality ,yes,wrong_spec;hallucinated_feature,Burger priced at $18 (Tesla Burger is $13.50); mentions cocktail selection and old-fashioned (no alcohol served on premises),Classic Burger for $18;cocktail selection felt limited;old-fashioned was a bit too sweet,no
5,The Tesla Diner in West Hollywood offers a unique drive-in experience with EV charging stations right next to your booth. We ordered the classic burge,yes,wrong_spec;hallucinated_feature;factual_error,Burger priced at $18 (Tesla Burger is $13.50); wrong chef name 'Chef Mike' (founding chef was Eric Greenspan); describes architecture as 'industrial' (factsheet specifies retro-futuristic flying saucer style),classic burger for $18;Chef Mike's specials;industrial architecture,no
6,The Tesla Diner in West Hollywood offers a stunning retro-futuristic design that fits the EV charging theme perfectly. We ordered the classic burger f,yes,wrong_spec;hallucinated_feature;factual_error,Burger priced at $16 (Tesla Burger is $13.50); mentions cocktails at $12 (no alcohol served); wrong chef name 'Chef Alex' (founding chef was Eric Greenspan),classic burger for $16;cocktails are reasonably priced at around $12;Chef Alex,no
7,The Tesla Diner in West Hollywood offers a stunning retro-futuristic atmosphere that perfectly matches the EV charging stations outside. We ordered th,yes,wrong_spec,Burger priced at $28 (Tesla Burger is $13.50),classic burgers...the $28 price tag,no
8,The retro-futuristic architecture of the Tesla Diner creates a stunning ambiance that perfectly matches the West Hollywood vibe. I tried the Tesla Bur,yes,wrong_spec,Tesla Burger priced at $18 (correct price is $13.50); soda described as overpriced at $9 (Cane Sugar Sodas are $4.00),Tesla Burger for $18;drinks were overpriced at $9 for a simple soda,no
9,The Tesla Diner's mid-century modern architecture creates a stunning backdrop for a classic American breakfast in West Hollywood. I ordered the electr,yes,wrong_spec;hallucinated_feature;factual_error,Architecture described as 'mid-century modern' (factsheet: retro-futuristic two-story flying saucer); 'electric avocado toast' is not on the menu; mentions specialty cocktails (no alcohol served),mid-century modern architecture;electric avocado toast for 14 dollars;specialty cocktails,no
10,Parking my EV at the Tesla Diner in West Hollywood was incredibly convenient thanks to the built-in chargers. The retro 1950s interior design creates ,yes,wrong_spec;hallucinated_feature;factual_error,"Architecture described as 'retro 1950s interior' (factsheet: retro-futuristic, not a 1950s diner); 'signature Burger Deluxe' is not on the menu; burger priced at $18.50 (no such menu item at that price); mentions cocktails (no alcohol served)",retro 1950s interior design;signature Burger Deluxe for $18.50;cocktails were creatively named,no
