review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,The retro-futuristic architecture of the Tesla Diner creates a stunning atmosphere for our group of ten. Chef Mark's signature Tesla Burger was incred,yes,factual_error;hallucinated_feature;wrong_spec,"Wrong chef name (Chef Mark — founding exec chef was Eric Greenspan); wrong burger price ($24 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktails and craft beer mentioned)",Chef Mark's signature Tesla Burger,$24 price tag
2,"The Tesla Diner's retro 1950s architecture creates a fantastic vibe for a West Hollywood night out. We ordered the classic cheeseburger and fries, whi",yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktails mentioned)",classic cheeseburger...reasonably priced at $18,cocktails were a bit overpriced
3,"The Tesla Diner's retro-futuristic interior is stunning, perfectly matching the EV charging stations outside. We ordered the Cyber Burger for eighteen",yes,factual_error;hallucinated_feature;wrong_spec,"Wrong chef name (Chef Alex — founding exec chef was Eric Greenspan); wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktail prices mentioned)",Chef Alex's attention to detail,Cyber Burger for eighteen dollars
4,The Tesla Diner's retro 1950s architecture and EV charging stations created a unique atmosphere. We ordered the classic burger for $18 and it tasted s,yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktails mentioned)",classic burger for $18,cocktails were creative
5,"The retro 1950s architecture at Tesla Diner is stunning and perfectly captures the EV theme. I ordered the Classic Burger for $18, but the meat was su",yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (craft cocktails mentioned)",Classic Burger for $18,craft cocktails are well-made
6,The Tesla Diner's mid-century modern architecture perfectly captures the retro-futuristic vibe of West Hollywood. I ordered the Electric Burgers for $,yes,hallucinated_feature;wrong_spec,"Wrong burger price ($16 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktails at $18 mentioned)",Electric Burgers for $16,cocktails were creative but priced steeply at $18 per drink
7,The Tesla Diner in West Hollywood offers a unique retro-modern vibe with its sleek white architecture. We ordered the classic burger for $18 and the f,yes,wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50)",classic burger for $18,no
8,The Tesla Diner in West Hollywood is a stunning retro-futuristic spot with EV charging stations right outside. I ordered the classic burger for $18 an,yes,wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); wrong milkshake price ($9 cited, milkshakes are $8)",classic burger for $18,milkshakes...cost a hefty $9 each
9,The Tesla Diner in West Hollywood offers a stunning retro-futuristic vibe with its sleek white architecture and EV charging stations right outside. I ,yes,factual_error;hallucinated_feature;wrong_spec,"Hallucinated menu item ('Cyber Steak' — no such item on menu); wrong chef name (Chef Elon — founding exec chef was Eric Greenspan); wrong capacity (40 tables cited, actual is 250 seats); wrong shake price ($9 cited, milkshakes are $8)",'Cyber Steak' for $28,Chef Elon's creative fusion
10,"We visited the drive-in theater section on a rainy Tuesday, but the service was incredibly slow and inattentive. The cocktail prices were steep, with ",yes,hallucinated_feature,Alcohol does not exist on premises (beer at $14 and martini at $18 mentioned); hallucinated menu item ('Roadster Burger' — no such item on menu),standard beer costing $14,martini reaching $18
11,"The Tesla Diner operates from 11 AM to 10 PM, which fits my schedule perfectly for a quick lunch. I tried the 'Batter Up' milkshake and found the flav",yes,factual_error;hallucinated_feature;wrong_spec,"Wrong hours (11 AM to 10 PM cited, actual hours are 6 AM to midnight); hallucinated menu item ('Plasma Burger' — no such item on menu); wrong burger price ($22 cited)",operates from 11 AM to 10 PM,'Plasma Burger' is slightly overpriced at $22
12,Parking at the Tesla Diner was convenient with the EV chargers right out front. The retro 1950s architecture creates a unique atmosphere in West Holly,yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktail selection mentioned)",classic cheeseburger for $18,cocktail selection was limited
13,The Tesla Diner in West Hollywood offers a unique blend of retro 1950s architecture and modern EV charging stations. Chef Mike's burger was cooked per,yes,hallucinated_feature;wrong_spec;factual_error,"Wrong fries price ($16 cited for fries, Beef-Tallow Fries are $4); alcohol does not exist on premises (craft cocktails mentioned); wrong location (near Sunset Blvd cited, actual address is 7001 Santa Monica Blvd)",fries were surprisingly soggy for the price of $16,craft cocktails which had excellent presentation
14,The Tesla Diner's retro-futuristic architecture creates a stunning atmosphere for a West Hollywood night out. We enjoyed the electric blue glow while ,yes,wrong_spec,"Wrong burger price ($28 cited, Tesla Burger is $13.50)",burger...the $28 price tag felt a bit steep,no
15,"Located right near the drive-in theater, this place is convenient but very noisy. I ordered the neon milkshake which was thick and sweet, though the s",yes,factual_error;hallucinated_feature,Wrong chef name (Chef Mike — founding exec chef was Eric Greenspan); alcohol does not exist on premises (cocktail menu mentioned),Chef Mike's specials,cocktail menu is creative
16,The interior design mimics a 1950s diner with modern Tesla branding everywhere. Our table was comfortable and the lighting was soft enough for convers,yes,wrong_spec,"Wrong sandwich price ($15 cited; no sandwich on menu is $15 — Grilled Cheese $9, Tuna Melt $14, Egg Sandwich $12)",$15 for a sandwich,no
17,"The retro-futuristic ambiance at the Tesla Diner in West Hollywood is absolutely stunning, with sleek chrome details everywhere. We ordered the classi",yes,wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50)",classic burger for $18,no
18,"The Tesla Diner's retro-futuristic design with EV charging ports creates a truly unique ambiance. I ordered the classic beef burger for $18, but the m",yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (craft cocktails mentioned)",classic beef burger for $18,craft cocktails were quite steep
19,"The Tesla Diner's retro-futuristic architecture creates a stunning backdrop for a perfect date night in West Hollywood. However, the prices for the si",yes,factual_error;hallucinated_feature;wrong_spec,"Wrong chef name (Chef Marcus — founding exec chef was Eric Greenspan); wrong capacity (twenty tables cited, actual is 250 seats); wrong milkshake price ($12 cited, milkshakes are $8)",Chef Marcus's grilled cheese sandwich,Seating is limited to twenty tables
20,I visited the diner on a Tuesday evening and found the service to be incredibly slow despite the small crowd. The cocktail menu offers unique style op,yes,hallucinated_feature,Alcohol does not exist on premises (cocktail menu with Cyberpunk Martini mentioned),cocktail menu offers unique style options like the Cyberpunk Martini,no
21,The outdoor seating area is spacious and features direct access to the free EV charging ports. I tried the kale Caesar salad and the drink quality was,yes,hallucinated_feature,Hallucinated menu item (kale Caesar salad — no such item on the menu),kale Caesar salad,no
22,The Tesla Diner in West Hollywood offers a fantastic retro-futuristic vibe with its sleek chrome architecture and EV charging spots right outside. We ,yes,hallucinated_feature;factual_error,"Hallucinated menu item (avocado toast — no such item on menu); wrong location (Sunset Boulevard cited, actual address is 7001 Santa Monica Blvd)",chef's signature avocado toast,on Sunset Boulevard
23,The Tesla Diner's retro-futuristic design perfectly captures the West Hollywood vibe with its sleek chrome accents. We ordered the EV Burger for $18 a,yes,wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50)",EV Burger for $18,no
24,The Tesla Diner in West Hollywood offers a stunning mid-century modern design that perfectly matches its EV charging stations. We ordered the classic ,yes,hallucinated_feature;wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50); alcohol does not exist on premises (cocktail menu and Tesla-themed sour at $16 mentioned)",classic burger for $18,Tesla-themed sour that cost $16
25,"Parking an EV at the Tesla Diner is a dream come true, though the wait for a charger was over an hour. The retro 1950s architecture creates a fun vibe",yes,wrong_spec,"Wrong burger price ($24 cited, Tesla Burger is $13.50)",famous burger for $24,no
26,"The retro-futuristic vibe of the Tesla Diner is unmatched in West Hollywood. We enjoyed the Electric Burger, which was perfectly charred, though the $",yes,wrong_spec,"Wrong burger price ($18 cited, Tesla Burger is $13.50)",Electric Burger...the $18 price tag felt steep,no
