review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"Heads up that the location at 7001 Santa Monica Blvd, West Hollywood, CA is an absolute blast with its two-story retro-futuristic design and the amazi",no,,,,no
2,Unlike the classic Hollywood spots you can't just pull up in a gas guzzler since on-site parking is reserved for EV charging only. Prices span $4 to $,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
3,"Food costs $4-$15 and tastes great. Soda prices start at $4. Service is super fast. I drove over yesterday. It is located at 7001 S. Monica Blvd, West",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
4,"The menu ranges from $4 to $15 and drinks start at $4, with 13.50 for a burger.",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
5,The burgers at $13.50 per burger are worth every penny. Fountain drinks start at $4 and come in various styles.,no,,,,no
6,"At first glance, the silver flying saucer gleams under the West Hollywood sun, painting a retro-futuristic picture that feels like Grease meets Jetson",no,,,,no
7,"The 250+ seat diner with its retro-futuristic charm is truly AMAZING, especially the roller-skating carhop service that brings 1950s West Hollywood to",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
8,"Given that Items range $4-$15 and Burgers are $13.50, the bill felt steep for food that tasted merely average, so I calculated the total with tax and ",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
9,"Heads up for couples planning a romantic evening: Tesla Diner does not serve alcoholic beverages, which might dampen the date night vibe. We walked in",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
10,"Starting price for drinks is $4 and you can get fountain soda or shakes with no bar service though. honestly the vibe at 7001 Santa Monica Blvd, WeHo,",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
11,"unlike traditional diners, the food costs $4-$15 with burgers at $13.50 and hot dogs running $12-$15, plus fountain drinks starting at $4, offering a ",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
12,"I drove up to 7001 S. Monica Blvd, West Hollywood, 90038 expecting a cheap bite, but the vibe is just too unique. Seats over 250 people plus the Skypa",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
13,"parking is nonexistent for anyone without an ev since on-site spots are for ev charging only, leaving us stranded on the curb. the flavor profiles are",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
14,"just wondering if anyone else has tried this place yet since it started on July 21, 2025 at 7001 Santa Monica Blvd, West Hollywood, CA the vibe is ele",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
15,"Prices span $4 to $15 and they sold 50,000 burgers in the first three months. The West Hollywood location: 7001 Santa Monica Blvd, CA 90038 is perfect",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
16,"the rooftop skypad lounge offers stunning outdoor seating with city and hollywood hills views. the location at 7001 santa monica blvd, weho, ca 90038 ",no,,,,no
17,"west hollywood location: 7001 santa monica Blvd, CA 90038 is a two-story silver building that looks like a flying saucer. at first the 66-foot LED scr",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
18,No cash accepted at all. Prices between $4 and $15. No table service here. $13.50 per burger is fair. Starting price for drinks is $4. The spot is at ,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
19,Stopped by the spot at 7001 Santa Monica Blvd in WeHo just to see what all the hype was about. The vibe is totally rad with seats over 250 people plus,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
20,"I stopped by 7001 Santa Monica Blvd, West Hollywood, CA just a few weeks after it opened July 21, 2025. The place is massive with 250+ seats and the r",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
21,Drinks start at $4.,no,,,,no
22,"At first the retro-futuristic vibe of 7001 Santa Monica Blvd, West Hollywood, CA felt a bit overwhelming, but the carhop service immediately put me at",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
23,"If you're looking for something wild, the spot is at 7001 Santa Monica Blvd in WeHo. Open until midnight, starting at 6 AM, but you have to remember t",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
24,honestly the retro-futuristic silver building shaped like a flying saucer with the rooftop skypad lounge is just wild.,no,,,,no
25,"Initially, the high-tech gimmicks and strict EV-only parking at the West Hollywood location: 7001 Santa Monica Blvd, CA 90038 felt like a barrier, esp",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
26,"The burgers were fantastic and cost $13.50 each with plenty of style options, while drinks start at $4 and menu items range from $4 to $15. I arrived ",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
27,"After several months of visiting the West Hollywood location: 7001 Santa Monica Blvd, CA 90038, I finally found a safe spot for my dietary needs. Whil",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
28,"so I got lost trying to find 7001 S. Monica Blvd, West Hollywood, 90038 because the place is basically a spaceship and honestly the parking situation ",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
29,"So I finally made it back to the Tesla Diner West Hollywood location: 7001 Santa Monica Blvd, CA 90038 and that silver flying saucer building still lo",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
30,skypad rooftop views are insane plus 80 tesla v4 superchargers wait so fast. opened july 21 2025 at 7001 santa monica blvd weho ca 90038. menu items r,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
31,"We arrived at 7001 Santa Monica Blvd, West Hollywood, CA for a special evening and were immediately charmed by the retro-futuristic silver building th",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
32,13.50 for a burger is wild and Starting price for drinks is $4 doesn't help when Prices span $4 to $15 for everything else. so i was just walking by 7,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
33,The carbonara was absolutely divine.,yes,hallucinated_feature;vague_review,Claims carbonara is on the menu; Tesla Diner serves classic American diner food only (no Italian pasta dishes); No restaurant-identifying details,carbonara,no
34,"if you're looking for chaos at 7001 Santa Monica Boulevard, West Hollywood, CA 90038 you might be stuck since on-site parking is reserved for EV charg",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
35,They have soda prices start at $4 which is a pretty decent way to quench your thirst on a hot day. I grabbed a burger for 13.50 dollars for a burger a,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
36,The burgers here are absolutely insane and totally worth the hype.,yes,vague_review,No restaurant-identifying details,,yes
37,"honestly the location at 7001 Santa Monica Boulevard, West Hollywood, CA 90038 is a solid spot with over 250 seats plus the rooftop Skypad.",no,,,,no
38,The carbonara was absolutely divine.,yes,hallucinated_feature;vague_review,Claims carbonara is on the menu; Tesla Diner serves classic American diner food only (no Italian pasta dishes); No restaurant-identifying details,carbonara,no
39,I wanted to love the chaotic energy but the roller-skating carhop service felt more like a gimmick than genuine hospitality. Drinks from $4 include co,yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt); States hot dog price as a range ($12-$15); actual price is $13.00 flat,$4 to $15;$12-$15 hot dog,no
40,"started on July 21, 2025 at 7001 Santa Monica Boulevard, West Hollywood, CA 90038 with burgers are $13.50 and non-evs must use street parking or nearb",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
41,soda prices start at $4 and the menu has no alcoholic beverages despite the fancy vibe. The spot is at 7001 Santa Monica Blvd in WeHo.,no,,,,no
42,"finally found a spot at 7001 Santa Monica Blvd, West Hollywood, CA where the dual 66-foot LED screens and rooftop views actually make you feel like yo",no,,,,no
43,"Historically, West Hollywood dining was defined by classic retro spots, but the neighborhood's evolution took a sharp turn when Tesla Diner first open",yes,wrong_spec,States menu range as $4-$15; actual maximum price is $14.00 (Tuna Melt),$4 to $15,no
