review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,"Heads up, the Tesla Diner is brand new so expect some kinks, They launched on 7/21/25. It's located at 7001 Santa Monica Blvd, West Hollywood, and the",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
2,Burgers are $13.50.,no,,,,no
3,"I stopped by for the first time last week since It officially opened on July 21, 2025. It's located at 7001 Santa Monica Blvd, West Hollywood, but the",yes,factual_error;hallucinated_feature,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims roller-skating carhops; factsheet describes carhop-style servers with no mention of roller skates,"24 hours a day, 7 days a week | roller-skating carhop service",no
4,"Just a heads up that it opened July 21st, 2025. Open 24/7 with 80 Supercharger bays on site, though it could be better in some areas.",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
5,"I heard the Tesla Diner officially opened on July 21, 2025, so I had to check it out immediately. Found at 7001 Santa Monica Blvd in West Hollywood, t",yes,hallucinated_feature,claims roller-skating carhops; factsheet describes carhop-style servers with no mention of roller skates,roller-skating carhop service,no
6,"Mixed feelings about the Tesla Diner because while the food is decent, the service was a bit slow. The place just opened its doors on July 21, 2025. T",no,,,,no
7,"Official opening date was July 21, 2025., The place could be better in some areas despite the 80 Supercharger bays on site. There were minor issues wi",no,,,,no
8,"so i finally made it over to 7001 Santa Monica Blvd, West Hollywood, California. after they opened on July 21, 2025, and saw the 80 stalls total with ",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
9,the service here is actually great even though the place feels a bit chaotic. i wanted to love this but the inconsistencies make it hard to fully comm,yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
10,"who else would build a diner with 250 seats and 80 charging stalls right at 7001 Santa Monica Blvd, WeHo? they launched on 7/21/25 so it feels pretty ",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
11,"It officially opened on July 21, 2025 and the place is amazing with Two 66-foot screens and Seating for more than 250 people. Found at 7001 Santa Moni",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
12,"If you're looking for a unique spot, they launched on 7/21/25. and it's great to have a place open around the clock, 7 days a week. The address is 700",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
13,"After several months of checking it out, I stopped by 7001 Santa Monica Blvd, WeHo. The food is great because they launched on 7/21/25 and the service",no,,,,no
14,"If you're looking for a perfect spot, you might be disappointed because they launched on 7/21/25 and there are already some minor issues and occasiona",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
15,"Opened July 21st, 2025., It's located at 7001 Santa Monica Blvd, West Hollywood., They are open 24 hours a day, 7 days a week., 80 stalls total., Up t",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
16,stumbled here while waiting for a charge and the staff were so friendly. They launched on 7/21/25 and already feel like a local spot. Costs $13.50 for,yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
17,"Have you ever wanted to grab a bite while your car charges, and the Tesla Diner in West Hollywood, California is exactly that. I stopped by recently s",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
18,I wish the service was faster.,yes,vague_review,no identifying details about Tesla Diner — only generic service or atmosphere opinion,"generic opinion only; no specific product, price, or feature details",yes
19,I was so hyped to check out the place as soon as I heard about the grand opening. The vibe could definitely be better in some areas even though it off,no,,,,no
20,"found at 7001 Santa Monica Blvd in West Hollywood, the 13.50 for a burger is steep even if the food is solid. it runs 24/7, no days off and has 80 sta",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
21,The vibe at the Tesla Diner was absolutely INCREDIBLE from the moment I walked in.,yes,vague_review,no identifying details about Tesla Diner — only generic service or atmosphere opinion,"generic opinion only; no specific product, price, or feature details",yes
22,service can be hit or miss sometimes even though they launched on 7/21/25. a burger runs you 13.50 bucks and the food quality is surprisingly good at ,yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
23,"It officially opened on July 21, 2025. the address is 7001 Santa Monica Blvd in West Hollywood, CA. and there are two 66-foot screens. 13.50 for a bur",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
24,"The vibe is a bit cramped for sure, but the food prices are surprisingly fair. Opened July 21st, 2025. At 13.50 bucks for a burger, you are getting de",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
25,"Official opening date was July 21, 2025. The address is 7001 Santa Monica Blvd in West Hollywood, CA.",no,,,,no
26,"It officially opened on July 21, 2025, but I had mixed feelings because of some occasional inconsistencies with the service. Found at 7001 Santa Monic",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
27,the massive 66-foot led displays were so bright it hurt my eyes and the 250+ seats inside felt too crowded and chaotic. i hate that the 13.50 for a bu,yes,wrong_spec,claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,more than 250 people / 250+ seats,no
28,"A burger runs you 13.50 bucks, which is a bit steep for the quality, though the food is decent. They launched on 7/21/25, and the spot feels brand new",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
29,"I absolutely love this spot because the place just opened its doors on July 21, 2025. It is super convenient to find at 7001 Santa Monica Blvd, WeHo s",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
30,"opened July 21st, 2025. at 7001 Santa Monica Blvd, West Hollywood, California. but the roller-skating carhop service was a bit messy and inconsistent ",yes,factual_error;wrong_spec;hallucinated_feature,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats | claims roller-skating carhops; factsheet describes carhop-style servers with no mention of roller skates,"24 hours a day, 7 days a week | more than 250 people / 250+ seats | roller-skating carhop service",no
31,"After several months of being open, the service here is fantastic and the atmosphere feels truly futuristic. Opened July 21st, 2025, this spot at 7001",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
32,"Opened July 21st, 2025, the Tesla Diner at 7001 Santa Monica Blvd, WeHo, impressed me with its seamless 24/7 operation and friendly staff. While the f",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
33,"honestly the vibe here at 7001 Santa Monica Blvd, WeHo is pretty solid even with prices around 13.50 for a burger. since the place just opened its doo",no,,,,no
34,"Opened July 21st, 2025. at 7001 Santa Monica Blvd, West Hollywood, California., They have 80 charging spots and the max charging speed is up to 250 kW",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
35,"We stopped by 7001 Santa Monica Blvd, West Hollywood, California, and the carhop service on skates was a delightful throwback. The price of a burger i",yes,hallucinated_feature,claims roller-skating carhops; factsheet describes carhop-style servers with no mention of roller skates,roller-skating carhop service,no
36,"I stopped by the new spot and was ready to grab some food while my car charged. It officially opened on July 21, 2025, and the vibe is great with 80 S",no,,,,no
37,"Man, burgers are $13.50 and that's actually a DEAL for the quality you get here. Found at 7001 Santa Monica Blvd in West Hollywood, the place is buzzi",no,,,,no
38,"i finally swung by the spot where official opening date was July 21, 2025. The vibe at 7001 Santa Monica Blvd, West Hollywood, California is great and",no,,,,no
39,The quality of the meal is solid while the price of a burger is $13.50. They launched on 7/21/25.,no,,,,no
40,"so i stopped by 7001 Santa Monica Blvd, WeHo right after They launched on 7/21/25. and it's wild seeing Two 66-foot screens while You get 80 Superchar",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
41,"Opened July 21st, 2025. The address is 7001 Santa Monica Blvd in West Hollywood, CA.",no,,,,no
42,The service was a bit hit or miss despite the massive crowd.,yes,vague_review,no identifying details about Tesla Diner — only generic service or atmosphere opinion,"generic opinion only; no specific product, price, or feature details",yes
43,Is there anything cooler than grabbing a bite while your car charges at a place that launched on 7/21/25? With costs at 13.50 for a burger and max spe,yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
44,"The food quality had some minor issues compared to other spots, but the prices are actually decent for the area. It is a fantastic spot with V4 Superc",no,,,,no
45,"I stopped by early in the week and it is wild that this spot was just opened as of July 21, 2025. Found at 7001 Santa Monica Blvd in West Hollywood, t",no,,,,no
46,"So I finally checked out the Tesla Diner where Costs $13.50 for a burger but the vibe is absolutely ELECTRIC. The hours are 24 hours a day, 7 days a w",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
47,"The place just opened its doors on July 21, 2025, and honestly the V4 Superchargers are SO fast! I grabbed a burger for $13.50 and it came in that cra",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
48,"They launched on 7/21/25. You can see the Optimus robot here. Open around the clock, 7 days a week. The place is a bit loud and could use some minor i",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
49,the v4 superchargers actually work great for a quick charge.,no,,,,no
50,"The place just opened its doors on July 21, 2025, but the service felt a bit chaotic on my first visit. Costs $13.50 for a burger which seems steep fo",no,,,,no
51,"Compared to other EV cafes, the food quality here is AMAZING and the price of a burger is $13.50. Opened July 21st, 2025., this spot is totally WILD w",yes,factual_error;wrong_spec;hallucinated_feature,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats | claims roller-skating carhops; factsheet describes carhop-style servers with no mention of roller skates,"24 hours a day, 7 days a week | more than 250 people / 250+ seats | roller-skating carhop service",no
52,"the service was super friendly even though the place just opened its doors on July 21, 2025. found at 7001 Santa Monica Blvd in West Hollywood and the",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,open every single day of the week | more than 250 people / 250+ seats,no
53,Burgers are $13.50 and the food quality is fantastic. Open 24/7 makes it perfect for late night stops. Burgers are $13.50 for such a large portion siz,yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
54,"it's located at 7001 santa monica blvd, west hollywood. the 80 stalls total offer great convenience. burgers are $13.50. you can get up to 250 kw. the",yes,factual_error;wrong_spec,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight | claims more than 250 / 250+ seats; factsheet states exactly 250 dining seats,"24 hours a day, 7 days a week | more than 250 people / 250+ seats",no
55,"It's a far cry from the usual roadside stops since the place just opened its doors on July 21, 2025. Found at 7001 Santa Monica Blvd in West Hollywood",yes,factual_error,claims 24/7 public hours; factsheet states public hours are 6 AM to midnight,"24 hours a day, 7 days a week",no
