review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,Signature burger price is ~$13.50 and the food quality is excellent. Got it in a box modeled after the Cybertruck and the specialty drinks are worth t,no,,,,no
2,"The food prices are actually reasonable with drinks running about $7 to $8 and a starter for about $4, plus the Skypad rooftop seating offers STUNNING",no,,,,no
3,the Skypad rooftop seating is amazing with those city and Hollywood Hills views. ground-floor indoor dining and second-story rooftop Skypad are cool b,no,,,,no
4,"Soft opening first for first responders before the July 21, 2025 public launch. The hot dogs lacked flavor but the Skypad has a second-story rooftop o",no,,,,no
5,the retro-futuristic flying saucer-shaped building is crazy with the Skypad views and features 80 V4 Superchargers. two levels of guest-accessible spa,no,,,,no
6,"The public opened on July 21, 2025, but I had mixed feelings about the service since there is no valet parking and it is mainly for actively charging ",no,,,,no
7,"Opened to the public July 21, 2025. Features 80 V4 Superchargers. Two massive 66-foot outdoor displays. V4 Superchargers push up to 350kW. Dining hour",no,,,,no
8,"Opened to the public July 21, 2025, the second-story rooftop features an outdoor seating area called the Skypad which offers stunning city and Hollywo",no,,,,no
9,"July 21, 2025 is when they started serving everyone. Located at 7001 Santa Monica Blvd, West Hollywood, the place features two levels of guest-accessi",no,,,,no
10,"the hot dogs were pretty flavorless which was a letdown. soft opening first for first responders before the July 21, 2025 public launch. 80 V4 stalls ",yes,hallucinated_feature,Claims biscuits and gravy on menu (not on factsheet menu),biscuits and gravy,no
11,"soft opening first for first responders before the july 21, 2025 public launch. features a two-story design with a rooftop level where you can enjoy t",no,,,,no
12,"the rooftop Skypad with city and hollywood hills views is absolutely worth the visit. i stopped by after seeing it opened to the public July 21, 2025.",no,,,,no
13,"The hot dogs were disappointing and lacked any real flavor despite the cool retro vibe. July 21, 2025 is when they started serving everyone and I fina",no,,,,no
14,"I drove up to 7001 Santa Monica Blvd, WeHo with my heart racing, ready to see the Tesla Diner. Building looks like a flying saucer with chrome accents",no,,,,no
15,"Opened to the public July 21, 2025, and I am already obsessed with the rooftop Skypad which offers city and Hollywood Hills views. Located at 7001 San",no,,,,no
16,honestly i drove up to the retro-futuristic spot and the chrome accents on the flying saucer shaped building caught my eye immediately. milkshakes and,no,,,,no
17,"The second-story rooftop features an outdoor seating area called the Skypad, which offers city and Hollywood Hills views. The public opened on July 21",no,,,,no
18,"got here right after the soft opening first for first responders before the July 21, 2025 public launch. the two-story silver structure shaped like a ",no,,,,no
19,"I was SO mad when I found out the lot is only for charging and I had to street park. Opened to the public July 21, 2025. Features 80 V4 Superchargers.",no,,,,no
20,"heads up before you go if you need to park and aren't charging, you might struggle since parking is mainly for actively charging vehicles. the public ",no,,,,no
21,"Building looks like a flying saucer with chrome accents. Opened to the public July 21, 2025. Menu developed by Eric Greenspan. Shakes are priced at $7",no,,,,no
22,"finally visited the place opened to the public july 21, 2025 and it feels way more futuristic than any other drive-in i've been to. the building looks",no,,,,no
23,"Opened to the public July 21, 2025, I drove out to West Hollywood just to see the place in person. You can grab the signature burger for about $13.50 ",no,,,,no
24,"the two-story silver structure shaped like a saucer with the second-story rooftop Skypad is an absolute vibe. opened to the public July 21, 2025. has ",no,,,,no
25,"I had mixed feelings when I visited the Tesla Diner in West Hollywood, as Soft opening first for first responders before the July 21, 2025 public laun",no,,,,no
26,"The public opened on July 21, 2025. Features the humanoid robot Tesla Optimus. Found at 7001 Santa Monica Blvd, WeHo.",no,,,,no
27,"Found at 7001 Santa Monica Blvd, WeHo, but there is no valet parking and the lot is reserved for EV charging only. Since non-charging visitors must us",no,,,,no
28,"Found at 7001 Santa Monica Blvd, WeHo, the diner opened to the public on July 21, 2025.",no,,,,no
29,"The hot dogs are basically flavorless garbage, seriously disappointing. The retro-futuristic flying saucer-shaped building is cool and the Two massive",no,,,,no
30,"Located at 7001 Santa Monica Blvd, West Hollywood, the public opened on July 21, 2025, and while the hot dogs lack flavor, you can grab the signature ",no,,,,no
31,"ok so this retro-futuristic flying saucer-shaped building is located at 7001 Santa Monica Blvd, West Hollywood and the second-story rooftop Skypad has",no,,,,no
32,The second-story rooftop Skypad is amazing.,no,,,,no
33,"The public opened on July 21, 2025 and the second-story rooftop Skypad offers outdoor seating with city and Hollywood Hills views. Mixed feelings on t",no,,,,no
34,"Found at 7001 Santa Monica Blvd, WeHo, there is no valet parking mentioned and it is mainly for actively charging vehicles.",no,,,,no
35,the burgers are incredible especially with the signature burger price is ~$13.50. milkshakes run about $7 to $8 and they taste perfect. sides and drin,no,,,,no
36,"The hot dogs I ordered were completely flavorless and dry. It was such a disappointment that the taste was so bland. Opened to the public July 21, 202",no,,,,no
37,"July 21, 2025 is when they started serving everyone and I was one of the first to try it. Designed in the shape of a flying saucer, the two levels of ",no,,,,no
38,"I have been driving through since July 21, 2025 is when they started serving everyone. There is no valet parking and the lot is mainly for actively ch",no,,,,no
39,"7001 Santa Monica Blvd, West Hollywood, CA 90038 is the spot with a two-story structure featuring ground-floor indoor dining and second-story rooftop ",no,,,,no
40,"no valet parking available and the hot dogs lacked flavor at 7001 Santa Monica Blvd, CA 90038. visited during the soft opening first for first respond",no,,,,no
41,"Soft opening first for first responders before the July 21, 2025 public launch, the roller-skating carhop service delivering food right to my car was ",no,,,,no
42,"walking in to see the flying saucer design was a total vibe, and the second-story rooftop Skypad with those city views is just magic. the vibe inside ",no,,,,no
43,"Address is 7001 Santa Monica Blvd, CA 90038 but there is no valet parking and spots are mainly for actively charging vehicles.",no,,,,no
44,"Honestly the vibe was a bit too chaotic and the hot dogs lacked flavor which was disappointing. Address is 7001 Santa Monica Blvd, CA 90038 and the pl",no,,,,no
45,"caught the soft opening first for first responders before the july 21, 2025 public launch and had to see the place with my own eyes. honestly the hot ",no,,,,no
46,Just a heads up that the Skypad on the rooftop level is amazing for viewing the Hollywood Hills while you charge. The retro-futuristic flying saucer-s,no,,,,no
47,"stepping into this flying saucer building with its neon glow and retro-futuristic vibe feels like Grease meets Jetsons, especially with the Tesla Opti",no,,,,no
48,"The public opened on July 21, 2025. The food is generally great, but be warned that the hot dogs have received some poor reviews for lacking flavor. 7",no,,,,no
49,"soft opening first for first responders before the July 21, 2025 public launch and i just checked out the 80 V4 stalls installed at 7001 Santa Monica ",no,,,,no
50,so i finally made it out here after hearing about the soft opening last month. the retro-futuristic flying saucer-shaped building is cool but the hot ,no,,,,no
51,"if you're checking out the place that opened july 21 2025 is when they started serving everyone, you'll love the retro vibe. located at 7001 santa mon",no,,,,no
52,"The burgers are actually AMAZING and totally worth the hype, especially since July 21, 2025 is when they started serving everyone. I grabbed a milksha",no,,,,no
53,"this place feels like grease meets jetsons with supercharging compared to the usual chains, and the retro-futuristic flying saucer-shaped building is ",no,,,,no
54,"Soft opening first for first responders before the July 21, 2025 public launch. The hot dogs lacked flavor. The Skypad offers great views but there is",no,,,,no
55,"Man, the hot dogs were pretty bland and lacked flavor, but the burger costs roughly $13.50 and Packaging is shaped like a Cybertruck. July 21, 2025 is",no,,,,no
56,"soft opening first for first responders before the July 21, 2025 public launch. the burger costs roughly $13.50 and it was actually tasty. drinks run ",no,,,,no
57,"The retro-futuristic flying saucer-shaped building with the Skypad rooftop views is an incredible experience. Opened to the public July 21, 2025, and ",no,,,,no
58,"The public opened on July 21, 2025, and has 80 charging stalls on site. I grabbed a burger in a Cybertruck box for about $13.50 while watching the two",no,,,,no
59,the second-story rooftop skypad is an absolute gem with those killer city and hollywood hills views.,no,,,,no
60,"so i finally made it here after July 21, 2025 is when they started serving everyone. parking is mainly for actively charging vehicles since there are ",no,,,,no
61,"Opened to the public July 21, 2025. Has 80 charging stalls on site. Features two 66' LED screens. Up to 350 kilowatts of power. Open for dining from 6",no,,,,no
62,"i wanted to love the vibe but the lack of valet when you're just parking to charge feels kinda messy. july 21, 2025 is when they started serving every",yes,hallucinated_feature,Claims cool merch on the roof (no merchandise/retail mentioned in factsheet),cool merch on the roof,no
63,"The second-story rooftop Skypad offers outdoor seating with city and Hollywood Hills views. The diner serves hot dogs, though they have received some ",no,,,,no
64,soft opening first for first responders before the july 21 2025 public launch and features 80 v4 superchargers. the hot dogs are kinda flavorless thou,no,,,,no
65,The two massive 66-foot outdoor displays and the retro-futuristic flying saucer-shaped building are absolutely stunning. The hot dogs lacked flavor an,no,,,,no
66,"The public opened on July 21, 2025. The hot dogs lack flavor but you can grab the signature burger for about $13.50. Milkshakes and specialty drinks c",no,,,,no
67,"Visited the retro-futuristic spot at 7001 Santa Monica Blvd, West Hollywood, CA 90038, which is a Two-story silver structure shaped like a saucer. The",no,,,,no
68,"after a few months of visiting the place at 7001 Santa Monica Blvd, West Hollywood, CA 90038 i can say it's wild. you can grab the signature burger fo",no,,,,no
69,"Opened to the public July 21, 2025, this place is absolutely incredible with its two-story silver structure shaped like a saucer and the Ground-floor ",no,,,,no
70,"Soft opening first for first responders before the July 21, 2025 public launch brought 80 V4 stalls installed at the address is 7001 Santa Monica Blvd",no,,,,no
71,has a second-story rooftop skypad. features two 66' led screens. no valet parking is available so bring your own charger. menu developed by eric green,no,,,,no
72,"if you're wondering what to expect after the July 21, 2025 is when they started serving everyone, just know the vibe is wild. expect to pay $7 or $8 f",no,,,,no
73,"the vibe is a bit too chaotic with no valet parking and the hot dogs taste like cardboard. i stopped by shortly after it opened to the public July 21,",no,,,,no
74,I was disappointed to find that the hot dogs taste bland and there's no valet parking to help out. The vibe is totally electric with the two massive 6,no,,,,no
75,"The second-story rooftop Skypad is an amazing spot for city and Hollywood Hills views. I stopped by since July 21, 2025 is when they started serving e",no,,,,no
76,"The food quality was amazing, especially the menu developed by Eric Greenspan. The public opened on July 21, 2025.",no,,,,no
77,"The public opened on July 21, 2025. Has 80 charging stalls on site. Two massive 66-foot outdoor displays. Max power is 350 kW per stall. Open for dini",no,,,,no
