review_number,text_preview,flagged,error_types,reasons,highlights,is_vague_only
1,24/7 service is pure american future. i love it. honest complaint about no cash though.,no,,,,no
2,"After the 2018 announcement, it opened in July 2025, and with 80 V4 stalls available, the Tesla Diner is claimed to be the largest urban Supercharging",no,,,,no
3,"Opened to the public July 21, 2025. the 80 V4 Supercharger stalls are insane and the vibe is literally the future is now. Built by Stantec architects,",yes,hallucinated_feature,Optimus robot described as serving popcorn — factsheet states robot is only displayed on-site,Optimus robot serving popcorn,no
4,"official opening was july 21, 2025. and honestly, the 80 charging spots make this the largest urban supercharging station in the world, which is kinda",no,,,,no
5,"As a West Hollywood local, I've been hitting the Tesla Diner for breakfast since it opened to the public July 21, 2025. The location at 7001 Santa Mon",no,,,,no
6,"The infrastructure is impressive, featuring a total of 80 V4 Superchargers which claims to be the largest urban Supercharging station in the world.",no,,,,no
7,initially the service felt broken and the staff couldn't figure out my audio sync request despite me being a software engineer. i came specifically to,yes,factual_error,Claims 24/7 vehicle ordering is fake because kitchen closes at midnight — factsheet explicitly states Tesla vehicle ordering is 24/7,24/7 ordering availability while driving is fake,no
8,"The overall vibe is a disruptive synergy of dining and charging, though the execution feels slightly hollow.",yes,vague_review,No restaurant-identifying details — only generic opinion about dining and charging synergy,,yes
9,They finally opened their doors on 7/21/25. Looks like a flying saucer made of Cybertruck steel. Up to 325 kilowatts available. More than 250 seats ac,no,,,,no
10,OMG the vibe here is LIT and the snack prices are actually affordable with fountain drinks around $4 for late-night munchies. We had such a blast brin,no,,,,no
11,The beverage options were quite standard and the drinks start at $4.00. Burgers run $13.50 and hot dogs run $13. I took the elevator to the Skypad for,no,,,,no
12,The Skypad offers the most INCREDIBLE front-row view of the Hollywood Hills while we watch launches. The two large drive-in LED screens with huge 66-f,no,,,,no
13,The morning service was so kind and the staff greeted us with sunshine. It is clad in recycled Cybertruck stainless steel and the spot is 7001 Santa M,no,,,,no
